Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
F,Rodolfo Vieira (14399126),Rodolfo Vieira,14399126,F,9300,Safarov@Vieira 03/07/2020 08:00PM ET,Vieira,106,0.873376623376623,0,-670,-700,-700,0.87012987012987,0.875,0.875,0
F,Israel Adesanya (14399130),Israel Adesanya,14399130,F,9200,Adesanya@Romero 03/07/2020 08:00PM ET,Adesanya,97.64,0.723347613758573,0,-265,-250,-270,0.726027397260274,0.714285714285714,0.72972972972973,0
F,Sean O'Malley (14399140),Sean O'Malley,14399140,F,9100,O'Malley@Quinonez 03/07/2020 08:00PM ET,O'Malley,92.5,0.785575048732944,0,-375,-350,-375,0.789473684210526,0.777777777777778,0.789473684210526,0
F,Mark Madsen (14399136),Mark Madsen,14399136,F,9000,Hubbard@Madsen 03/07/2020 08:00PM ET,Madsen,109,0.708513708513709,0,-250,-230,-250,0.714285714285714,0.696969696969697,0.714285714285714,0
F,Weili Zhang (14399118),Weili Zhang,14399118,F,8900,Jedrzejczyk@Zhang 03/07/2020 08:00PM ET,Zhang,100.75,0.678797904604356,0,-200,-225,-210,0.666666666666667,0.692307692307692,0.67741935483871,0
F,Beneil Dariush (14399132),Beneil Dariush,14399132,F,8700,Dariush@Klose 03/07/2020 08:00PM ET,Dariush,70.94,0.638737543864937,0,-167,-184,-180,0.625468164794007,0.647887323943662,0.642857142857143,0
F,Jingliang Li (14399124),Jingliang Li,14399124,F,8600,Li@Magny 03/07/2020 08:00PM ET,Li,84.58,0.641094570043165,0,-182,-174,-180,0.645390070921986,0.635036496350365,0.642857142857143,0
F,Jamall Emmers (14399134),Jamall Emmers,14399134,F,8500,Chikadze@Emmers 03/07/2020 07:00PM ET,Emmers,0,0.659003831417625,0,-190,-190,-200,0.655172413793103,0.655172413793103,0.666666666666667,0
F,Alex Oliveira (14399128),Alex Oliveira,14399128,F,8400,Griffin@Oliveira 03/07/2020 08:00PM ET,Oliveira,63.81,0.597831978319783,0,-150,-146,-150,0.6,0.59349593495935,0.6,0
F,Deron Winn (14399138),Deron Winn,14399138,F,8300,Meerschaert@Winn 03/07/2020 08:00PM ET,Winn,83.5,0.576655314666723,0,-143,-136,-130,0.588477366255144,0.576271186440678,0.565217391304348,0
F,Danaa Batgerel (14399122),Danaa Batgerel,14399122,F,8200,Batgerel@Cannetti 03/07/2020 07:00PM ET,Batgerel,42.5,0.572971509652365,0,-137,-126,-140,0.578059071729958,0.557522123893805,0.583333333333333,0
F,Guido Cannetti (14399123),Guido Cannetti,14399123,F,8000,Batgerel@Cannetti 03/07/2020 07:00PM ET,Cannetti,40.3,0.477716727716728,0,110,108,110,0.476190476190476,0.480769230769231,0.476190476190476,0
F,Gerald Meerschaert (14399139),Gerald Meerschaert,14399139,F,7900,Meerschaert@Winn 03/07/2020 08:00PM ET,Meerschaert,69.67,0.47602641401091,0,115,116,100,0.465116279069767,0.462962962962963,0.5,0
F,Max Griffin (14399129),Max Griffin,14399129,F,7800,Griffin@Oliveira 03/07/2020 08:00PM ET,Griffin,62.56,0.455363435014598,0,115,124,120,0.465116279069767,0.446428571428571,0.454545454545455,0
F,Giga Chikadze (14399135),Giga Chikadze,14399135,F,7700,Chikadze@Emmers 03/07/2020 07:00PM ET,Chikadze,72.5,0.38974358974359,0,150,160,160,0.4,0.384615384615385,0.384615384615385,0
F,Neil Magny (14399125),Neil Magny,14399125,F,7600,Li@Magny 03/07/2020 08:00PM ET,Magny,70.68,0.403796357252578,0,145,148,150,0.408163265306122,0.403225806451613,0.4,0
F,Drakkar Klose (14399133),Drakkar Klose,14399133,F,7500,Dariush@Klose 03/07/2020 08:00PM ET,Klose,65.17,0.415056818181818,0,120,156,150,0.454545454545455,0.390625,0.4,0
F,Joanna Jedrzejczyk (14399119),Joanna Jedrzejczyk,14399119,F,7300,Jedrzejczyk@Zhang 03/07/2020 08:00PM ET,Jedrzejczyk,88.27,0.37303891077476,0,160,180,165,0.384615384615385,0.357142857142857,0.377358490566038,0
F,Austin Hubbard (14399137),Austin Hubbard,14399137,F,7200,Hubbard@Madsen 03/07/2020 08:00PM ET,Hubbard,52.25,0.339047990129229,0,195,190,200,0.338983050847458,0.344827586206897,0.333333333333333,0
F,Jose Quinonez (14399141),Jose Quinonez,14399141,F,7100,O'Malley@Quinonez 03/07/2020 08:00PM ET,Quinonez,74.29,0.265497076023392,0,275,280,275,0.266666666666667,0.263157894736842,0.266666666666667,0
F,Yoel Romero (14399131),Yoel Romero,14399131,F,7000,Adesanya@Romero 03/07/2020 08:00PM ET,Romero,79.71,0.324343380927199,0,210,205,210,0.32258064516129,0.327868852459016,0.32258064516129,0
F,Saparbeg Safarov (14399127),Saparbeg Safarov,14399127,F,6900,Safarov@Vieira 03/07/2020 08:00PM ET,Safarov,45.5,0.175856929955291,0,450,510,450,0.181818181818182,0.163934426229508,0.181818181818182,0
