BetUS
20200527,germany,Union Berlin,FSV Mainz 05,-0.5 +140,+0.5 -160,+140,+240,+200,2.5,-130,+110
20200527,germany,FC Augsburg,Paderborn,-0.5 -110,+0.5 -110,-110,+280,+290,3,+100,-120
20200527,germany,Hoffenheim,FC Koln,0 -110,0 -110,+160,+265,+160,3,-130,+110
20200527,germany,Fortuna Dusseldorf,Schalke 04,0 -115,0 -105,+160,+235,+175,2.5,+105,-125
20200527,costaRica,Universitarios,Herediano,+0.5 +120,-0.5 -150,+350,+280,-150,2.5,-110,-120
20200527,costaRica,Saprissa,Limon FC,-1.5 -145,+1.5 +115,-450,+525,+875,3.5,+110,-140
20200527,costaRica,Grecia,Alajuelense,+1 +110,-1 -140,+565,+325,-225,3,+105,-135
20200527,costaRica,San Carlos,Santos de Guapiles,-0.5 -160,+0.5 +130,-160,+280,+400,3,-120,-110
