BetUS
20200524,germany,FC Koln,Fortuna Dusseldorf,-0.5 -120,+0.5 +100,-120,+300,+300,3,+110,-130
20200524,germany,FSV Mainz 05,Leipzig,+1 +130,-1 -150,+550,+420,-235,3,-130,+110
20200524,germany,Schalke 04,FC Augsburg,-0.5 +105,+0.5 -125,+105,+255,+260,2.5,-115,-105
20200524,costaRica,Limon FC,Universitarios,-0.5 -110,+0.5 -120,-110,+285,+255,2.5,-140,+110
20200524,costaRica,Herediano,Guadalupe,-1 +105,+1 -135,-180,+350,+400,2.5,-145,+115
20200524,germany2,Holstein Kiel,VfB Stuttgart,+0.5 -145,-0.5 +115,+240,+245,+115,3,-110,-120
20200524,germany2,Hamburg SV,DSC Arminia Bielefeld,-0.5 +110,+0.5 -140,+110,+250,+250,2.5,-120,-110
20200524,germany2,Karlsruher SC,VfL Bochum 1848,0 -125,0 -105,+150,+240,+185,2.5,-140,+110
