EA,20210219,70.000
EA,20210219,75.000
EA,20210219,80.000
EA,20210219,85.000
EA,20210219,90.000
EA,20210219,95.000
EA,20210219,100.000
EA,20210219,105.000
EA,20210219,110.000
EA,20210219,115.000
EA,20210219,120.000
EA,20210219,125.000
EA,20210219,126.000
EA,20210219,127.000
EA,20210219,128.000
EA,20210219,129.000
EA,20210219,130.000
EA,20210219,131.000
EA,20210219,132.000
EA,20210219,133.000
EA,20210219,134.000
EA,20210219,135.000
EA,20210219,136.000
EA,20210219,137.000
EA,20210219,138.000
EA,20210219,139.000
EA,20210219,140.000
EA,20210219,141.000
EA,20210219,142.000
EA,20210219,143.000
EA,20210219,144.000
EA,20210219,145.000
EA,20210219,146.000
EA,20210219,147.000
EA,20210219,148.000
EA,20210219,149.000
EA,20210219,150.000
EA,20210219,152.500
EA,20210219,155.000
EA,20210219,157.500
EA,20210219,160.000
EA,20210219,162.500
EA,20210219,165.000
EA,20210219,170.000
EA,20210219,175.000
EA,20210219,180.000
EA,20210219,185.000
EA,20210219,190.000
EA,20210219,195.000
EA,20210219,200.000
EA,20210226,70.000
EA,20210226,75.000
EA,20210226,80.000
EA,20210226,85.000
EA,20210226,90.000
EA,20210226,95.000
EA,20210226,100.000
EA,20210226,105.000
EA,20210226,110.000
EA,20210226,115.000
EA,20210226,120.000
EA,20210226,125.000
EA,20210226,126.000
EA,20210226,127.000
EA,20210226,128.000
EA,20210226,129.000
EA,20210226,130.000
EA,20210226,131.000
EA,20210226,132.000
EA,20210226,133.000
EA,20210226,134.000
EA,20210226,135.000
EA,20210226,136.000
EA,20210226,137.000
EA,20210226,138.000
EA,20210226,139.000
EA,20210226,140.000
EA,20210226,141.000
EA,20210226,142.000
EA,20210226,143.000
EA,20210226,144.000
EA,20210226,145.000
EA,20210226,146.000
EA,20210226,147.000
EA,20210226,148.000
EA,20210226,149.000
EA,20210226,150.000
EA,20210226,152.500
EA,20210226,155.000
EA,20210226,157.500
EA,20210226,160.000
EA,20210226,162.500
EA,20210226,165.000
EA,20210226,167.500
EA,20210226,170.000
EA,20210226,175.000
EA,20210226,180.000
EA,20210226,185.000
EA,20210226,190.000
EA,20210226,195.000
EA,20210226,200.000
EA,20210226,205.000
EA,20210226,210.000
EA,20210226,215.000
EA,20210305,70.000
EA,20210305,75.000
EA,20210305,80.000
EA,20210305,85.000
EA,20210305,90.000
EA,20210305,95.000
EA,20210305,100.000
EA,20210305,105.000
EA,20210305,110.000
EA,20210305,115.000
EA,20210305,120.000
EA,20210305,125.000
EA,20210305,128.000
EA,20210305,129.000
EA,20210305,130.000
EA,20210305,131.000
EA,20210305,132.000
EA,20210305,133.000
EA,20210305,134.000
EA,20210305,135.000
EA,20210305,136.000
EA,20210305,137.000
EA,20210305,138.000
EA,20210305,139.000
EA,20210305,140.000
EA,20210305,141.000
EA,20210305,142.000
EA,20210305,143.000
EA,20210305,144.000
EA,20210305,145.000
EA,20210305,146.000
EA,20210305,147.000
EA,20210305,148.000
EA,20210305,149.000
EA,20210305,150.000
EA,20210305,152.500
EA,20210305,155.000
EA,20210305,157.500
EA,20210305,160.000
EA,20210305,162.500
EA,20210305,165.000
EA,20210305,167.500
EA,20210305,170.000
EA,20210305,175.000
EA,20210305,180.000
EA,20210305,185.000
EA,20210305,190.000
EA,20210305,195.000
EA,20210305,200.000
EA,20210305,205.000
EA,20210305,210.000
EA,20210305,215.000
EA,20210312,75.000
EA,20210312,80.000
EA,20210312,85.000
EA,20210312,90.000
EA,20210312,95.000
EA,20210312,100.000
EA,20210312,105.000
EA,20210312,110.000
EA,20210312,115.000
EA,20210312,120.000
EA,20210312,125.000
EA,20210312,128.000
EA,20210312,129.000
EA,20210312,130.000
EA,20210312,131.000
EA,20210312,132.000
EA,20210312,133.000
EA,20210312,134.000
EA,20210312,135.000
EA,20210312,136.000
EA,20210312,137.000
EA,20210312,138.000
EA,20210312,139.000
EA,20210312,140.000
EA,20210312,141.000
EA,20210312,142.000
EA,20210312,143.000
EA,20210312,144.000
EA,20210312,145.000
EA,20210312,146.000
EA,20210312,147.000
EA,20210312,148.000
EA,20210312,149.000
EA,20210312,150.000
EA,20210312,152.500
EA,20210312,155.000
EA,20210312,157.500
EA,20210312,160.000
EA,20210312,162.500
EA,20210312,165.000
EA,20210312,167.500
EA,20210312,170.000
EA,20210312,175.000
EA,20210312,180.000
EA,20210312,185.000
