Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RW,David Pastrnak (13699680),David Pastrnak,13699680,W/UTIL,8500,BOS@MON 11/05/2019 07:30PM ET,BOS,21.82
G,Frederik Andersen (13700792),Frederik Andersen,13700792,G,8500,LA@TOR 11/05/2019 07:30PM ET,TOR,13.96
G,Semyon Varlamov (13700793),Semyon Varlamov,13700793,G,8400,OTT@NYI 11/05/2019 07:00PM ET,NYI,16.69
G,Thomas Greiss (13700816),Thomas Greiss,13700816,G,8400,OTT@NYI 11/05/2019 07:00PM ET,NYI,17.64
G,Michael Hutchinson (13700814),Michael Hutchinson,13700814,G,8300,LA@TOR 11/05/2019 07:30PM ET,TOR,8.32
G,John Gibson (13700794),John Gibson,13700794,G,8300,MIN@ANH 11/05/2019 10:00PM ET,ANH,16.66
G,Marc-Andre Fleury (13700815),Marc-Andre Fleury,13700815,G,8200,VGK@CLS 11/05/2019 07:00PM ET,VGK,15.66
C,Auston Matthews (13699344),Auston Matthews,13699344,C/UTIL,8200,LA@TOR 11/05/2019 07:30PM ET,TOR,15.99
G,Connor Hellebuyck (13700795),Connor Hellebuyck,13700795,G,8200,NJ@WPG 11/05/2019 08:00PM ET,WPG,17.9
G,David Rittich (13700796),David Rittich,13700796,G,8100,ARI@CGY 11/05/2019 09:00PM ET,CGY,16.05
G,Ryan Miller (13700817),Ryan Miller,13700817,G,8100,MIN@ANH 11/05/2019 10:00PM ET,ANH,16.24
G,Malcolm Subban (13700798),Malcolm Subban,13700798,G,8000,VGK@CLS 11/05/2019 07:00PM ET,VGK,8.45
G,Garret Sparks (13700818),Garret Sparks,13700818,G,8000,VGK@CLS 11/05/2019 07:00PM ET,VGK,1.4
G,Laurent Brossoit (13700819),Laurent Brossoit,13700819,G,8000,NJ@WPG 11/05/2019 08:00PM ET,WPG,5.8
G,Jacob Markstrom (13700797),Jacob Markstrom,13700797,G,8000,STL@VAN 11/05/2019 10:00PM ET,VAN,15.26
C,Patrice Bergeron (13699346),Patrice Bergeron,13699346,C/UTIL,7900,BOS@MON 11/05/2019 07:30PM ET,BOS,14.52
G,Ben Bishop (13700799),Ben Bishop,13700799,G,7900,COL@DAL 11/05/2019 08:30PM ET,DAL,13.41
G,Cam Talbot (13700820),Cam Talbot,13700820,G,7900,ARI@CGY 11/05/2019 09:00PM ET,CGY,7.78
LW,Brad Marchand (13699682),Brad Marchand,13699682,W/UTIL,7800,BOS@MON 11/05/2019 07:30PM ET,BOS,18.46
G,Carey Price (13700800),Carey Price,13700800,G,7800,BOS@MON 11/05/2019 07:30PM ET,MON,14.99
C,Nathan MacKinnon (13699348),Nathan MacKinnon,13699348,C/UTIL,7800,COL@DAL 11/05/2019 08:30PM ET,COL,16.64
G,Thatcher Demko (13700821),Thatcher Demko,13700821,G,7800,STL@VAN 11/05/2019 10:00PM ET,VAN,17.54
