Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,
F,Maycee Barber (14111525),Maycee Barber,14111525,F,9500,Barber@Modafferi 01/18/2020 06:30PM ET,Barber,105.5,0.904306220095694,0,-1000,-850,-1000,0.909090909090909,0.894736842105263,0.909090909090909
F,Conor McGregor (14111515),Conor McGregor,14111515,F,9400,Cerrone@McGregor 01/18/2020 06:30PM ET,McGregor,96.91,0.761606941627226,0,-335,-300,-325,0.770114942528736,0.75,0.764705882352941
F,Nasrat Haqparast (14111527),Nasrat Haqparast,14111527,F,9300,Dober@Haqparast 01/18/2020 06:30PM ET,Haqparast,77.62,0.776945484810653,0,-345,-350,-350,0.775280898876405,0.777777777777778,0.777777777777778
F,Diego Ferreira (14111517),Diego Ferreira,14111517,F,9000,Ferreira@Pettis 01/18/2020 06:30PM ET,Ferreira,77.83,0.711328976034858,0,-240,-240,-260,0.705882352941176,0.705882352941176,0.722222222222222
F,Holly Holm (14111521),Holly Holm,14111521,F,8900,Holm@Pennington 01/18/2020 06:30PM ET,Holm,51.4,0.582723088189141,0,-137,-142,-140,0.578059071729958,0.586776859504132,0.583333333333333
F,Aleksa Camur (14111531),Aleksa Camur,14111531,F,8800,Camur@Ledet 01/18/2020 06:30PM ET,Camur,0,0.544064498192939,0,-118,-120,-120,0.541284403669725,0.545454545454545,0.545454545454545
F,Askar Askarov (14111537),Askar Askarov,14111537,F,8700,Askarov@Elliott 01/18/2020 06:30PM ET,Askarov,52,0.597831978319783,0,-150,-146,-150,0.6,0.59349593495935,0.6
F,Ode Osbourne (14111539),Ode Osbourne,14111539,F,8600,Kelleher@Osbourne 01/18/2020 06:30PM ET,Osbourne,0,0.6,0,-150,-150,-150,0.6,0.6,0.6
F,Sodiq Yusuff (14111523),Sodiq Yusuff,14111523,F,8500,Fili@Yusuff 01/18/2020 06:30PM ET,Yusuff,99.33,0.582850241545894,0,-150,-130,-140,0.6,0.565217391304348,0.583333333333333
F,Maurice Greene (14111529),Maurice Greene,14111529,F,8400,Greene@Oleinik 01/18/2020 06:30PM ET,Greene,74.5,0.576266114425673,0,-137,-136,-135,0.578059071729958,0.576271186440678,0.574468085106383
F,JJ Aldrich (14111536),JJ Aldrich,14111536,F,8200,Aldrich@Mazo 01/18/2020 06:30PM ET,Aldrich,50,0.524418783845291,0,-106,-110,-115,0.514563106796116,0.523809523809524,0.534883720930232
F,Sabina Mazo (14111535),Sabina Mazo,14111535,F,8000,Aldrich@Mazo 01/18/2020 06:30PM ET,Mazo,72.5,0.53332588280316,0,-118,-110,-115,0.541284403669725,0.523809523809524,0.534883720930232
F,Aleksei Oleinik (14111530),Aleksei Oleinik,14111530,F,7800,Greene@Oleinik 01/18/2020 06:30PM ET,Oleinik,70.85,0.47565277240074,0,110,116,105,0.476190476190476,0.462962962962963,0.487804878048781
F,Andre Fili (14111524),Andre Fili,14111524,F,7700,Fili@Yusuff 01/18/2020 06:30PM ET,Fili,68.77,0.467478014647826,0,120,112,110,0.454545454545455,0.471698113207547,0.476190476190476
F,Brian Kelleher (14111540),Brian Kelleher,14111540,F,7600,Kelleher@Osbourne 01/18/2020 06:30PM ET,Kelleher,54.92,0.44922913343966,0,120,128,120,0.454545454545455,0.43859649122807,0.454545454545455
F,Tim Elliott (14111538),Tim Elliott,14111538,F,7500,Askarov@Elliott 01/18/2020 06:30PM ET,Elliott,66,0.451839826839827,0,120,124,120,0.454545454545455,0.446428571428571,0.454545454545455
F,Justin Ledet (14111532),Justin Ledet,14111532,F,7400,Camur@Ledet 01/18/2020 06:30PM ET,Ledet,48,0.511140711852045,0,-106,102,-110,0.514563106796116,0.495049504950495,0.523809523809524
F,Raquel Pennington (14111522),Raquel Pennington,14111522,F,7300,Holm@Pennington 01/18/2020 06:30PM ET,Pennington,60.09,0.471781305114638,0,110,116,110,0.476190476190476,0.462962962962963,0.476190476190476
F,Anthony Pettis (14111518),Anthony Pettis,14111518,F,7200,Ferreira@Pettis 01/18/2020 06:30PM ET,Pettis,63.18,0.338708675118071,0,188,198,200,0.347222222222222,0.335570469798658,0.333333333333333
F,Drew Dober (14111528),Drew Dober,14111528,F,6900,Dober@Haqparast 01/18/2020 06:30PM ET,Dober,61.54,0.275549986076302,0,260,280,250,0.277777777777778,0.263157894736842,0.285714285714286
F,Donald Cerrone (14111516),Donald Cerrone,14111516,F,6800,Cerrone@McGregor 01/18/2020 06:30PM ET,Cerrone,79.38,0.28725016576679,0,260,240,245,0.277777777777778,0.294117647058823,0.289855072463768
F,Roxanne Modafferi (14111526),Roxanne Modafferi,14111526,F,6700,Barber@Modafferi 01/18/2020 06:30PM ET,Modafferi,57.58,0.143547273982057,0,600,590,600,0.142857142857143,0.144927536231884,0.142857142857143
