Nick Chubb,+450,+450,-162
Joe Mixon,+700,+700,+105
Kareem Hunt,+900,+900,+150
Odell Beckham Jr,+900,+900,+150
Jarvis Landry,+1100,+1100,+200
Austin Hooper,+1300,+1300,+225
A.J. Green,+1300,+1300,+240
Tyler Boyd,+1600,+1600,+300
Joe Burrow,+2200,+2200,+425
Any Other Cleveland Browns Player,+2200,+2200,+425
John Ross,+2500,+2500,+500
Giovani Bernard,+2500,+2500,+450
CJ Uzomah,+2500,+2500,+500
Baker Mayfield,+2800,+2800,+525
Harrison Bryant,+3000,+3000,+600
Any Other Cincinnati Bengals Player,+3300,+3300,+600
KhaDarel Hodge,+3500,+3500,+700
Tee Higgins,+4000,+4000,+750
Mike Thomas,+6600,+6600,+1300
Rashard Higgins,+8000,+8000,+1600
Auden Tate,+8000,+8000,+1600
Drew Sample,+8000,+8000,+1600
JoJo Natson,+10000,+10000,+2200
Donovan Peoples-Jones,+10000,+10000,+2200
D'Ernest Johnson,+10000,+10000,+2200
Stephen Carlson,+10000,+10000,+2200
Andy Janovich,+10000,+10000,+2200
Trayveon Williams,+10000,+10000,+2200
Cethan Carter,+10000,+10000,+2200
Samaje Perine,+10000,+10000,+2200
Alex Erickson,+10000,+10000,+2200
