name,salary,team,position,versus,ceiling,ceil/$,floor,fl/$,projected,proj/$,in/out,,"=sumif(l2:l400,""=1"",b2:b400)",=max(m2:n400)
James Harden,11400,HOU,SG,DEN,697872,61216,427727,37520,562800,49368,1
Joel Embiid,10500,PHI,C,WAS,626944,59709,352656,33586,489799,46647,0,=(h3-$h$7)/(b3-$b$7)
Chris Paul,8900,HOU,PG,DEN,608000,68314,342000,38427,475000,53370,1
Nikola Jokic,9700,DEN,C,HOU,630287,64978,317513,32733,473900,48855,0,=(h5-$h$7)/(b5-$b$7)
Bradley Beal,8900,WAS,SG,PHI,563255,63287,283745,31881,423500,47584,0,=(h6-$h$9)/(b6-$b$9)
Clint Capela,7700,HOU,C,DEN,512768,66593,288432,37458,400600,52026,1
Otto Porter,7500,WAS,SF,PHI,477342,63645,214457,28594,345900,46120,1
Gary Harris,6000,DEN,SG,HOU,379647,63274,213552,35592,296600,49433,1
Tomas Satoransky ,6700,WAS,PG,PHI,468765,69964,99435,14841,284100,42403,0,=(h10-$h$20)/(b10-$b$20)
Will Barton,7600,DEN,SG,HOU,377746,49703,186054,24480,281900,37092,0
Jamal Murray,6800,DEN,PG,HOU,398076,58540,143524,21106,270800,39823,0,=(h12-$h$20)/(b12-$b$20)
Dario Saric,6500,PHI,PF,WAS,343406,52831,172994,26614,258200,39723,1
Robert Covington,5200,PHI,SF,WAS,335064,64435,150536,28949,242800,46692,1
Wilson Chandler,6000,DEN,SF,HOU,353975,58996,127624,21270,240799,40133,0
Marcin Gortat,4700,WAS,C,PHI,323453,68819,141947,30201,232700,49510,0
J.J. Redick,5000,PHI,SG,WAS,287360,57472,161640,32328,224500,44900,0
Kelly Oubre,5100,WAS,SF,PHI,284480,55780,121920,23905,203200,39843,0
Trey Lyles,4600,DEN,PF,HOU,303963,66078,98637,21442,201300,43760,1
T.J. McConnell,4200,PHI,PG,WAS,303795,72332,83204,19810,193500,46071,1
Eric Gordon,4500,HOU,SG,DEN,239292,53176,107508,23890,173400,38533,0
Trevor Ariza,4400,HOU,SF,DEN,221130,50256,106470,24197,163800,37227,0
Marco Belinelli,3600,PHI,SG,WAS,223088,61968,82512,22919,152800,42444,0
P.J. Tucker,3900,HOU,SF,DEN,208083,53354,91317,23414,149700,38384,0
Nene ,3500,HOU,C,DEN,210094,60026,77706,22201,143900,41114,0
Devin Harris,3800,DEN,SG,HOU,185128,48717,68472,18018,126800,33368,0
Ryan Anderson,3800,HOU,PF,DEN,173952,45776,67648,17802,120800,31789,0
Trevor Booker,3500,PHI,PF,WAS,191595,54741,49405,14115,120500,34428,0
Mike Scott,3500,WAS,PF,PHI,183359,52388,45839,13097,114600,32742,0
Tim Frazier,3500,WAS,PG,PHI,161000,46000,39000,11142,100000,28571,0
Luc Richard Mbah a Moute,3800,HOU,PF,DEN,145564,38306,47236,12430,96400,25368,0
Ian Mahinmi,3900,WAS,C,PHI,158364,40606,32435,8316,95399,24461,0
Richaun Holmes,5100,PHI,C,WAS,151635,29732,32165,6306,91900,18019,0
Joe Johnson,3600,HOU,SF,DEN,108900,30250,36300,10083,72600,20166,0
Jodie Meeks,3500,WAS,SG,PHI,91840,26240,20160,5760,56000,16000,0
Malik Beasley,3500,DEN,SG,HOU,72360,20674,8040,2297,40199,11485,0
Amir Johnson,3500,PHI,PF,WAS,39411,11260,12789,3654,26100,7457,0
