Karl-Anthony Towns,10100,MIN,C,UTA,588645,58281,338355,33500,463500,45891,0
Lou Williams,8000,LAC,SG,NYK,529040,66130,248960,31120,389000,48625,1
Rudy Gobert,7900,UTA,C,MIN,481425,60939,253575,32098,367500,46519,0
Donovan Mitchell,7700,UTA,SG,MIN,494088,64167,232512,30196,363300,47181,0
Jeff Teague,7500,MIN,PG,UTA,458584,61144,231016,30802,344799,45973,0
Tobias Harris,7500,LAC,PF,NYK,428796,57172,236004,31467,332400,44320,0
Andrew Wiggins,6500,MIN,SG,UTA,422991,65075,232809,35816,327900,50446,1
DeAndre Jordan,7700,LAC,C,NYK,393900,51155,212100,27545,303000,39350,0
Trey Burke,5400,NYK,PG,LAC,516860,95714,84140,15581,300500,55648,1
Tim Hardaway Jr.,6100,NYK,SG,LAC,427894,70146,162305,26607,295100,48377,0
Michael Beasley,5500,NYK,SF,LAC,452196,82217,120204,21855,286200,52036,1
Enes Kanter,6000,NYK,C,LAC,377209,62868,185790,30964,281500,46916,1
Montrezl Harrell,4800,LAC,PF,NYK,424688,88476,134112,27940,279400,58208,1
Ricky Rubio,6500,UTA,PG,MIN,378914,58294,166286,25582,272600,41938,0
Austin Rivers,6000,LAC,PG,NYK,355185,59197,171015,28502,263100,43850,0
Nemanja Bjelica,5300,MIN,SF,UTA,426734,80515,96866,18276,261800,49396,1
Taj Gibson,6000,MIN,PF,UTA,348061,58010,175339,29223,261700,43616,0
Derrick Favors,5300,UTA,PF,MIN,345576,65203,162624,30683,254100,47943,1
Emmanuel Mudiay,5100,NYK,PG,LAC,408778,80152,99021,19415,253900,49784,0
Joe Ingles,6200,UTA,SF,MIN,327764,52865,161436,26038,244600,39451,0
Milos Teodosic,4300,LAC,PG,NYK,293760,68316,141440,32893,217600,50604,1
Jae Crowder,4500,UTA,PF,MIN,299585,66574,119415,26536,209500,46555,0
Kyle O'Quinn,4600,NYK,C,LAC,311559,67730,106641,23182,209100,45456,0
Jamal Crawford,4400,MIN,SG,UTA,275514,62616,115286,26201,195400,44409,0
Gorgui Dieng,4000,MIN,PF,UTA,279150,69787,93050,23262,186100,46525,0
Frank Ntilikina,3700,NYK,PG,LAC,276146,74634,50654,13690,163400,44162,0
C.J. Williams,3500,LAC,SG,NYK,219261,62646,56539,16154,137900,39400,0
Royce O'Neale,3600,UTA,SF,MIN,223200,62000,24800,6888,124000,34444,0
Tyus Jones,3500,MIN,PG,UTA,207816,59376,39584,11309,123699,35342,0
Courtney Lee,3500,NYK,SG,LAC,159252,45500,71548,20442,115399,32971,0
Lance Thomas,3500,NYK,SF,LAC,172018,49147,51382,14680,111700,31914,0
Jonas Jerebko,3500,UTA,PF,MIN,138672,39620,32528,9293,85600,24457,0
Wesley Johnson,3500,LAC,SF,NYK,134355,38387,34645,9898,84500,24142,0
Alec Burks,3500,UTA,SG,MIN,136416,38976,25984,7423,81199,23200,0
Raulzinho Neto,4000,UTA,PG,MIN,122230,30557,21570,5392,71900,17975,0
Troy Williams,3600,NYK,SF,LAC,98560,27377,24640,6844,61600,17111,0
Sam Dekker,3500,LAC,SF,NYK,88644,25326,18156,5187,53400,15257,0
Damyean Dotson,3500,NYK,SG,LAC,92520,26434,10280,2937,51400,14685,0
Sindarius Thornwell,3500,LAC,PG,NYK,86672,24763,13527,3864,50100,14314,0
