name,salary,team,position,versus,ceiling,ceil/$,floor,fl/$,projected,proj/$,in/out,,"=sumif(l2:l400,""=1"",b2:b400)",=max(m2:n400)
Kevin Durant,10100,GSW,SF,CHI,665828,65923,225448,22321,457299,45277,0,=(h2-$h$58)/(b2-$b$58)
Stephen Curry,10200,GSW,PG,CHI,746453,73181,287616,28197,449400,44058,0,=(h3-$h$23)/(b3-$b$23)
Ben Simmons,9300,PHI,PG,ATL,612166,65824,173930,18702,426300,45838,0,=(h4-$h$23)/(b4-$b$23)
Domantas Sabonis,7700,IND,PF,NYK,788505,102403,361839,46992,423700,55026,1
Kemba Walker,8500,CHA,PG,POR,678212,79789,235060,27654,402500,47352,0,=(h6-$h$23)/(b6-$b$23)
Victor Oladipo,8500,IND,SG,NYK,630128,74132,306440,36051,401100,47188,0,=(h7-$h$25)/(b7-$b$25)
Jimmy Butler,8000,PHI,SG,ATL,578201,72275,199338,24917,396300,49537,0,=(h8-$h$25)/(b8-$b$25)
Khris Middleton,7200,MIL,SG,WAS,563775,78302,267821,37197,375100,52097,0,=(h9-$h$25)/(b9-$b$25)
Draymond Green,7400,GSW,PF,CHI,523884,70795,187559,25345,355900,48094,0,=(h10-$h$47)/(b10-$b$47)
Malcolm Brogdon,6100,MIL,SG,WAS,588073,96405,249631,40923,342900,56213,1
Eric Bledsoe,6700,MIL,PG,WAS,642276,95862,205884,30729,342000,51044,1
D'Angelo Russell,7500,BKN,SG,TOR,508389,67785,196937,26258,337800,45039,0,=(h13-$h$25)/(b13-$b$25)
Kyle Kuzma,7300,LAL,PF,UTA,469141,64265,162043,22197,326700,44753,0,=(h14-$h$47)/(b14-$b$47)
Lauri Markkanen,6800,CHI,PF,GSW,536415,78884,228870,33657,325100,47808,0,=(h15-$h$47)/(b15-$b$47)
Kris Dunn,7100,CHI,PG,GSW,502153,70725,154608,21775,322100,45366,0,=(h16-$h$23)/(b16-$b$23)
Zach LaVine,6900,CHI,SG,GSW,462448,67021,165943,24049,313100,45376,0,=(h17-$h$25)/(b17-$b$25)
Noah Vonleh,6300,NYK,PF,IND,520255,82580,171761,27263,310600,49301,0,=(h18-$h$47)/(b18-$b$47)
Tristan Thompson,6200,CLE,C,HOU,509292,82143,201549,32508,309600,49935,0,=(h19-$h$41)/(b19-$b$41)
Klay Thompson,7900,GSW,SG,CHI,460543,58296,172816,21875,301600,38177,0,=(h20-$h$25)/(b20-$b$25)
Brandon Ingram,7000,LAL,SF,UTA,439030,62718,178196,25456,300500,42928,0,=(h21-$h$58)/(b21-$b$58)
Thaddeus Young,6000,IND,PF,NYK,454104,75684,174518,29086,296800,49466,0,=(h22-$h$47)/(b22-$b$47)
Emmanuel Mudiay,6000,NYK,PG,IND,491147,81857,177048,29508,294100,49016,1
Lonzo Ball,7100,LAL,PG,UTA,414086,58322,151715,21368,291200,41014,0
Tim Hardaway Jr.,5400,NYK,SG,IND,481107,89094,164680,30496,287400,53222,1
Jeremy Lamb,5700,CHA,SG,POR,451187,79155,181759,31887,279200,48982,0
JaVale McGee,6000,LAL,C,UTA,430437,71739,155458,25909,278600,46433,0,=(h27-$h$41)/(b27-$b$41)
Marvin Williams,5500,CHA,PF,POR,490767,89230,216057,39283,272800,49600,0,=(h28-$h$47)/(b28-$b$47)
Josh Hart,5500,LAL,SG,UTA,413694,75217,151449,27536,265700,48309,0
Spencer Dinwiddie,5900,BKN,PG,TOR,432396,73287,198782,33691,261900,44389,0
Wendell Carter,6200,CHI,PF,GSW,365120,58890,85542,13797,260799,42064,0,=(h31-$h$47)/(b31-$b$47)
Kevin Knox,5000,NYK,PF,IND,358540,71708,51732,10346,256100,51220,0,=(h32-$h$47)/(b32-$b$47)
Jarrett Allen,6000,BKN,C,TOR,475437,79239,157203,26200,255200,42533,0,=(h33-$h$41)/(b33-$b$41)
Brook Lopez,5800,MIL,C,WAS,400702,69086,157657,27182,247500,42672,0,=(h34-$h$41)/(b34-$b$41)
J.J. Redick,5700,PHI,SG,ATL,397358,69711,152830,26812,246500,43245,0
Bobby Portis,5400,CHI,PF,GSW,484557,89733,220099,40759,242399,44888,0,=(h36-$h$47)/(b36-$b$47)
Bojan Bogdanovic,5800,IND,SF,NYK,389369,67132,163540,28196,240500,41465,0,=(h37-$h$58)/(b37-$b$58)
Jordan Clarkson,6000,CLE,SG,HOU,408151,68025,162145,27024,232300,38716,0
Luke Kornet,4800,NYK,PF,IND,395753,82448,145984,30413,228100,47520,0,=(h39-$h$47)/(b39-$b$47)
Willy Hernangomez,4900,CHA,C,POR,429504,87653,186789,38120,223700,45653,0,=(h40-$h$41)/(b40-$b$41)
Mike Muscala,3700,PHI,C,ATL,402633,108820,185219,50059,220500,59594,1
Cedi Osman,4500,CLE,SF,HOU,317680,70595,121000,26888,220000,48888,1
Kevon Looney,4700,GSW,C,CHI,361185,76847,133966,28503,218900,46574,0
Kyle O'Quinn,4400,IND,C,NYK,437181,99359,182177,41403,218700,49704,0
Nicolas Batum,5300,CHA,SF,POR,373635,70497,143554,27085,218500,41226,0,=(h45-$h$58)/(b45-$b$58)
Alec Burks,4800,CLE,SG,HOU,427211,89002,217300,45270,217300,45270,0
Ersan Ilyasova,3700,MIL,PF,WAS,394218,106545,185706,50190,217200,58702,1
Darren Collison,5600,IND,PG,NYK,343569,61351,121464,21690,216900,38732,0
