Entry ID,Contest Name,Contest ID,Entry Fee,F,F,F,F,F,F,,Instructions,,,,,,,,
1677617161,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Raphael Pessoa (13617256),Ashley Yoder (13617250),Rafael Fiziev (13617245),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617162,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Raphael Pessoa (13617256),Frank Camacho (13617252),Sergei Pavlovich (13617241),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617163,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Ashley Yoder (13617250),Beneil Dariush (13617251),Ben Askren (13617235),Jeff Hughes (13617255),Ciryl Gane (13617239),,,,,,,,,,
1677617164,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Enrique Barzola (13617248),Randa Markos (13617249),Beneil Dariush (13617251),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617165,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Enrique Barzola (13617248),Laureano Staropoli (13617254),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617166,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Raphael Pessoa (13617256),Enrique Barzola (13617248),Ashley Yoder (13617250),Ben Askren (13617235),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617167,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Alex White (13617246),Raphael Pessoa (13617256),Movsar Evloev (13617247),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617168,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Demian Maia (13617236),Randa Markos (13617249),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1681522302,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Demian Maia (13617236),Randa Markos (13617249),Movsar Evloev (13617247),Jeff Hughes (13617255),Michael Johnson (13617237),,,,,,,,,,
1681530922,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Demian Maia (13617236),Frank Camacho (13617252),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1681531029,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Stevie Ray (13617238),Maurice Greene (13617242),Enrique Barzola (13617248),Jeff Hughes (13617255),Rafael Fiziev (13617245),Ciryl Gane (13617239),,,,,,,,,,
1681531030,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Don'Tale Mayes (13617240),Maurice Greene (13617242),Laureano Staropoli (13617254),Jeff Hughes (13617255),Rafael Fiziev (13617245),Michael Johnson (13617237),,,,,,,,,,
1681531031,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Maurice Greene (13617242),Loma Lookboonmee (13617243),Randa Markos (13617249),Ben Askren (13617235),Muslim Salikhov (13617253),Ciryl Gane (13617239),,,,,,,,,,
1681531032,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Raphael Pessoa (13617256),Randa Markos (13617249),Ben Askren (13617235),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1681531033,MMA $10K mini-MAX [150 Max Entry],78891379,$1,Alex White (13617246),Randa Markos (13617249),Beneil Dariush (13617251),Ben Askren (13617235),Movsar Evloev (13617247),Jeff Hughes (13617255),,,,,,,,,,
1677617169,MMA $10K Sprawl [20 Entry Max],78891380,$4,Stevie Ray (13617238),Demian Maia (13617236),Frank Camacho (13617252),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617170,MMA $10K Sprawl [20 Entry Max],78891380,$4,Demian Maia (13617236),Loma Lookboonmee (13617243),Randa Markos (13617249),Beneil Dariush (13617251),Muslim Salikhov (13617253),Jeff Hughes (13617255),,,,,,,,,,
1677617171,MMA $10K Sprawl [20 Entry Max],78891380,$4,Raphael Pessoa (13617256),Frank Camacho (13617252),Randa Markos (13617249),Ben Askren (13617235),Movsar Evloev (13617247),Michael Johnson (13617237),,,,,,,,,,
1677617172,MMA $10K Sprawl [20 Entry Max],78891380,$4,Stevie Ray (13617238),Raphael Pessoa (13617256),Enrique Barzola (13617248),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617173,MMA $10K Sprawl [20 Entry Max],78891380,$4,Don'Tale Mayes (13617240),Randa Markos (13617249),Beneil Dariush (13617251),Ben Askren (13617235),Jeff Hughes (13617255),Sergei Pavlovich (13617241),,,,,,,,,,
1677617174,MMA $10K Sprawl [20 Entry Max],78891380,$4,Stevie Ray (13617238),Raphael Pessoa (13617256),Frank Camacho (13617252),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617175,MMA $10K Sprawl [20 Entry Max],78891380,$4,Don'Tale Mayes (13617240),Demian Maia (13617236),Randa Markos (13617249),Jeff Hughes (13617255),Rafael Fiziev (13617245),Michael Johnson (13617237),,,,,,,,,,
1677617176,MMA $10K Sprawl [20 Entry Max],78891380,$4,Maurice Greene (13617242),Laureano Staropoli (13617254),Demian Maia (13617236),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617177,MMA $10K Sprawl [20 Entry Max],78891380,$4,Maurice Greene (13617242),Alex White (13617246),Demian Maia (13617236),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617178,MMA $10K Sprawl [20 Entry Max],78891380,$4,Raphael Pessoa (13617256),Laureano Staropoli (13617254),Ashley Yoder (13617250),Ben Askren (13617235),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617179,MMA $10K Sprawl [20 Entry Max],78891380,$4,Stevie Ray (13617238),Don'Tale Mayes (13617240),Movsar Evloev (13617247),Jeff Hughes (13617255),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),,,,,,,,,,
1677617180,MMA $10K Sprawl [20 Entry Max],78891380,$4,Stevie Ray (13617238),Enrique Barzola (13617248),Ben Askren (13617235),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617181,MMA $10K Sprawl [20 Entry Max],78891380,$4,Don'Tale Mayes (13617240),Raphael Pessoa (13617256),Frank Camacho (13617252),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617182,MMA $10K Sprawl [20 Entry Max],78891380,$4,Stevie Ray (13617238),Alex White (13617246),Demian Maia (13617236),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617183,MMA $10K Sprawl [20 Entry Max],78891380,$4,Maurice Greene (13617242),Raphael Pessoa (13617256),Frank Camacho (13617252),Rafael Fiziev (13617245),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617184,MMA $10K Sprawl [20 Entry Max],78891380,$4,Stevie Ray (13617238),Enrique Barzola (13617248),Ashley Yoder (13617250),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617185,MMA $10K Sprawl [20 Entry Max],78891380,$4,Maurice Greene (13617242),Raphael Pessoa (13617256),Laureano Staropoli (13617254),Rafael Fiziev (13617245),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617186,MMA $10K Sprawl [20 Entry Max],78891380,$4,Stevie Ray (13617238),Laureano Staropoli (13617254),Demian Maia (13617236),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617187,MMA $10K Sprawl [20 Entry Max],78891380,$4,Don'Tale Mayes (13617240),Alex White (13617246),Frank Camacho (13617252),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617188,MMA $10K Sprawl [20 Entry Max],78891380,$4,Don'Tale Mayes (13617240),Raphael Pessoa (13617256),Randa Markos (13617249),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617189,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Don'Tale Mayes (13617240),Maurice Greene (13617242),Alex White (13617246),Movsar Evloev (13617247),Jeff Hughes (13617255),Michael Johnson (13617237),,,,,,,,,,
1677617190,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Maurice Greene (13617242),Raphael Pessoa (13617256),Movsar Evloev (13617247),Rafael Fiziev (13617245),Ciryl Gane (13617239),,,,,,,,,,
1677617191,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Raphael Pessoa (13617256),Laureano Staropoli (13617254),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617192,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Enrique Barzola (13617248),Demian Maia (13617236),Ashley Yoder (13617250),Beneil Dariush (13617251),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617193,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Don'Tale Mayes (13617240),Laureano Staropoli (13617254),Ashley Yoder (13617250),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617194,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Maurice Greene (13617242),Frank Camacho (13617252),Randa Markos (13617249),Ben Askren (13617235),Jeff Hughes (13617255),Michael Johnson (13617237),,,,,,,,,,
1677617195,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Maurice Greene (13617242),Frank Camacho (13617252),Jeff Hughes (13617255),Rafael Fiziev (13617245),Ciryl Gane (13617239),,,,,,,,,,
1677617196,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Enrique Barzola (13617248),Laureano Staropoli (13617254),Demian Maia (13617236),Randa Markos (13617249),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617197,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Raphael Pessoa (13617256),Laureano Staropoli (13617254),Randa Markos (13617249),Ben Askren (13617235),Rafael Fiziev (13617245),Michael Johnson (13617237),,,,,,,,,,
1677617198,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Maurice Greene (13617242),Enrique Barzola (13617248),Laureano Staropoli (13617254),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617199,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Maurice Greene (13617242),Enrique Barzola (13617248),Frank Camacho (13617252),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617200,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Maurice Greene (13617242),Enrique Barzola (13617248),Demian Maia (13617236),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617201,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Demian Maia (13617236),Ashley Yoder (13617250),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617202,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Maurice Greene (13617242),Raphael Pessoa (13617256),Demian Maia (13617236),Rafael Fiziev (13617245),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617203,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Raphael Pessoa (13617256),Ashley Yoder (13617250),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617204,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Maurice Greene (13617242),Raphael Pessoa (13617256),Randa Markos (13617249),Ben Askren (13617235),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617205,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Alex White (13617246),Enrique Barzola (13617248),Ashley Yoder (13617250),Jeff Hughes (13617255),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617206,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Raphael Pessoa (13617256),Demian Maia (13617236),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617207,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Demian Maia (13617236),Frank Camacho (13617252),Ashley Yoder (13617250),Muslim Salikhov (13617253),Jeff Hughes (13617255),Ciryl Gane (13617239),,,,,,,,,,
1677617208,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Alex White (13617246),Frank Camacho (13617252),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617209,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Don'Tale Mayes (13617240),Maurice Greene (13617242),Movsar Evloev (13617247),Jeff Hughes (13617255),Rafael Fiziev (13617245),,,,,,,,,,
1677617210,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Don'Tale Mayes (13617240),Alex White (13617246),Ben Askren (13617235),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617211,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Don'Tale Mayes (13617240),Frank Camacho (13617252),Jeff Hughes (13617255),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),,,,,,,,,,
1677617212,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Maurice Greene (13617242),Alex White (13617246),Movsar Evloev (13617247),Jeff Hughes (13617255),Ciryl Gane (13617239),,,,,,,,,,
1677617213,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Don'Tale Mayes (13617240),Raphael Pessoa (13617256),Laureano Staropoli (13617254),Rafael Fiziev (13617245),Sergei Pavlovich (13617241),Michael Johnson (13617237),,,,,,,,,,
1677617214,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Don'Tale Mayes (13617240),Maurice Greene (13617242),Frank Camacho (13617252),Jeff Hughes (13617255),Rafael Fiziev (13617245),Michael Johnson (13617237),,,,,,,,,,
1677617215,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Maurice Greene (13617242),Frank Camacho (13617252),Ashley Yoder (13617250),Ben Askren (13617235),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617216,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Laureano Staropoli (13617254),Demian Maia (13617236),Randa Markos (13617249),Beneil Dariush (13617251),Jeff Hughes (13617255),Ciryl Gane (13617239),,,,,,,,,,
1677617217,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Stevie Ray (13617238),Laureano Staropoli (13617254),Frank Camacho (13617252),Jeff Hughes (13617255),Sergei Pavlovich (13617241),Ciryl Gane (13617239),,,,,,,,,,
1677617218,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Enrique Barzola (13617248),Ashley Yoder (13617250),Beneil Dariush (13617251),Ben Askren (13617235),Jeff Hughes (13617255),Rafael Fiziev (13617245),,,,,,,,,,
1677617219,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Enrique Barzola (13617248),Loma Lookboonmee (13617243),Randa Markos (13617249),Ben Askren (13617235),Muslim Salikhov (13617253),Jeff Hughes (13617255),,,,,,,,,,
1677617220,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Enrique Barzola (13617248),Demian Maia (13617236),Frank Camacho (13617252),Randa Markos (13617249),Ciryl Gane (13617239),Michael Johnson (13617237),,,,,,,,,,
1677617221,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Raphael Pessoa (13617256),Demian Maia (13617236),Randa Markos (13617249),Beneil Dariush (13617251),Rafael Fiziev (13617245),Michael Johnson (13617237),,,,,,,,,,
1677617222,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Demian Maia (13617236),Ashley Yoder (13617250),Loma Lookboonmee (13617243),Beneil Dariush (13617251),Muslim Salikhov (13617253),Ciryl Gane (13617239),,,,,,,,,,
1677617223,MMA $5K Arm Bar [$1K to 1st],78950336,$5,Laureano Staropoli (13617254),Ashley Yoder (13617250),Beneil Dariush (13617251),Ben Askren (13617235),Movsar Evloev (13617247),Jeff Hughes (13617255),,,,,,,,,,
