Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,
40757-8718,W,Alex,Alex Ovechkin,Ovechkin,19.847826086956523,23,8900,WSH@NYR,WSH,NYR,,,,,
40757-62493,W,Artemi,Artemi Panarin,Panarin,17.63333299424913,18,8400,WSH@NYR,NYR,WSH,,,,,
40757-52475,C,Evgeny,Evgeny Kuznetsov,Kuznetsov,14.910000610351563,20,7900,WSH@NYR,WSH,NYR,,,,,
40757-9015,D,John,John Carlson,Carlson,21.317390773607336,23,7500,WSH@NYR,WSH,NYR,,,,,
40757-15306,W,Brendan,Brendan Gallagher,Gallagher,14.514285132998513,21,7400,OTT@MON,MON,OTT,,,,,
40757-14565,C,Mika,Mika Zibanejad,Zibanejad,18.08888922797309,9,7100,WSH@NYR,NYR,WSH,O,Upper body,,,
40757-8635,W,T.J.,T.J. Oshie,Oshie,11.704348356827445,23,6900,WSH@NYR,WSH,NYR,,,,,
40757-9321,W,Tomas,Tomas Tatar,Tatar,13.542856852213541,21,6500,OTT@MON,MON,OTT,,,,,
40757-8467,D,Shea,Shea Weber,Weber,15.052381243024554,21,6100,OTT@MON,MON,OTT,,,,,
40757-41592,C,Max,Max Domi,Domi,9.895238240559896,21,5900,OTT@MON,MON,OTT,,,,,
40757-58985,W,Jakub,Jakub Vrana,Vrana,12.934782608695652,23,5700,WSH@NYR,WSH,NYR,,,,,
40757-66759,D,Thomas,Thomas Chabot,Chabot,11.157143002464657,21,5600,OTT@MON,OTT,MON,,,,,
40757-15386,C,Ryan,Ryan Strome,Strome,12.672222561306423,18,5500,WSH@NYR,NYR,WSH,,,,,
40757-70513,W,Pavel,Pavel Buchnevich,Buchnevich,10.244444105360243,18,5500,WSH@NYR,NYR,WSH,,,,,
40757-21927,W,Chris,Chris Kreider,Kreider,10.172222561306423,18,5500,WSH@NYR,NYR,WSH,,,,,
40757-111471,W,Kaapo,Kaapo Kakko,Kakko,8.625,16,5400,WSH@NYR,NYR,WSH,,,,,
40757-97147,W,Brady,Brady Tkachuk,Tkachuk,12.457143147786459,21,5300,OTT@MON,OTT,MON,,,,,
40757-15277,C,Phillip,Phillip Danault,Danault,10.285714285714286,21,5300,OTT@MON,MON,OTT,,,,,
40757-15287,C,Jean-Gabriel,Jean-Gabriel Pageau,Pageau,13.828571137927828,21,5300,OTT@MON,OTT,MON,,,,,
40757-23226,W,Tom,Tom Wilson,Wilson,13.404347295346467,23,4900,WSH@NYR,WSH,NYR,,,,,
40757-58928,D,Tony,Tony DeAngelo,DeAngelo,12.61111111111111,18,4700,WSH@NYR,NYR,WSH,,,,,
40757-82087,C,Filip,Filip Chytil,Chytil,13.333333333333334,9,4600,WSH@NYR,NYR,WSH,,,,,
40757-79898,C,Colin,Colin White,White,5.371428353445871,14,4500,OTT@MON,OTT,MON,,,,,
40757-9990,C,Lars,Lars Eller,Eller,9.626086691151494,23,4400,WSH@NYR,WSH,NYR,,,,,
40757-39245,D,Jacob,Jacob Trouba,Trouba,11.616667005750868,18,4400,WSH@NYR,NYR,WSH,,,,,
40757-43120,W,Anthony,Anthony Duclair,Duclair,11.895238240559896,21,4400,OTT@MON,OTT,MON,,,,,
40757-15313,W,Vladislav,Vladislav Namestnikov,Namestnikov,10.142857142857142,21,4400,OTT@MON,OTT,MON,,,,,
40757-43022,W,Connor,Connor Brown,Brown,10.157143002464657,21,4300,OTT@MON,OTT,MON,,,,,
40757-11201,D,Jeff,Jeff Petry,Petry,10.457143147786459,21,4300,OTT@MON,MON,OTT,,,,,
40757-62294,D,Brady,Brady Skjei,Skjei,8.470588235294118,17,4200,WSH@NYR,NYR,WSH,,,,,
40757-13472,D,Dmitry,Dmitry Orlov,Orlov,7.104347560716712,23,4200,WSH@NYR,WSH,NYR,,,,,
40757-97116,C,Jesperi,Jesperi Kotkaniemi,Kotkaniemi,5.064285823277065,14,4100,OTT@MON,MON,OTT,,,,,
40757-42983,W,Joel,Joel Armia,Armia,10.921052631578947,19,4100,OTT@MON,MON,OTT,,,,,
40757-70483,W,Artturi,Artturi Lehkonen,Lehkonen,7.885714576357887,21,3900,OTT@MON,MON,OTT,,,,,
40757-13742,D,Ben,Ben Chiarot,Chiarot,8.495237804594494,21,3900,OTT@MON,MON,OTT,,,,,
40757-103940,D,Adam,Adam Fox,Fox,8.544444613986546,18,3800,WSH@NYR,NYR,WSH,,,,,
40757-39235,C,Chris,Chris Tierney,Tierney,7.014285859607515,21,3800,OTT@MON,OTT,MON,,,,,
40757-70579,D,Michal,Michal Kempny,Kempny,10.826666259765625,15,3800,WSH@NYR,WSH,NYR,,,,,
40757-23053,W,Jesper,Jesper Fast,Fast,7.3411766501034,17,3700,WSH@NYR,NYR,WSH,,,,,
40757-82755,D,Ryan,Ryan Lindgren,Lindgren,6.900000095367432,8,3700,WSH@NYR,NYR,WSH,,,,,
40757-21936,D,Dylan,Dylan DeMelo,DeMelo,4.800000145321801,21,3700,OTT@MON,OTT,MON,,,,,
40757-8138,W,Bobby,Bobby Ryan,Ryan,4.650000095367432,16,3700,OTT@MON,OTT,MON,O,Not injury related,,,
