Henrik Lundqvist
Jaroslav Halak
*Connor Hellebuyck
*John Gibson
*Jonathan Bernier
*Carter Hart
*Anders Nilsson
*Kaapo Kahkonen
*Michael Hutchinson
*Linus Ullmark
*Jonathan Quick
*Martin Jones
*Philipp Grubauer
*Corey Crawford
*Andrei Vasilevskiy
*Braden Holtby
*Darcy Kuemper
*Malcom Subban
*Tristan Jarry
*Joonas Korpisalo
*Pekka Rinne
*Petr Mrazek
*Jake Allen
*Ben Bishop
Chris Kreider
Mika Zibanejad
Pavel Buchnevich
Artemi Panarin
Ryan Strome
Filip Chytil
Brett Howden
Brendan Lemieux
Kaapo Kakko
Jesper Fast
Boo Nieves
Libor Hajek
Jacob Trouba
Ryan Lindgren
Adam Fox
Brady Skjei
Anthony Deangelo
Brad Marchand
David Pastrnak
David Krejci
Brendan Gaunce
Charlie Coyle
Jake DeBrusk
Sean Kuraly
Danton Heinen
Anders Bjork
Par Lindholm
Joakim Nordstrom
Christopher Wagner
Zdeno Chara
Charlie McAvoy
Brandon Carlo
Torey Krug
Connor Clifton
Matt Grzelcyk
Mark Scheifele
Kyle Connor
Patrik Laine
Blake Wheeler
Jack Roslovic
Nikolaj Ehlers
Adam Lowry
Mathieu Perreault
Andrew Copp
David Gustafsson
Joona Luoto
Logan Shaw
Josh Morrissey
Neal Pionk
Nathan Beaulieu
Dmitry Kulikov
Luca Sbisa
Anthony Bitetto
Troy Terry
Ryan Getzlaf
Rickard Rakell
Max Jones
Adam Henrique
Jakob Silfverberg
Sam Steel
Nick Ritchie
Ondrej Kase
Carter Rowney
Derek Grant
Nicolas Deslauriers
Michael Del Zotto
Cam Fowler
Erik Gudbranson
Josh Mahura 
Jacob Larsson
Korbinian Holzer
Dylan Larkin
Tyler Bertuzzi
Robby Fabbri
Darren Helm
Filip Zadina
Valtteri Filppula
Luke Glendening
Frans Nielsen
Andreas Athanasiou
Christoffer Ehn
Brendan Perlini
Taro Hirose
Madison Bowey
Filip Hronek
Alex Biega
Dennis Cholowski
Dylan McIlrath
Jonathan Ericsson
Sean Couturier
Oskar Lindblom
Jakub Voracek
Morgan Frost
Claude Giroux
Travis Konecny
Kevin Hayes
Scott Laughton
Joel Farabee
Tyler Pitlick
Michael Raffl
James van Riemsdyk
Ivan Provorov
Matt Niskanen
Justin Braun
Robert Hagg
Philippe Myers
Travis Sanheim
Logan Brown
Anthony Duclair
Brady Tkachuk
Jean-Gabriel Pageau
Nick Paul
Connor Brown
Chris Tierney
Tyler Ennis
Colin White
J.C. Beaudin
Max Véronneau
Filip Chlapik
Nikita Zaitsev
Thomas Chabot
Ron Hainsey
Erik Brannstrom
Mark Borowiecki
Dylan Demelo
Jason Zucker
Eric Staal
Mats Zuccarello
Mikko Koivu
Zach Parise
Kevin Fiala
Joel Eriksson Ek
Luke Kunin
Jordan Greenway
Ryan Hartman
Victor Rask
Ryan Donato
Ryan Suter
Jared Spurgeon
Jonas Brodin
Mathew Dumba
Carson Soucy
Brad Hunt
William Nylander
Auston Matthews
Andreas Johnsson
Ilya Mikheyev
Zach Hyman
John Tavares
Kasperi Kapanen
Jason Spezza
Nic Petan
Frederik Gauthier
Pierre Engvall
Dmytro Timashov
Cody Ceci
Morgan Rielly
Tyson Barrie
Jake Muzzin
Travis Dermott
Justin Holl
Victor Olofsson
Jack Eichel
Sam Reinhart
Johan Larsson
Jeff Skinner
Conor Sheary
Marcus Johansson
Jimmy Vesey
Casey Mittelstadt
Jean-Sebastian Dea
Zemgus Girgensons
Rasmus Asplund
Jake McCabe
Rasmus Ristolainen
Zach Bogosian
Brandon Montour
Henri Jokiharju
Marco Scandella
Anze Kopitar
Alex Iafallo
Dustin Brown
Carl Grundstrom
Tyler Toffoli
Jeff Carter
Austin Wagner
Blake Lizotte
Adrian Kempe
Kyle Clifford
Nikolai Prokhorkin
Michael Amadio
Joakim Ryan
Drew Doughty
Ben Hutton
Sean Walker
Kurtis MacDermid
Matt Roy
Logan Couture
