Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,
P,Gael Monfils (14251564),Gael Monfils,14251564,P,10600,Gombos@Monfils 02/07/2020 01:00PM ET,Monfils,58.4,0.760288065843621,0,-305,-350,-300,0.753086419753086,0.777777777777778,0.75,1
P,Cristian Garin (14251565),Cristian Garin,14251565,P,9800,Garin@Cuevas 02/07/2020 02:50PM ET,Garin,51.8,0.677248677248677,0,-215,-215,-200,0.682539682539683,0.682539682539683,0.666666666666667,1
P,David Goffin (14251566),David Goffin,14251566,P,9500,Goffin@Herbert 02/07/2020 02:20PM ET,Goffin,62.01,0.664656742666918,0,-200,-205,-190,0.666666666666667,0.672131147540984,0.655172413793103,1
P,Filip Krajinovic (14251567),Filip Krajinovic,14251567,P,9200,Krajinovic@Barrere 02/07/2020 08:00AM ET,Krajinovic,51.82,0.671710483723832,0,-215,-210,-190,0.682539682539683,0.67741935483871,0.655172413793103,1
P,Corentin Moutet (14251568),Corentin Moutet,14251568,P,8900,Moutet@Martin 02/07/2020 01:30PM ET,Moutet,51.66,0.66647823629169,0,-205,-205,-190,0.672131147540984,0.672131147540984,0.655172413793103,0
P,Vasek Pospisil (14251569),Vasek Pospisil,14251569,P,8600,Pospisil@Gasquet 02/07/2020 09:20AM ET,Pospisil,52.5,0.667206756026906,0,-200,-192,-210,0.666666666666667,0.657534246575342,0.67741935483871,1
P,James Duckworth (14251570),James Duckworth,14251570,P,8400,Duckworth@Marcora 02/07/2020 09:00AM ET,Duckworth,50.56,0.663049154852434,0,-186,-205,-200,0.65034965034965,0.672131147540984,0.666666666666667,1
P,Ilya Ivashka (14251571),Ilya Ivashka,14251571,P,8200,Ivashka@Vesely 02/07/2020 05:00AM ET,Ivashka,64.08,0.580408112612134,0,-137,-138,-140,0.578059071729958,0.579831932773109,0.583333333333333,0
P,Egor Gerasimov (14251572),Egor Gerasimov,14251572,P,8000,Gerasimov@Kwon 02/07/2020 10:20AM ET,Gerasimov,53.65,0.558114791810444,0,-124,-130,-125,0.553571428571429,0.565217391304348,0.555555555555556,1
P,Ricardas Berankis (14251573),Ricardas Berankis,14251573,P,7900,Berankis@Sugita 02/07/2020 07:00AM ET,Berankis,51.16,0.547382392086931,0,-117,-126,-120,0.539170506912442,0.557522123893805,0.545454545454545,1
P,Yuichi Sugita (14251574),Yuichi Sugita,14251574,P,7700,Berankis@Sugita 02/07/2020 07:00AM ET,Sugita,64.08,0.511264625342295,0,-106,-108,100,0.514563106796116,0.519230769230769,0.5,0
P,Soonwoo Kwon (14251575),Soonwoo Kwon,14251575,P,7500,Gerasimov@Kwon 02/07/2020 10:20AM ET,Kwon,55.55,0.499202933205803,0,100,-104,105,0.5,0.509803921568627,0.487804878048781,0
P,Jiri Vesely (14251576),Jiri Vesely,14251576,P,7200,Ivashka@Vesely 02/07/2020 05:00AM ET,Vesely,75.02,0.472057607979938,0,110,106,120,0.476190476190476,0.485436893203883,0.454545454545455,1
P,Roberto Marcora (14251577),Roberto Marcora,14251577,P,6900,Duckworth@Marcora 02/07/2020 09:00AM ET,Marcora,72.75,0.391198725607328,0,148,150,170,0.403225806451613,0.4,0.37037037037037,0
P,Richard Gasquet (14251578),Richard Gasquet,14251578,P,6700,Pospisil@Gasquet 02/07/2020 09:20AM ET,Gasquet,69.35,0.387158296249205,0,160,142,175,0.384615384615385,0.413223140495868,0.363636363636364,0
P,Andrej Martin (14251579),Andrej Martin,14251579,P,6500,Moutet@Martin 02/07/2020 01:30PM ET,Martin,69.58,0.385862209149389,0,163,150,165,0.380228136882129,0.4,0.377358490566038,1
P,Gregoire Barrere (14251580),Gregoire Barrere,14251580,P,6300,Krajinovic@Barrere 02/07/2020 08:00AM ET,Barrere,48.79,0.381518085920602,0,170,152,165,0.37037037037037,0.396825396825397,0.377358490566038,0
P,Pablo Cuevas (14251581),Pablo Cuevas,14251581,P,6000,Garin@Cuevas 02/07/2020 02:50PM ET,Cuevas,42.86,0.378147176047438,0,170,154,170,0.37037037037037,0.393700787401575,0.37037037037037,0
P,Pierre-Hugues Herbert (14251582),Pierre-Hugues Herbert,14251582,P,5700,Goffin@Herbert 02/07/2020 02:20PM ET,Herbert,58.75,0.387324625060474,0,160,150,165,0.384615384615385,0.4,0.377358490566038,0
P,Norbert Gombos (14251583),Norbert Gombos,14251583,P,5000,Gombos@Monfils 02/07/2020 01:00PM ET,Gombos,57.23,0.292779798486559,0,235,240,250,0.298507462686567,0.294117647058823,0.285714285714286,0
