name,salary,team,position,versus,ceiling,ceil/$,floor,fl/$,projected,proj/$,in/out,,"=sumif(l2:l400,""=1"",b2:b400)",=max(m2:n400)
LeBron James,12200,CLE,SF,DEN,708784,58097,434416,35607,571600,46852,0,=(h2-$h$46)/(b2-$b$46)
Russell Westbrook,11200,OKC,PG,POR,629160,56175,419440,37450,524300,46812,0,=(h3-$h$30)/(b3-$b$30)
James Harden,11200,HOU,SG,BOS,633020,56519,387980,34641,510500,45580,0,=(h4-$h$43)/(b4-$b$43)
Andre Drummond,10000,DET,C,MIA,573568,57356,322632,32263,448100,44810,0,=(h5-$h$10)/(b5-$b$10)
Nikola Jokic,10000,DEN,C,CLE,574200,57420,295800,29580,435000,43500,0,=(h6-$h$10)/(b6-$b$10)
Damian Lillard,9700,POR,PG,OKC,528504,54484,337896,34834,433200,44659,0,=(h7-$h$30)/(b7-$b$30)
Paul George,8700,OKC,SF,POR,538070,61847,289730,33302,413900,47574,0,=(h8-$h$46)/(b8-$b$46)
Chris Paul,8300,HOU,PG,BOS,518784,62504,291816,35158,405300,48831,0,=(h9-$h$30)/(b9-$b$30)
Hassan Whiteside,7400,MIA,C,DET,525217,70975,264583,35754,394900,53364,1
Donovan Mitchell,7800,UTA,SG,SAC,535296,68627,251904,32295,393600,50461,0,=(h11-$h$43)/(b11-$b$43)
Clint Capela,7900,HOU,C,BOS,507486,64238,279314,35356,393400,49797,0
Julius Randle,7500,LAL,C,SAS,530128,70683,249472,33262,389799,51973,0
Rudy Gobert,8500,UTA,C,SAC,510245,60028,268755,31618,389500,45823,0
Kyrie Irving,8500,BOS,PG,HOU,456036,53651,291564,34301,373800,43976,0,=(h15-$h$30)/(b15-$b$30)
Blake Griffin,7400,DET,PF,MIA,451332,60990,265068,35820,358200,48405,0,=(h16-$h$51)/(b16-$b$51)
Dejounte Murray,7500,SAS,PG,LAL,555040,74005,138760,18501,346900,46253,0,=(h17-$h$30)/(b17-$b$30)
Goran Dragic,6900,MIA,PG,DET,453024,65655,233375,33822,343200,49739,1
Lonzo Ball,7000,LAL,PG,SAS,454410,64915,218790,31255,336599,48085,0,=(h19-$h$30)/(b19-$b$30)
Pau Gasol,6500,SAS,C,LAL,454020,69849,203980,31381,329000,50615,0
Steven Adams,7100,OKC,C,POR,410880,57870,231119,32552,321000,45211,0
C.J. McCollum,7400,POR,SG,OKC,404241,54627,232359,31399,318300,43013,0,=(h22-$h$43)/(b22-$b$43)
Jamal Murray,7000,DEN,PG,CLE,444570,63510,164430,23490,304500,43500,0,=(h23-$h$30)/(b23-$b$30)
Ricky Rubio,7000,UTA,PG,SAC,422282,60326,185318,26474,303800,43400,0,=(h24-$h$30)/(b24-$b$30)
Al Horford,6100,BOS,C,HOU,370586,60751,213014,34920,291800,47836,0
Josh Richardson,6100,MIA,SF,DET,402684,66013,180916,29658,291800,47836,1
Will Barton,7800,DEN,SG,CLE,391365,50175,188435,24158,289900,37166,0,=(h27-$h$43)/(b27-$b$43)
Kentavious Caldwell-Pope,6000,LAL,SG,SAS,393312,65552,185088,30848,289200,48200,0,=(h28-$h$43)/(b28-$b$43)
Paul Millsap,5900,DEN,PF,CLE,401286,68014,167914,28460,284600,48237,0,=(h29-$h$51)/(b29-$b$51)
George Hill,4800,CLE,PG,DEN,414393,86331,149407,31126,281900,58729,1
Gary Harris,6700,DEN,SG,CLE,358272,53473,201528,30078,279900,41776,0,=(h31-$h$43)/(b31-$b$43)
Dwyane Wade,4800,MIA,SG,DET,386680,80558,165720,34525,276200,57541,1
Isaiah Thomas,6100,LAL,PG,SAS,367605,60263,176995,29015,272300,44639,0
Larry Nance,5900,CLE,PF,DEN,386666,65536,157934,26768,272300,46152,0,=(h34-$h$51)/(b34-$b$51)
Ish Smith,6200,DET,PG,MIA,373215,60195,163785,26416,268500,43306,0
Kyle Kuzma,5500,LAL,PF,SAS,375623,68295,157176,28577,266400,48436,0,=(h36-$h$51)/(b36-$b$51)
Jusuf Nurkic,6800,POR,C,OKC,372540,54785,159660,23479,266100,39132,0
Joe Ingles,6200,UTA,SF,SAC,350812,56582,172788,27869,261800,42225,0,=(h38-$h$46)/(b38-$b$46)
Zach Randolph,6100,SAC,PF,UTA,366100,60016,156900,25721,261500,42868,0,=(h39-$h$51)/(b39-$b$51)
Kyle Anderson,5800,SAS,SF,LAL,357006,61552,160394,27654,258700,44603,0,=(h40-$h$46)/(b40-$b$46)
Wilson Chandler,5600,DEN,SF,CLE,374490,66873,138510,24733,256500,45803,0,=(h41-$h$46)/(b41-$b$46)
Skal Labissiere,5200,SAC,PF,UTA,379354,72952,129846,24970,254600,48961,0,=(h42-$h$51)/(b42-$b$51)
Rodney Hood,4700,CLE,SG,DEN,354060,75331,151740,32285,252900,53808,1
Buddy Hield,5800,SAC,SG,UTA,362736,62540,141064,24321,251900,43431,0
De'Aaron Fox,6000,SAC,PG,UTA,349029,58171,153171,25528,251100,41849,0
