name,salary,team,position,versus,ceiling,ceil/$,floor,fl/$,projected,proj/$,in/out,,"=sumif(l2:l400,""=1"",b2:b400)",=max(m2:n400)
Nikola Jokic,11000,DEN,C,LAC,629753,57250,203321,18483,494700,44972,0,=(h2-$h$10)/(b2-$b$10)
DeMar DeRozan,9000,SAS,SG,OKC,622655,69184,212238,23582,453500,50388,1
LaMarcus Aldridge,8100,SAS,PF,OKC,583171,71996,256498,31666,403300,49790,1
Andre Drummond,9800,DET,C,SAC,558835,57024,210924,21522,453600,46285,0,=(h5-$h$10)/(b5-$b$10)
Jamal Murray,7200,DEN,PG,LAC,521382,72414,212165,29467,354200,49194,1
De'Aaron Fox,8600,SAC,PG,DET,488953,56855,203366,23647,397200,46186,0,=(h7-$h$17)/(b7-$b$17)
Willie Cauley-Stein,7500,SAC,C,DET,485100,64680,200200,26693,350000,46666,0,=(h8-$h$10)/(b8-$b$10)
Buddy Hield,7200,SAC,SG,DET,484992,67360,221444,30756,321400,44638,0,=(h9-$h$16)/(b9-$b$16)
Hassan Whiteside,7500,MIA,C,BOS,453417,60455,169448,22593,359000,47866,1
Paul Millsap,6800,DEN,PF,LAC,444505,65368,200785,29527,315700,46426,0,=(h11-$h$21)/(b11-$b$21)
Josh Richardson,6500,MIA,SF,BOS,442911,68140,176561,27163,301300,46353,0,=(h12-$h$24)/(b12-$b$24)
Justise Winslow,6600,MIA,SF,BOS,422127,63958,160297,24287,275900,41803,0,=(h13-$h$24)/(b13-$b$24)
Bogdan Bogdanovic,6300,SAC,SG,DET,412815,65526,172243,27340,284700,45190,0,=(h14-$h$16)/(b14-$b$16)
Derrick White,5500,SAS,PG,OKC,411387,74797,211411,38438,254100,46200,0,=(h15-$h$17)/(b15-$b$17)
Reggie Bullock,4500,DET,SG,SAC,363432,80762,156408,34757,228000,50666,1
Reggie Jackson,5200,DET,PG,SAC,361823,69581,135975,26149,259000,49807,1
Nemanja Bjelica,5400,SAC,SF,DET,355931,65913,145568,26957,218900,40537,0,=(h18-$h$24)/(b18-$b$24)
Gary Harris,5000,DEN,SF,LAC,345489,69098,144589,28917,245900,49180,1
Dwyane Wade,5400,MIA,SG,BOS,337625,62523,157622,29189,238100,44092,0
Jon Leuer,3500,DET,PF,SAC,335193,95769,175646,50184,206400,58971,1
Davis Bertans,4400,SAS,SF,OKC,323135,73439,151440,34418,189300,43022,0,=(h22-$h$24)/(b22-$b$24)
Bryn Forbes,4600,SAS,PG,OKC,318699,69282,135886,29540,222399,48347,0
Stanley Johnson,3500,DET,SF,SAC,315427,90122,151588,43311,191400,54685,1
Malik Beasley,3900,DEN,SG,LAC,313684,80432,171600,44000,171600,44000,0
Mason Plumlee,4500,DEN,C,LAC,308835,68630,143249,31833,184600,41022,0
Kelly Olynyk,4600,MIA,PF,BOS,291475,63364,162598,35347,193800,42130,0
Iman Shumpert,4100,SAC,SG,DET,290136,70764,52752,12866,188400,45951,0
Jakob Poeltl,4700,SAS,C,OKC,283592,60338,112238,23880,206700,43978,0
Bam Adebayo,4800,MIA,PF,BOS,280311,58398,168225,35046,190300,39645,0
Marco Belinelli,3900,SAS,SG,OKC,273353,70090,142944,36652,187100,47974,0
Patty Mills,3800,SAS,PG,OKC,261722,68874,136734,35982,175300,46131,0
Monte Morris,4000,DEN,SG,LAC,252853,63213,131178,32794,169700,42425,0
Juan Hernangomez,3900,DEN,SF,LAC,251692,64536,132400,33948,132400,33948,0
Tyler Johnson,4700,MIA,PG,BOS,245701,52276,109894,23381,156100,33212,0
Dion Waiters,4400,MIA,SG,BOS,244204,55501,117024,26596,147200,33454,0
James Johnson,4100,MIA,PF,BOS,237172,57846,95160,23209,182300,44463,0
Bruce Brown,4200,DET,SG,SAC,232677,55399,73121,17409,198700,47309,0
Torrey Craig,4300,DEN,SG,LAC,231570,53853,98272,22854,166000,38604,0
Jose Calderon,3500,DET,PG,SAC,230907,65973,103803,29658,130900,37400,0
Marvin Bagley III,5300,SAC,PF,DET,225170,42484,42806,8076,218400,41207,0
Rodney McGruder,3900,MIA,SG,BOS,218277,55968,88448,22679,142200,36461,0
Justin Jackson,3900,SAC,SF,DET,208514,53465,110422,28313,137000,35128,0
Glenn Robinson,3500,DET,SF,SAC,194467,55561,97233,27780,112800,32228,0
Luke Kennard,3700,DET,SG,SAC,180371,48748,82635,22333,118900,32135,0
Langston Galloway,3500,DET,SG,SAC,169361,48389,82153,23472,99100,28314,0
Pau Gasol,3900,SAS,C,OKC,144530,37059,63826,16365,97000,24871,0
Harry Giles,3500,SAC,PF,DET,134957,38559,25656,7330,130900,37400,0
Trey Lyles,3500,DEN,PF,LAC,134820,38520,70962,20275,85600,24457,0
Dante Cunningham,3500,SAS,SF,OKC,60664,17332,25727,7350,32200,9200,0
Yogi Ferrell,3700,SAC,PG,DET,59405,16055,30232,8171,34200,9243,0
