fgm,fga,3m,3a,ftm,fta,reb,oreb,ast,stl,blk,to,ptsinpaint,2ndchancepts,fastbreakpoints,ptsoffturnovers,biggestlead,fouls,fgm,fga,3m,3a,ftm,fta,reb,oreb,ast,stl,blk,to,ptsinpaint,2ndchancepts,fastbreakpoints,ptsoffturnovers,biggestlead,fouls,spread(+50)
23,58,9,23,4,6,27,10,14,3,5,2,22,12,12,0,4,10,22,45,6,11,8,13,29,5,15,1,8,7,28,6,8,0,12,11,65.5,59.5,2
25,55,5,14,10,11,27,11,12,5,2,5,26,18,5,0,11,11,22,49,6,20,9,10,22,7,5,1,2,9,28,14,5,0,5,11,48.5,51.5,1
22,44,8,16,6,11,23,6,12,3,1,6,20,6,9,0,10,13,21,46,4,10,15,21,25,8,10,4,1,3,30,9,8,0,9,10,54.5,51.5,2
28,48,7,13,10,12,26,6,17,3,4,6,24,10,8,0,24,16,14,40,5,17,19,23,14,2,11,2,1,7,16,8,0,0,0,15,41,51,1
22,40,11,17,4,7,20,3,15,2,2,9,8,3,5,0,15,9,23,42,8,16,7,11,18,3,12,6,3,3,26,4,9,0,3,7,52.5,50,1
25,49,9,22,8,10,26,9,14,3,4,6,26,11,6,0,15,10,19,46,7,16,9,11,20,6,13,3,3,8,16,5,6,0,5,12,40.5,48.5,1
