Derrick Walton,PG,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160
D.J. Wilson,PF,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900
James Young,SG,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,10692,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852,12852
Quincy Pondexter,SF,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,11272,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,14012,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172
Torrey Craig,SF,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,12432,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,15752,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652,20652
Marcus Georges-Hunt,SG,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,12692,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,17172,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,23232,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392,25392
Jared Dudley,PF,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,7952,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,13372,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,18112,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,22592,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,25912,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,28652,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812,30812
