Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Novak Djokovic (13676236),Novak Djokovic,13676236,P,10800,Edmund@Djokovic 10/31/2019 10:00AM ET,Djokovic,68.2,0.938530967942733,0,-1430,-1300,-2000,0.934640522875817,0.928571428571429,0.952380952380952,1
P,Rafael Nadal (13676240),Rafael Nadal,13676240,P,10000,Nadal@Wawrinka 10/31/2019 02:30PM ET,Nadal,72,0.808529945553539,0,,-480,-375,,0.827586206896552,0.789473684210526,1
P,Gael Monfils (13676242),Gael Monfils,13676242,P,9700,Albot@Monfils 10/31/2019 03:30PM ET,Monfils,56.26,0.803871292106586,0,-420,-410,-400,0.807692307692308,0.803921568627451,0.8,1
P,Alexander Zverev (13676238),Alexander Zverev,13676238,P,9300,Shapovalov@Zverev 10/31/2019 12:00PM ET,Zverev,53.39,0.693766743207042,0,-235,-225,-220,0.701492537313433,0.692307692307692,0.6875,0
P,Jeremy Chardy (13676230),Jeremy Chardy,13676230,P,8700,Garin@Chardy 10/31/2019 06:00AM ET,Chardy,47.17,0.634946571221081,0,-180,-172,-170,0.642857142857143,0.632352941176471,0.62962962962963,0
P,Stefanos Tsitsipas (13676234),Stefanos Tsitsipas,13676234,P,8400,Tsitsipas@De Minaur 10/31/2019 08:40AM ET,Tsitsipas,56.45,0.63179518806927,0,-167,-178,-170,0.625468164794007,0.640287769784173,0.62962962962963,1
P,Dominic Thiem (13676233),Dominic Thiem,13676233,P,8100,Thiem@Dimitrov 10/31/2019 07:20AM ET,Thiem,57.82,0.601058201058201,0,-152,-150,-150,0.603174603174603,0.6,0.6,0
P,Ashleigh Barty (13676245),Ashleigh Barty,13676245,P,7700,Kvitova@Barty 10/31/2019 06:30AM ET,Barty,63.31,0.571617563789781,0,-127,-144,-130,0.559471365638767,0.590163934426229,0.565217391304348,1
P,Kiki Bertens (13676246),Kiki Bertens,13676246,P,7500,Bencic@Bertens 10/31/2019 08:00AM ET,Bertens,55.44,0.537030421626571,0,-117,-116,-115,0.539170506912442,0.537037037037037,0.534883720930232,0
P,Belinda Bencic (13676247),Belinda Bencic,13676247,P,7200,Bencic@Bertens 10/31/2019 08:00AM ET,Bencic,52.66,0.499218298078577,0,-106,100,107,0.514563106796116,0.5,0.483091787439613,1
P,Petra Kvitova (13676244),Petra Kvitova,13676244,P,6900,Kvitova@Barty 10/31/2019 06:30AM ET,Kvitova,58.24,0.473644003055768,0,104,120,110,0.490196078431373,0.454545454545455,0.476190476190476,0
P,Grigor Dimitrov (13676232),Grigor Dimitrov,13676232,P,6700,Thiem@Dimitrov 10/31/2019 07:20AM ET,Dimitrov,47.56,0.440603197732422,0,123,128,130,0.448430493273543,0.43859649122807,0.434782608695652,1
P,Alex De Minaur (13676235),Alex De Minaur,13676235,P,6500,Tsitsipas@De Minaur 10/31/2019 08:40AM ET,De Minaur,53.96,0.408510638297872,0,135,150,150,0.425531914893617,0.4,0.4,0
P,Cristian Garin (13676231),Cristian Garin,13676231,P,6200,Garin@Chardy 10/31/2019 06:00AM ET,Garin,48.51,0.404889110115591,0,145,146,150,0.408163265306122,0.40650406504065,0.4,1
P,Denis Shapovalov (13676239),Denis Shapovalov,13676239,P,5700,Shapovalov@Zverev 10/31/2019 12:00PM ET,Shapovalov,48.76,0.353835978835979,0,180,188,180,0.357142857142857,0.347222222222222,0.357142857142857,1
P,Radu Albot (13676243),Radu Albot,13676243,P,5300,Albot@Monfils 10/31/2019 03:30PM ET,Albot,47.18,0.240030971738289,0,310,320,320,0.24390243902439,0.238095238095238,0.238095238095238,0
P,Stan Wawrinka (13676241),Stan Wawrinka,13676241,P,4800,Nadal@Wawrinka 10/31/2019 02:30PM ET,Wawrinka,57.88,0.226864906434248,0,,370,315,,0.212765957446808,0.240963855421687,0
P,Kyle Edmund (13676237),Kyle Edmund,13676237,P,4000,Edmund@Djokovic 10/31/2019 10:00AM ET,Edmund,43.01,0.094916779127306,0,850,940,1100,0.105263157894737,0.096153846153846,0.083333333333333,0
