Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RW,David Pastrnak (13692159),David Pastrnak,13692159,W/UTIL,8400,PIT@BOS 11/04/2019 07:00PM ET,BOS,21.55
C,Patrice Bergeron (13692035),Patrice Bergeron,13692035,C/UTIL,7800,PIT@BOS 11/04/2019 07:00PM ET,BOS,14.64
RW,Viktor Arvidsson (13692177),Viktor Arvidsson,13692177,W/UTIL,5800,NSH@DET 11/04/2019 07:30PM ET,NSH,9.29
C,Matt Duchene (13692045),Matt Duchene,13692045,C/UTIL,5500,NSH@DET 11/04/2019 07:30PM ET,NSH,8.96
LW,Tyler Bertuzzi (13692183),Tyler Bertuzzi,13692183,W/UTIL,5400,NSH@DET 11/04/2019 07:30PM ET,DET,9.81
RW,Patric Hornqvist (13692185),Patric Hornqvist,13692185,W/UTIL,5200,PIT@BOS 11/04/2019 07:00PM ET,PIT,11.08
RW,Conor Garland (13692187),Conor Garland,13692187,W/UTIL,5200,ARI@EDM 11/04/2019 09:00PM ET,ARI,10.18
LW,Chris Kreider (13692191),Chris Kreider,13692191,W/UTIL,5000,OTT@NYR 11/04/2019 07:00PM ET,NYR,7.33
C,Nick Schmaltz (13692051),Nick Schmaltz,13692051,C/UTIL,4900,ARI@EDM 11/04/2019 09:00PM ET,ARI,9.06
LW,Jake DeBrusk (13692197),Jake DeBrusk,13692197,W/UTIL,4700,PIT@BOS 11/04/2019 07:00PM ET,BOS,6.55
C,Filip Chytil (13692055),Filip Chytil,13692055,C/UTIL,4700,OTT@NYR 11/04/2019 07:00PM ET,NYR,15.7
D,Tony DeAngelo (13692419),Tony DeAngelo,13692419,D/UTIL,4700,OTT@NYR 11/04/2019 07:00PM ET,NYR,8.87
RW,Connor Brown (13692201),Connor Brown,13692201,W/UTIL,4500,OTT@NYR 11/04/2019 07:00PM ET,OTT,9.89
D,Nikita Zaitsev (13692425),Nikita Zaitsev,13692425,D/UTIL,4500,OTT@NYR 11/04/2019 07:00PM ET,OTT,9.02
C,Nick Bonino (13692057),Nick Bonino,13692057,C/UTIL,4500,NSH@DET 11/04/2019 07:30PM ET,NSH,11.64
RW,Dominik Simon (13692203),Dominik Simon,13692203,W/UTIL,4400,PIT@BOS 11/04/2019 07:00PM ET,PIT,7.9
LW,Vladislav Namestnikov (13692205),Vladislav Namestnikov,13692205,W/UTIL,4300,OTT@NYR 11/04/2019 07:00PM ET,OTT,8.85
D,Charlie McAvoy (13692431),Charlie McAvoy,13692431,D/UTIL,4200,PIT@BOS 11/04/2019 07:00PM ET,BOS,6.08
D,Jakob Chychrun (13692433),Jakob Chychrun,13692433,D/UTIL,4200,ARI@EDM 11/04/2019 09:00PM ET,ARI,7.97
D,Mike Green (13692435),Mike Green,13692435,D/UTIL,4100,NSH@DET 11/04/2019 07:30PM ET,DET,7.54
D,Danny DeKeyser (13692437),Danny DeKeyser,13692437,D/UTIL,4100,NSH@DET 11/04/2019 07:30PM ET,DET,9.18
RW,Zack Kassian (13692209),Zack Kassian,13692209,W/UTIL,4100,ARI@EDM 11/04/2019 09:00PM ET,EDM,5.85
C,Jean-Gabriel Pageau (13692065),Jean-Gabriel Pageau,13692065,C/UTIL,4000,OTT@NYR 11/04/2019 07:00PM ET,OTT,8.95
