Danilo Petrovic (14276352),Andrej Martin (14276350),Corentin Moutet (14276349),Dominik Koepfer (14276347),Kevin Anderson (14276346),Kyle Edmund (14276339),50000,0.0765065,0
Paolo Lorenzi (14276351),Andrej Martin (14276350),Corentin Moutet (14276349),Kevin Anderson (14276346),Fernando Verdasco (14276345),Laslo Djere (14276342),50000,0.0641633,0
Facundo Bagnis (14276353),Danilo Petrovic (14276352),Corentin Moutet (14276349),Kevin Anderson (14276346),Laslo Djere (14276342),Filip Krajinovic (14276338),50000,0.0681487,0
Jozef Kovalik (14276354),Danilo Petrovic (14276352),Dominik Koepfer (14276347),Kevin Anderson (14276346),Albert Ramos-Vinolas (14276344),Filip Krajinovic (14276338),50000,0.0680186,0
Ivo Karlovic (14276355),Danilo Petrovic (14276352),Dominik Koepfer (14276347),Kevin Anderson (14276346),Laslo Djere (14276342),Filip Krajinovic (14276338),50000,0.0721986,0
Brayden Schnur (14276356),Danilo Petrovic (14276352),Kevin Anderson (14276346),Fernando Verdasco (14276345),Laslo Djere (14276342),Kyle Edmund (14276339),50000,0.0661457,0
Pedro Martinez (14276357),Danilo Petrovic (14276352),Kevin Anderson (14276346),Albert Ramos-Vinolas (14276344),Laslo Djere (14276342),Kyle Edmund (14276339),50000,0.0635818,0
Leonardo Mayer (14276358),Danilo Petrovic (14276352),Kevin Anderson (14276346),Fernando Verdasco (14276345),Laslo Djere (14276342),Filip Krajinovic (14276338),49900,0.0633503,0
Jason Jung (14276359),Danilo Petrovic (14276352),Andrej Martin (14276350),Laslo Djere (14276342),Kyle Edmund (14276339),Filip Krajinovic (14276338),50000,0.0422765,0
Roberto Carballes Baena (14276360),Danilo Petrovic (14276352),Dominik Koepfer (14276347),Kevin Anderson (14276346),Kyle Edmund (14276339),Filip Krajinovic (14276338),49900,0.0559303,0
Francisco Cerundolo (14276361),Danilo Petrovic (14276352),Kevin Anderson (14276346),Fernando Verdasco (14276345),Kyle Edmund (14276339),Filip Krajinovic (14276338),50000,0.0563047,0
