entry_id,contest_id,contest_name,C,C,W,W,W,W,D,D,G,,Instructions,,,,,,,,,,,,,,
,,,,,,,,,,,,,40636-15328:Brandon Davidson,40636-15328,D,Brandon,Brandon Davidson,Davidson,4.32000007629395,10,3500,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-8169:Zach Bogosian,40636-8169,D,Zach,Zach Bogosian,Bogosian,7.70615375225361,65,3500,BUF@CHI,BUF,CHI,O,Hip,
,,,,,,,,,,,,,40636-62443:Jaycob Megna,40636-62443,D,Jaycob,Jaycob Megna,Megna,4.71428571428571,28,3500,CGY@VGK,VGK,CGY,,,
,,,,,,,,,,,,,40636-8178:Milan Lucic,40636-8178,W,Milan,Milan Lucic,Lucic,3.70499992370605,20,3500,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-70906:Alex Nylander,40636-70906,W,Alex,Alex Nylander,Nylander,8.11666700575087,18,3500,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-8956:Michael Stone,40636-8956,D,Michael,Michael Stone,Stone,6.30000019073486,8,3500,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-8191:Matt Hunwick,40636-8191,D,Matt,Matt Hunwick,Hunwick,3.31428582327706,14,3500,BUF@CHI,BUF,CHI,O,Neck,
,,,,,,,,,,,,,40636-79870:Jake Bischoff,40636-79870,D,Jake,Jake Bischoff,Bischoff,5.59999990463257,4,3500,CGY@VGK,VGK,CGY,,,
,,,,,,,,,,,,,40636-70924:Tage Thompson,40636-70924,W,Tage,Tage Thompson,Thompson,4.7953848031851,65,3400,BUF@CHI,BUF,CHI,,,
,,,,,,,,,,,,,40636-11284:Cody Eakin,40636-11284,C,Cody,Cody Eakin,Eakin,4.45294099695542,17,3400,CGY@VGK,VGK,CGY,,,
,,,,,,,,,,,,,40636-113269:Kirby Dach,40636-113269,W,Kirby,Kirby Dach,Dach,7.23846142108624,13,3400,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-42922:Dominik Kubalik,40636-42922,W,Dominik,Dominik Kubalik,Kubalik,9.72777811686198,18,3400,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-8745:Vladimir Sobotka,40636-8745,W,Vladimir,Vladimir Sobotka,Sobotka,4.75,16,3300,BUF@CHI,BUF,CHI,IR,Knee,
,,,,,,,,,,,,,40636-80028:David Kampf,40636-80028,C,David,David Kampf,Kampf,7.3473687422903,19,3300,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-8384:Michael Frolik,40636-8384,W,Michael,Michael Frolik,Frolik,3.32000007629395,20,3300,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-62445:Evan Rodrigues,40636-62445,C,Evan,Evan Rodrigues,Rodrigues,4.47999992370606,10,3300,BUF@CHI,BUF,CHI,,,
,,,,,,,,,,,,,40636-62276:Austin Czarnik,40636-62276,W,Austin,Austin Czarnik,Czarnik,6.26249980926514,8,3200,CGY@VGK,CGY,VGK,IR,Lower body,
,,,,,,,,,,,,,40636-73826:Jimmy Vesey,40636-73826,W,Jimmy,Jimmy Vesey,Vesey,3.59999990463257,16,3200,BUF@CHI,BUF,CHI,,,
,,,,,,,,,,,,,40636-12682:Brandon Pirri,40636-12682,W,Brandon,Brandon Pirri,Pirri,3.78181804310192,11,3200,CGY@VGK,VGK,CGY,,,
,,,,,,,,,,,,,40636-43196:Alan Quine,40636-43196,W,Alan,Alan Quine,Quine,3.82222239176432,9,3200,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-68644:Mark Jankowski,40636-68644,C,Mark,Mark Jankowski,Jankowski,1.5157894335295,19,3100,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-42860:Curtis Lazar,40636-42860,W,Curtis,Curtis Lazar,Lazar,10.8000001907349,2,3100,BUF@CHI,BUF,CHI,,,
,,,,,,,,,,,,,40636-14462:Johan Larsson,40636-14462,C,Johan,Johan Larsson,Larsson,4.80000008477105,18,3100,BUF@CHI,BUF,CHI,DTD,Upper body,
,,,,,,,,,,,,,40636-23222:Zemgus Girgensons,40636-23222,W,Zemgus,Zemgus Girgensons,Girgensons,3.83157910798725,19,3100,BUF@CHI,BUF,CHI,,,
,,,,,,,,,,,,,40636-8932:Zack Smith,40636-8932,W,Zack,Zack Smith,Smith,3.73333326975505,12,3100,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-79880:C.J. Smith,40636-79880,W,C.J.,C.J. Smith,Smith,4.94545468417081,11,3000,BUF@CHI,BUF,CHI,O,Knee,
,,,,,,,,,,,,,40636-117049:Mason Primeau,40636-117049,C,Mason,Mason Primeau,Primeau,0,0,3000,CGY@VGK,VGK,CGY,,,
,,,,,,,,,,,,,40636-117052:Dylan McLaughlin,40636-117052,C,Dylan,Dylan McLaughlin,McLaughlin,0,0,3000,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-117059:Jeremy McKenna,40636-117059,W,Jeremy,Jeremy McKenna,McKenna,0,0,3000,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-8260:Kris Versteeg,40636-8260,W,Kris,Kris Versteeg,Versteeg,0,0,3000,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-117060:Mason Morelli,40636-117060,W,Mason,Mason Morelli,Morelli,0,0,3000,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-58972:Remi Elie,40636-58972,W,Remi,Remi Elie,Elie,1.70000004768372,16,3000,BUF@CHI,BUF,CHI,,,
,,,,,,,,,,,,,40636-12645:Devante Smith-Pelly,40636-12645,W,Devante,Devante Smith-Pelly,Smith-Pelly,4.32592603895399,54,3000,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-74086:Dillon Dube,40636-74086,W,Dillon,Dillon Dube,Dube,3.36,25,3000,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-59246:John Quenneville,40636-59246,W,John,John Quenneville,Quenneville,2.56842101247687,19,3000,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-42865:Jean-Sebastien Dea,40636-42865,W,Jean-Sebastien,Jean-Sebastien Dea,Dea,5.6347828740659,23,3000,BUF@CHI,BUF,CHI,,,
,,,,,,,,,,,,,40636-66678:Nicolas Roy,40636-66678,C,Nicolas,Nicolas Roy,Roy,6.79999987284343,6,3000,CGY@VGK,VGK,CGY,,,
,,,,,,,,,,,,,40636-113279:Dylan Cozens,40636-113279,C,Dylan,Dylan Cozens,Cozens,0,0,3000,BUF@CHI,BUF,CHI,,,
,,,,,,,,,,,,,40636-82842:Dylan Sikura,40636-82842,W,Dylan,Dylan Sikura,Sikura,4.94545445297704,33,3000,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-73886:Alexandre Fortin,40636-73886,W,Alexandre,Alexandre Fortin,Fortin,4.98333326975505,24,3000,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-42915:Valentin Zykov,40636-42915,W,Valentin,Valentin Zykov,Zykov,4.57142857142857,7,3000,CGY@VGK,VGK,CGY,O,Suspension,
,,,,,,,,,,,,,40636-79790:Matthew Highmore,40636-79790,W,Matthew,Matthew Highmore,Highmore,0,0,3000,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-8887:Ryan Reaves,40636-8887,W,Ryan,Ryan Reaves,Reaves,3.65714300246466,21,3000,CGY@VGK,VGK,CGY,,,
,,,,,,,,,,,,,40636-54200:Ryan Carpenter,40636-54200,W,Ryan,Ryan Carpenter,Carpenter,5.08888880411784,18,3000,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-104139:Mikael Hakkarainen,40636-104139,C,Mikael,Mikael Hakkarainen,Hakkarainen,0,0,3000,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-104141:Tim Soderlund,40636-104141,C,Tim,Tim Soderlund,Soderlund,0,0,3000,BUF@CHI,CHI,BUF,,,
,,,,,,,,,,,,,40636-11237:Zac Rinaldo,40636-11237,W,Zac,Zac Rinaldo,Rinaldo,2.53913050112517,23,3000,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-39146:Tobias Rieder,40636-39146,W,Tobias,Tobias Rieder,Rieder,3.65000009536743,16,3000,CGY@VGK,CGY,VGK,,,
,,,,,,,,,,,,,40636-42997:Tyrell Goulbourne,40636-42997,W,Tyrell,Tyrell Goulbourne,Goulbourne,2.40000009536743,2,3000,CGY@VGK,VGK,CGY,,,
,,,,,,,,,,,,,40636-54518:Patrick Brown,40636-54518,W,Patrick,Patrick Brown,Brown,0,0,3000,CGY@VGK,VGK,CGY,,,
,,,,,,,,,,,,,40636-104184:Arttu Ruotsalainen,40636-104184,C,Arttu,Arttu Ruotsalainen,Ruotsalainen,0,0,3000,BUF@CHI,BUF,CHI,,,
,,,,,,,,,,,,,40636-58879:Scott Wilson,40636-58879,C,Scott,Scott Wilson,Wilson,4.47999979654948,15,3000,BUF@CHI,BUF,CHI,,,
