Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Kristina Mladenovic (14394721),Kristina Mladenovic,14394721,P,10400,Mladenovic@Paquet 03/03/2020 07:30AM ET,Mladenovic,26.52,0.925133689839572,0,-835,,-750,0.893048128342246,1,0.882352941176471,0
P,Elina Svitolina (14394720),Elina Svitolina,14394720,P,10200,Kovinic@Svitolina 03/03/2020 03:30PM ET,Svitolina,38.18,0.879568040756288,0,-715,-850,-650,0.877300613496933,0.894736842105263,0.866666666666667,0
P,Daria Kasatkina (14394719),Daria Kasatkina,14394719,P,10000,Parmentier@Kasatkina 03/03/2020 11:30AM ET,Kasatkina,25.78,0.904071773636991,0,-590,,-600,0.855072463768116,1,0.857142857142857,0
P,Viktoria Kuzmova (14394718),Viktoria Kuzmova,14394718,P,9800,Pattinama Kerkhove@Kuzmova 03/03/2020 12:45PM ET,Kuzmova,15.73,0.730402930402931,0,-275,-290,-250,0.733333333333333,0.743589743589744,0.714285714285714,0
P,Anastasia Potapova (14394717),Anastasia Potapova,14394717,P,9600,Gatto-Monticone@Potapova 03/03/2020 06:35PM ET,Potapova,46.64,0.713661713661714,0,-250,-270,-230,0.714285714285714,0.72972972972973,0.696969696969697,0
P,Heather Watson (14394716),Heather Watson,14394716,P,9400,Maria@Watson 03/03/2020 11:00AM ET,Watson,56.62,0.715252336735713,0,-245,-270,-240,0.710144927536232,0.72972972972973,0.705882352941176,0
P,Jil Teichmann (14394715),Jil Teichmann,14394715,P,9000,Teichmann@Burel 03/03/2020 06:15AM ET,Teichmann,39.08,0.807665698076657,0,-265,,-230,0.726027397260274,1,0.696969696969697,0
P,Victoria Azarenka (14394714),Victoria Azarenka,14394714,P,8800,Zidansek@Azarenka 03/03/2020 04:45PM ET,Azarenka,0,0.683712121212121,0,-200,-230,-220,0.666666666666667,0.696969696969697,0.6875,0
P,Arantxa Rus (14394713),Arantxa Rus,14394713,P,8700,Flink@Rus 03/03/2020 11:00AM ET,Rus,25.27,0.682058682058682,0,-230,-215,-200,0.696969696969697,0.682539682539683,0.666666666666667,0
P,Johanna Konta (14394712),Johanna Konta,14394712,P,8600,Konta@Clijsters 03/03/2020 08:00PM ET,Konta,18.98,0.671957671957672,0,-200,-215,-200,0.666666666666667,0.682539682539683,0.666666666666667,0
P,Sara Sorribes Tormo (14394711),Sara Sorribes Tormo,14394711,P,8500,Sorribes Tormo@Bondarenko 03/03/2020 12:15PM ET,Sorribes Tormo,27.65,0.672043010752688,0,,-210,-200,,0.67741935483871,0.666666666666667,0
P,Leylah Annie Fernandez (14394710),Leylah Annie Fernandez,14394710,P,8400,Fernandez@Voegele 03/03/2020 04:00PM ET,Fernandez,56.22,0.63965614988479,0,-177,-186,-170,0.63898916967509,0.65034965034965,0.62962962962963,0
P,Magdalena Frech (14394709),Magdalena Frech,14394709,P,8200,Frech@Tomova 03/03/2020 06:15AM ET,Frech,0,0.746008708272859,0,-165,,-160,0.622641509433962,1,0.615384615384615,0
P,Lauren Davis (14394708),Lauren Davis,14394708,P,7800,Podoroska@Davis 03/03/2020 11:00AM ET,Davis,47.09,0.590036730945822,0,-150,-142,-140,0.6,0.586776859504132,0.583333333333333,0
P,Nadia Podoroska (14394707),Nadia Podoroska,14394707,P,7400,Podoroska@Davis 03/03/2020 11:00AM ET,Podoroska,0,0.463286713286713,0,120,108,120,0.454545454545455,0.480769230769231,0.454545454545455,0
P,Stefanie Voegele (14394706),Stefanie Voegele,14394706,P,7200,Fernandez@Voegele 03/03/2020 04:00PM ET,Voegele,0,0.411750482434726,0,143,136,150,0.411522633744856,0.423728813559322,0.4,0
P,Viktoriya Tomova (14394705),Viktoriya Tomova,14394705,P,7000,Frech@Tomova 03/03/2020 06:15AM ET,Tomova,0,0.615283738674297,0,133,,140,0.429184549356223,1,0.416666666666667,0
P,Kim Clijsters (14394704),Kim Clijsters,14394704,P,6800,Konta@Clijsters 03/03/2020 08:00PM ET,Clijsters,10.3,0.381870251661918,0,160,156,170,0.384615384615385,0.390625,0.37037037037037,0
P,Kateryna Bondarenko (14394703),Kateryna Bondarenko,14394703,P,6600,Sorribes Tormo@Bondarenko 03/03/2020 12:15PM ET,Bondarenko,37,0.383597883597884,0,,152,170,,0.396825396825397,0.37037037037037,0
P,Varvara Flink (14394702),Varvara Flink,14394702,P,6500,Flink@Rus 03/03/2020 11:00AM ET,Flink,14.9,0.370709537376204,0,180,160,170,0.357142857142857,0.384615384615385,0.37037037037037,0
P,Tamara Zidansek (14394701),Tamara Zidansek,14394701,P,6400,Zidansek@Azarenka 03/03/2020 04:45PM ET,Zidansek,43.14,0.374144682748721,0,155,168,180,0.392156862745098,0.373134328358209,0.357142857142857,0
P,Giulia Gatto-Monticone (14394700),Giulia Gatto-Monticone,14394700,P,6200,Gatto-Monticone@Potapova 03/03/2020 06:35PM ET,Gatto-Monticone,0,0.340208890988296,0,200,192,190,0.333333333333333,0.342465753424657,0.344827586206897,0
