Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Elina Svitolina (14419042),Elina Svitolina,14419042,P,9500,Fernandez@Svitolina 03/06/2020 08:00PM ET,Svitolina,41.93,1,0,,,,1,1,1,0
P,Sofia Kenin (14419043),Sofia Kenin,14419043,P,9200,Dodin@Kenin 03/06/2020 11:30AM ET,Kenin,57.49,0.69225912975913,0,-225,-220,-230,0.692307692307692,0.6875,0.696969696969697,0
P,Johanna Konta (14419045),Johanna Konta,14419045,P,9100,Konta@Potapova 03/06/2020 02:15PM ET,Konta,32.78,1,0,,,,1,1,1,0
P,Anna-Lena Friedsam (14419044),Anna-Lena Friedsam,14419044,P,9000,Friedsam@Kuzmova 03/06/2020 08:15AM ET,Friedsam,43.92,0.652819486152819,0,-200,-196,-170,0.666666666666667,0.662162162162162,0.62962962962963,0
P,Rebecca Peterson (14419046),Rebecca Peterson,14419046,P,8800,Peterson@Rus 03/06/2020 09:15PM ET,Peterson,39.87,1,0,,,,1,1,1,0
P,Camila Giorgi (14419047),Camila Giorgi,14419047,P,8300,Giorgi@Kasatkina 03/06/2020 07:00AM ET,Giorgi,50.8,0.563946097126875,0,-130,-128,-130,0.565217391304348,0.56140350877193,0.565217391304348,0
P,Marie Bouzkova (14419048),Marie Bouzkova,14419048,P,8200,Bouzkova@Wang 03/06/2020 01:00PM ET,Bouzkova,38.86,0.568944160398433,0,-134,-132,-130,0.572649572649573,0.568965517241379,0.565217391304348,0
P,Caroline Garcia (14419049),Caroline Garcia,14419049,P,7900,Van Uytvanck@Garcia 03/06/2020 12:45PM ET,Garcia,43.44,0.52680443246481,0,-112,-112,-110,0.528301886792453,0.528301886792453,0.523809523809524,0
P,Alison Van Uytvanck (14419050),Alison Van Uytvanck,14419050,P,7800,Van Uytvanck@Garcia 03/06/2020 12:45PM ET,Van Uytvanck,51.12,0.531131938090567,0,-112,-118,-110,0.528301886792453,0.541284403669725,0.523809523809524,0
P,Daria Kasatkina (14419051),Daria Kasatkina,14419051,P,7600,Giorgi@Kasatkina 03/06/2020 07:00AM ET,Kasatkina,36.53,0.492852820345124,0,105,-106,110,0.487804878048781,0.514563106796116,0.476190476190476,0
P,Yafan Wang (14419052),Yafan Wang,14419052,P,7500,Bouzkova@Wang 03/06/2020 01:00PM ET,Wang,38.56,0.487303400669737,0,108,-102,110,0.480769230769231,0.504950495049505,0.476190476190476,0
P,Arantxa Rus (14419053),Arantxa Rus,14419053,P,7000,Peterson@Rus 03/06/2020 09:15PM ET,Rus,32.74,1,0,,,,1,1,1,0
P,Viktoria Kuzmova (14419054),Viktoria Kuzmova,14419054,P,6900,Friedsam@Kuzmova 03/06/2020 08:15AM ET,Kuzmova,28.63,0.402220487466389,0,152,144,150,0.396825396825397,0.40983606557377,0.4,0
P,Anastasia Potapova (14419055),Anastasia Potapova,14419055,P,6800,Konta@Potapova 03/06/2020 02:15PM ET,Potapova,47.51,1,0,,,,1,1,1,0
P,Oceane Dodin (14419056),Oceane Dodin,14419056,P,6600,Dodin@Kenin 03/06/2020 11:30AM ET,Dodin,61.91,0.367991602009425,0,167,160,190,0.374531835205993,0.384615384615385,0.344827586206897,0
P,Leylah Annie Fernandez (14419057),Leylah Annie Fernandez,14419057,P,6300,Fernandez@Svitolina 03/06/2020 08:00PM ET,Fernandez,59.32,1,0,,,,1,1,1,0
