Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Mike Smith (13645833),Mike Smith,13645833,G,8200,FLA@EDM 10/27/2019 04:00PM ET,EDM,15.08
C,Connor McDavid (13645567),Connor McDavid,13645567,C/UTIL,8000,FLA@EDM 10/27/2019 04:00PM ET,EDM,16.93
LW,Leon Draisaitl (13645629),Leon Draisaitl,13645629,W/UTIL,7700,FLA@EDM 10/27/2019 04:00PM ET,EDM,18.8
G,Jonathan Bernier (13645838),Jonathan Bernier,13645838,G,7700,STL@DET 10/27/2019 05:00PM ET,DET,12.38
G,Jake Allen (13645839),Jake Allen,13645839,G,7300,STL@DET 10/27/2019 05:00PM ET,STL,4.75
G,Sergei Bobrovsky (13645836),Sergei Bobrovsky,13645836,G,7100,FLA@EDM 10/27/2019 04:00PM ET,FLA,7.49
RW,Vladimir Tarasenko (13645631),Vladimir Tarasenko,13645631,W/UTIL,7000,STL@DET 10/27/2019 05:00PM ET,STL,11.76
C,Brayden Schenn (13645569),Brayden Schenn,13645569,C/UTIL,6500,STL@DET 10/27/2019 05:00PM ET,STL,11.43
C,Aleksander Barkov (13645575),Aleksander Barkov,13645575,C/UTIL,5900,FLA@EDM 10/27/2019 04:00PM ET,FLA,9.69
LW,Mike Hoffman (13645639),Mike Hoffman,13645639,W/UTIL,5500,FLA@EDM 10/27/2019 04:00PM ET,FLA,11.41
RW,Evgenii Dadonov (13645641),Evgenii Dadonov,13645641,W/UTIL,5200,FLA@EDM 10/27/2019 04:00PM ET,FLA,11.05
C,Ryan O'Reilly (13645577),Ryan O'Reilly,13645577,C/UTIL,5000,STL@DET 10/27/2019 05:00PM ET,STL,7.12
D,Aaron Ekblad (13645751),Aaron Ekblad,13645751,D/UTIL,4900,FLA@EDM 10/27/2019 04:00PM ET,FLA,8.97
D,Colton Parayko (13645755),Colton Parayko,13645755,D/UTIL,4500,STL@DET 10/27/2019 05:00PM ET,STL,9.1
RW,Andreas Athanasiou (13645649),Andreas Athanasiou,13645649,W/UTIL,4300,STL@DET 10/27/2019 05:00PM ET,DET,5.04
D,Vince Dunn (13645759),Vince Dunn,13645759,D/UTIL,4200,STL@DET 10/27/2019 05:00PM ET,STL,7.1
D,Danny DeKeyser (13645761),Danny DeKeyser,13645761,D/UTIL,4200,STL@DET 10/27/2019 05:00PM ET,DET,9.18
RW,Zack Kassian (13645651),Zack Kassian,13645651,W/UTIL,4100,FLA@EDM 10/27/2019 04:00PM ET,EDM,6.97
D,Dennis Cholowski (13645763),Dennis Cholowski,13645763,D/UTIL,4100,STL@DET 10/27/2019 05:00PM ET,DET,5.77
D,MacKenzie Weegar (13645767),MacKenzie Weegar,13645767,D/UTIL,3900,FLA@EDM 10/27/2019 04:00PM ET,FLA,7.57
LW,Sammy Blais (13645655),Sammy Blais,13645655,W/UTIL,3900,STL@DET 10/27/2019 05:00PM ET,STL,6.3
LW,Alexander Steen (13645661),Alexander Steen,13645661,W/UTIL,3800,STL@DET 10/27/2019 05:00PM ET,STL,5.84
D,Anton Stralman (13645769),Anton Stralman,13645769,D/UTIL,3700,FLA@EDM 10/27/2019 04:00PM ET,FLA,6.68
RW,Robert Thomas (13645657),Robert Thomas,13645657,W/UTIL,3600,STL@DET 10/27/2019 05:00PM ET,STL,3.67
D,Kris Russell (13645771),Kris Russell,13645771,D/UTIL,3500,FLA@EDM 10/27/2019 04:00PM ET,EDM,5.66
RW,Darren Helm (13645663),Darren Helm,13645663,W/UTIL,3500,STL@DET 10/27/2019 05:00PM ET,DET,7.23
RW,Sam Gagner (13645665),Sam Gagner,13645665,W/UTIL,3400,FLA@EDM 10/27/2019 04:00PM ET,EDM,5.8
D,Mike Matheson (13645773),Mike Matheson,13645773,D/UTIL,3300,FLA@EDM 10/27/2019 04:00PM ET,FLA,5.77
C,Valtteri Filppula (13645587),Valtteri Filppula,13645587,C/UTIL,3300,STL@DET 10/27/2019 05:00PM ET,DET,2.76
C,Noel Acciari (13645589),Noel Acciari,13645589,C/UTIL,3200,FLA@EDM 10/27/2019 04:00PM ET,FLA,8.06
RW,Evgeny Svechnikov (13645669),Evgeny Svechnikov,13645669,W/UTIL,3200,STL@DET 10/27/2019 05:00PM ET,DET,2.43
D,Patrik Nemeth (13645775),Patrik Nemeth,13645775,D/UTIL,3200,STL@DET 10/27/2019 05:00PM ET,DET,5.97
C,Frans Nielsen (13645591),Frans Nielsen,13645591,C/UTIL,3100,STL@DET 10/27/2019 05:00PM ET,DET,2.55
LW,Taro Hirose (13645671),Taro Hirose,13645671,W/UTIL,3100,STL@DET 10/27/2019 05:00PM ET,DET,3.16
D,Alex Biega (13645777),Alex Biega,13645777,D/UTIL,3100,STL@DET 10/27/2019 05:00PM ET,DET,5.05
D,Adam Larsson (13645781),Adam Larsson,13645781,D/UTIL,3000,FLA@EDM 10/27/2019 04:00PM ET,EDM,9.7
LW,Zach Sanford (13645673),Zach Sanford,13645673,W/UTIL,3000,STL@DET 10/27/2019 05:00PM ET,STL,2.52
LW,Justin Abdelkader (13645675),Justin Abdelkader,13645675,W/UTIL,3000,STL@DET 10/27/2019 05:00PM ET,DET,3.93
D,Jay Bouwmeester (13645779),Jay Bouwmeester,13645779,D/UTIL,3000,STL@DET 10/27/2019 05:00PM ET,STL,4.77
C,Markus Granlund (13645593),Markus Granlund,13645593,C/UTIL,2900,FLA@EDM 10/27/2019 04:00PM ET,EDM,1.72
D,Brandon Manning (13645783),Brandon Manning,13645783,D/UTIL,2900,FLA@EDM 10/27/2019 04:00PM ET,EDM,4.58
RW,Luke Glendening (13645677),Luke Glendening,13645677,W/UTIL,2900,STL@DET 10/27/2019 05:00PM ET,DET,6.44
D,Matt Benning (13645785),Matt Benning,13645785,D/UTIL,2800,FLA@EDM 10/27/2019 04:00PM ET,EDM,3.93
RW,Robby Fabbri (13645679),Robby Fabbri,13645679,W/UTIL,2800,STL@DET 10/27/2019 05:00PM ET,STL,2.54
LW,Patrick Russell (13645681),Patrick Russell,13645681,W/UTIL,2700,FLA@EDM 10/27/2019 04:00PM ET,EDM,4.28
C,Oskar Sundqvist (13645595),Oskar Sundqvist,13645595,C/UTIL,2700,STL@DET 10/27/2019 05:00PM ET,STL,4.19
D,Robert Bortuzzo (13645787),Robert Bortuzzo,13645787,D/UTIL,2700,STL@DET 10/27/2019 05:00PM ET,STL,2.52
D,Mark Pysyk (13645683),Mark Pysyk,13645683,D/UTIL,2600,FLA@EDM 10/27/2019 04:00PM ET,FLA,4.32
RW,Colton Sceviour (13645685),Colton Sceviour,13645685,W/UTIL,2600,FLA@EDM 10/27/2019 04:00PM ET,FLA,4.49
C,Jacob de la Rose (13645597),Jacob de la Rose,13645597,C/UTIL,2600,STL@DET 10/27/2019 05:00PM ET,DET,4.56
LW,Givani Smith (13645687),Givani Smith,13645687,W/UTIL,2600,STL@DET 10/27/2019 05:00PM ET,DET,3
D,Trevor Daley (13645789),Trevor Daley,13645789,D/UTIL,2600,STL@DET 10/27/2019 05:00PM ET,DET,3.39
C,Riley Sheahan (13645599),Riley Sheahan,13645599,C/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,1.48
C,Henrik Borgstrom (13645603),Henrik Borgstrom,13645603,C/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,FLA,1.12
C,Colby Cave (13645605),Colby Cave,13645605,C/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,0
C,Gaetan Haas (13645607),Gaetan Haas,13645607,C/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,1.82
C,Bogdan Yakimov (13645611),Bogdan Yakimov,13645611,C/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,0
C,Kyle Brodziak (13645613),Kyle Brodziak,13645613,C/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,0
C,Cooper Marody (13645615),Cooper Marody,13645615,C/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,0
C,Aleksi Saarela (13645623),Aleksi Saarela,13645623,C/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,FLA,0
C,Rodrigo Abols (13645625),Rodrigo Abols,13645625,C/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,FLA,0
C,Aleksi Heponiemi (13645627),Aleksi Heponiemi,13645627,C/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,FLA,0
LW,Dryden Hunt (13645689),Dryden Hunt,13645689,W/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,FLA,4.2
LW,Jujhar Khaira (13645693),Jujhar Khaira,13645693,W/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,1.56
RW,Tomas Jurco (13645695),Tomas Jurco,13645695,W/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,2.38
RW,Jayce Hawryluk (13645701),Jayce Hawryluk,13645701,W/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,FLA,0.86
RW,Josh Archibald (13645703),Josh Archibald,13645703,W/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,1.82
LW,Joakim Nygard (13645705),Joakim Nygard,13645705,W/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,4.1
LW,Brad Malone (13645709),Brad Malone,13645709,W/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,0
RW,Josh Currie (13645711),Josh Currie,13645711,W/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,EDM,0
RW,Paul Thompson (13645719),Paul Thompson,13645719,W/UTIL,2500,FLA@EDM 10/27/2019 04:00PM ET,FLA,0
