Real Madrid,https://fbref.com/en/squads/53a2f082/Real-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/Barcelona-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/Atletico-Madrid-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/Sevilla-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/Villarreal-Stats
Getafe,https://fbref.com/en/squads/7848bd64/Getafe-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/Real-Sociedad-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/Athletic-Club-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/Valencia-Stats
Granada,https://fbref.com/en/squads/a0435291/Granada-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/Osasuna-Stats
Levante,https://fbref.com/en/squads/9800b6a1/Levante-Stats
Betis,https://fbref.com/en/squads/fc536746/Real-Betis-Stats
Valladolid,https://fbref.com/en/squads/17859612/Valladolid-Stats
Eibar,https://fbref.com/en/squads/bea5c710/Eibar-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/Celta-Vigo-Stats
Alavés,https://fbref.com/en/squads/8d6fd021/Alaves-Stats
Leganés,https://fbref.com/en/squads/7c6f2c78/Leganes-Stats
Mallorca,https://fbref.com/en/squads/2aa12281/Mallorca-Stats
Espanyol,https://fbref.com/en/squads/a8661628/Espanyol-Stats
