Juventus,https://fbref.com/en/squads/e0652b02/Juventus-Stats
Atalanta,https://fbref.com/en/squads/922493f3/Atalanta-Stats
Inter,https://fbref.com/en/squads/d609edc0/Internazionale-Stats
Lazio,https://fbref.com/en/squads/7213da33/Lazio-Stats
Roma,https://fbref.com/en/squads/cf74a709/Roma-Stats
Napoli,https://fbref.com/en/squads/d48ad4ff/Napoli-Stats
Milan,https://fbref.com/en/squads/dc56fe14/Milan-Stats
Sassuolo,https://fbref.com/en/squads/e2befd26/Sassuolo-Stats
Hellas Verona,https://fbref.com/en/squads/0e72edf2/Hellas-Verona-Stats
Bologna,https://fbref.com/en/squads/1d8099f8/Bologna-Stats
Cagliari,https://fbref.com/en/squads/c4260e09/Cagliari-Stats
Parma,https://fbref.com/en/squads/eab4234c/Parma-Stats
Fiorentina,https://fbref.com/en/squads/421387cf/Fiorentina-Stats
Sampdoria,https://fbref.com/en/squads/8ff9e3b3/Sampdoria-Stats
Udinese,https://fbref.com/en/squads/04eea015/Udinese-Stats
Torino,https://fbref.com/en/squads/105360fe/Torino-Stats
Genoa,https://fbref.com/en/squads/658bf2de/Genoa-Stats
Lecce,https://fbref.com/en/squads/ffcbe334/Lecce-Stats
Brescia,https://fbref.com/en/squads/4ef57aeb/Brescia-Stats
SPAL,https://fbref.com/en/squads/1d2fe027/SPAL-Stats
