Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Rafael Nadal (14364873),Rafael Nadal,14364873,P,10600,Kwon@Nadal 02/27/2020 11:00PM ET,Nadal,71.96,0.946000622471211,0,-2000,-1700,-1600,0.952380952380952,0.944444444444444,0.941176470588235,1
P,Cristian Garin (14364874),Cristian Garin,14364874,P,9700,Davidovich Fokina@Garin 02/27/2020 06:30PM ET,Garin,59.38,0.765964240102171,0,-335,-350,-300,0.770114942528736,0.777777777777778,0.75,1
P,Tamara Zidansek (14364875),Tamara Zidansek,14364875,P,9200,Zidansek@Zarazua 02/27/2020 08:30PM ET,Zidansek,45.61,0.72648839315506,0,-278,-270,-250,0.735449735449735,0.72972972972973,0.714285714285714,0
P,Stan Wawrinka (14364876),Stan Wawrinka,14364876,P,8700,Dimitrov@Wawrinka 02/27/2020 08:40PM ET,Wawrinka,63.4,0.629412670033608,0,-162,-178,-170,0.618320610687023,0.640287769784173,0.62962962962963,0
P,John Isner (14364877),John Isner,14364877,P,8300,Paul@Isner 02/27/2020 06:00PM ET,Isner,60.25,0.568863007798241,0,-127,-134,-135,0.559471365638767,0.572649572649573,0.574468085106383,1
P,Kyle Edmund (14364878),Kyle Edmund,14364878,P,8100,Edmund@Fritz 02/27/2020 07:20PM ET,Edmund,61.58,0.599835289958835,0,-157,-148,-145,0.610894941634241,0.596774193548387,0.591836734693878,0
P,Xiyu Wang (14364879),Xiyu Wang,14364879,P,8000,Wang@Zhu 02/27/2020 06:00PM ET,Wang,55.61,0.567716141929036,0,-132,-132,-130,0.568965517241379,0.568965517241379,0.565217391304348,1
P,Anastasia Potapova (14364880),Anastasia Potapova,14364880,P,7900,Fernandez@Potapova 02/27/2020 09:45PM ET,Potapova,51.59,0.508060421426758,0,-108,-102,100,0.519230769230769,0.504950495049505,0.5,0
P,Heather Watson (14364881),Heather Watson,14364881,P,7800,Mchale@Watson 02/27/2020 07:15PM ET,Watson,53.51,0.528332439917806,0,-124,-108,-105,0.553571428571429,0.519230769230769,0.51219512195122,1
P,Christina Mchale (14364882),Christina Mchale,14364882,P,7600,Mchale@Watson 02/27/2020 07:15PM ET,Mchale,37.87,0.518038163387001,0,100,-108,-115,0.5,0.519230769230769,0.534883720930232,0
P,Leylah Annie Fernandez (14364883),Leylah Annie Fernandez,14364883,P,7500,Fernandez@Potapova 02/27/2020 09:45PM ET,Fernandez,57.87,0.537682848919537,0,-115,-114,-120,0.534883720930232,0.532710280373832,0.545454545454545,1
P,Lin Zhu (14364884),Lin Zhu,14364884,P,7400,Wang@Zhu 02/27/2020 06:00PM ET,Zhu,45.52,0.475523994418753,0,107,114,110,0.483091787439613,0.467289719626168,0.476190476190476,0
P,Taylor Fritz (14364885),Taylor Fritz,14364885,P,7200,Edmund@Fritz 02/27/2020 07:20PM ET,Fritz,56.84,0.443788921665028,0,125,126,125,0.444444444444444,0.442477876106195,0.444444444444444,1
P,Tommy Paul (14364886),Tommy Paul,14364886,P,7100,Paul@Isner 02/27/2020 06:00PM ET,Paul,53.07,0.475818501215477,0,102,114,115,0.495049504950495,0.467289719626168,0.465116279069767,0
P,Grigor Dimitrov (14364887),Grigor Dimitrov,14364887,P,6900,Dimitrov@Wawrinka 02/27/2020 08:40PM ET,Dimitrov,52.24,0.411594202898551,0,130,150,150,0.434782608695652,0.4,0.4,1
P,Renata Zarazua (14364888),Renata Zarazua,14364888,P,6200,Zidansek@Zarazua 02/27/2020 08:30PM ET,Zarazua,70.5,0.315911090104638,0,215,225,210,0.317460317460317,0.307692307692308,0.32258064516129,1
P,Alejandro Davidovich Fokina (14364889),Alejandro Davidovich Fokina,14364889,P,5600,Davidovich Fokina@Garin 02/27/2020 06:30PM ET,Davidovich Fokina,36.65,0.287174024539393,0,255,240,250,0.28169014084507,0.294117647058823,0.285714285714286,0
P,Soonwoo Kwon (14364890),Soonwoo Kwon,14364890,P,5000,Kwon@Nadal 02/27/2020 11:00PM ET,Kwon,53,0.090350877192983,0,1100,1040,900,0.083333333333333,0.087719298245614,0.1,0
