Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Federico Delbonis (14269916),Federico Delbonis,14269916,P,10000,Dellien@Delbonis 02/10/2020 06:20PM ET,Delbonis,27.49,0.764280738418669,0,-335,-340,-300,0.770114942528736,0.772727272727273,0.75,1
P,Pablo Cuevas (14269917),Pablo Cuevas,14269917,P,9400,Cuevas@Sonego 02/10/2020 05:00PM ET,Cuevas,42.14,0.627903307678589,0,-167,-180,-160,0.625468164794007,0.642857142857143,0.615384615384615,1
P,Marcos Giron (14269918),Marcos Giron,14269918,P,9100,Giron@Sock 02/10/2020 08:50PM ET,Giron,8.85,0.601504558462952,0,-152,-146,-155,0.603174603174603,0.59349593495935,0.607843137254902,1
P,Tommy Paul (14269919),Tommy Paul,14269919,P,8700,Paul@Kecmanovic 02/10/2020 02:40PM ET,Paul,54.86,0.59285272520775,0,-141,-146,-150,0.5850622406639,0.59349593495935,0.6,0
P,Tennys Sandgren (14269920),Tennys Sandgren,14269920,P,8600,Sandgren@Johnson 02/10/2020 07:30PM ET,Sandgren,59.08,0.587297169652195,0,-141,-146,-140,0.5850622406639,0.59349593495935,0.583333333333333,0
P,Damir Dzumhur (14269921),Damir Dzumhur,14269921,P,8500,Seppi@Dzumhur 02/10/2020 02:40PM ET,Dzumhur,22.28,0.577376927782607,0,-132,-138,-140,0.568965517241379,0.579831932773109,0.583333333333333,0
P,Denis Shapovalov (14269922),Denis Shapovalov,14269922,P,8400,Dimitrov@Shapovalov 02/10/2020 01:30PM ET,Shapovalov,28.39,0.547673248361351,0,-117,-132,-115,0.539170506912442,0.568965517241379,0.534883720930232,0
P,Casper Ruud (14269923),Casper Ruud,14269923,P,8300,Andujar@Ruud 02/10/2020 01:50PM ET,Ruud,44.52,0.584609439848871,0,-148,-130,-145,0.596774193548387,0.565217391304348,0.591836734693878,1
P,Daniel Evans (14269924),Daniel Evans,14269924,P,8200,Kohlschreiber@Evans 02/10/2020 02:50PM ET,Evans,54.5,0.495145631067961,0,100,106,100,0.5,0.485436893203883,0.5,1
P,Jaume Munar (14269925),Jaume Munar,14269925,P,7900,Monteiro@Munar 02/10/2020 12:30PM ET,Munar,39.11,0.548821548821549,0,-120,-120,-125,0.545454545454545,0.545454545454545,0.555555555555556,0
P,Thiago Monteiro (14269926),Thiago Monteiro,14269926,P,7800,Monteiro@Munar 02/10/2020 12:30PM ET,Monteiro,40.96,0.497552768189301,0,-104,102,105,0.509803921568627,0.495049504950495,0.487804878048781,1
P,Pablo Andujar (14269927),Pablo Andujar,14269927,P,7700,Andujar@Ruud 02/10/2020 01:50PM ET,Andujar,34.28,0.458286051327422,0,118,112,125,0.458715596330275,0.471698113207547,0.444444444444444,0
P,Philipp Kohlschreiber (14269928),Philipp Kohlschreiber,14269928,P,7600,Kohlschreiber@Evans 02/10/2020 02:50PM ET,Kohlschreiber,89.7,0.550865800865801,0,-124,-124,-120,0.553571428571429,0.553571428571429,0.545454545454545,0
P,Grigor Dimitrov (14269929),Grigor Dimitrov,14269929,P,7500,Dimitrov@Shapovalov 02/10/2020 01:30PM ET,Dimitrov,52.22,0.499485447318294,0,-106,112,-105,0.514563106796116,0.471698113207547,0.51219512195122,1
P,Andreas Seppi (14269930),Andreas Seppi,14269930,P,7300,Seppi@Dzumhur 02/10/2020 02:40PM ET,Seppi,45.41,0.474358045062984,0,107,106,120,0.483091787439613,0.485436893203883,0.454545454545455,1
P,Steve Johnson (14269931),Steve Johnson,14269931,P,7200,Sandgren@Johnson 02/10/2020 07:30PM ET,Johnson,6.45,0.4660085501207,0,114,110,120,0.467289719626168,0.476190476190476,0.454545454545455,1
P,Miomir Kecmanovic (14269932),Miomir Kecmanovic,14269932,P,7100,Paul@Kecmanovic 02/10/2020 02:40PM ET,Kecmanovic,53.8,0.459420934837432,0,114,110,130,0.467289719626168,0.476190476190476,0.434782608695652,1
P,Jack Sock (14269933),Jack Sock,14269933,P,7000,Giron@Sock 02/10/2020 08:50PM ET,Sock,0,0.450050961452545,0,123,110,135,0.448430493273543,0.476190476190476,0.425531914893617,0
P,Lorenzo Sonego (14269934),Lorenzo Sonego,14269934,P,6500,Cuevas@Sonego 02/10/2020 05:00PM ET,Sonego,19.51,0.413007992795227,0,135,152,140,0.425531914893617,0.396825396825397,0.416666666666667,0
P,Hugo Dellien (14269935),Hugo Dellien,14269935,P,6000,Dellien@Delbonis 02/10/2020 06:20PM ET,Dellien,1.42,0.279224898943209,0,255,270,250,0.28169014084507,0.27027027027027,0.285714285714286,0
