Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Sloane Stephens (14386776),Sloane Stephens,14386776,P,10300,Stephens@Navarro 03/02/2020 09:30PM ET,Stephens,26.7,0.847089947089947,0,-530,-650,-500,0.841269841269841,0.866666666666667,0.833333333333333,1
P,Venus Williams (14386777),Venus Williams,14386777,P,10200,Schmiedlova@Williams 03/02/2020 08:00PM ET,Williams,20.48,0.897435897435897,0,,-225,,,0.692307692307692,,0
P,Yafan Wang (14386778),Yafan Wang,14386778,P,9900,Arruabarrena@Wang 03/02/2020 03:00PM ET,Wang,30.6,0.66647823629169,0,-205,-205,-190,0.672131147540984,0.672131147540984,0.655172413793103,1
P,Timea Babos (14386779),Timea Babos,14386779,P,9600,Bara@Babos 03/02/2020 06:15AM ET,Babos,15.25,1,0,,,,,,,0
P,Alize Cornet (14386780),Alize Cornet,14386780,P,9500,Cornet@Lottner 03/02/2020 07:30AM ET,Cornet,42.01,0.834208629389352,0,-315,,-290,0.759036144578313,,0.743589743589744,1
P,Anna-Lena Friedsam (14386781),Anna-Lena Friedsam,14386781,P,8900,Komardina@Friedsam 03/02/2020 12:45PM ET,Friedsam,8.25,0.799214975845411,0,-245,,-220,0.710144927536232,,0.6875,1
P,Nina Stojanovic (14386782),Nina Stojanovic,14386782,P,8600,Stojanovic@Sharma 03/02/2020 03:35PM ET,Stojanovic,17.82,0.852507374631268,0,,-126,,,0.557522123893805,,0
P,Olga Govortsova (14386783),Olga Govortsova,14386783,P,8200,Dolehide@Govortsova 03/02/2020 06:20PM ET,Govortsova,0,0.512001548586914,0,-105,-110,100,0.51219512195122,0.523809523809524,0.5,1
P,Caroline Garcia (14386784),Caroline Garcia,14386784,P,8100,Minnen@Garcia 03/02/2020 11:30AM ET,Garcia,38.06,0.709401709401709,0,-134,,-125,0.572649572649573,,0.555555555555556,1
P,Rebecca Peterson (14386785),Rebecca Peterson,14386785,P,8000,Peterson@Kozlova 03/02/2020 01:00PM ET,Peterson,25.57,0.601993028182402,0,-155,-154,-145,0.607843137254902,0.606299212598425,0.591836734693878,1
P,Marie Bouzkova (14386786),Marie Bouzkova,14386786,P,7900,Bouzkova@Diyas 03/02/2020 11:00AM ET,Bouzkova,20.11,0.528827954921129,0,-106,-116,-115,0.514563106796116,0.537037037037037,0.534883720930232,-1
P,Priscilla Hon (14386787),Priscilla Hon,14386787,P,7600,Cristian@Hon 03/02/2020 06:30AM ET,Hon,31.06,1,0,,,,,,,0
P,Jaqueline Adina Cristian (14386788),Jaqueline Adina Cristian,14386788,P,7500,Cristian@Hon 03/02/2020 06:30AM ET,Cristian,0,1,0,,,,,,,1
P,Zarina Diyas (14386789),Zarina Diyas,14386789,P,7300,Bouzkova@Diyas 03/02/2020 11:00AM ET,Diyas,54.7,0.529467555300233,0,-117,-116,-105,0.539170506912442,0.537037037037037,0.51219512195122,-1
P,Greet Minnen (14386790),Greet Minnen,14386790,P,7200,Minnen@Garcia 03/02/2020 11:30AM ET,Minnen,29.83,0.656191369606004,0,108,,105,0.480769230769231,,0.487804878048781,0
P,Kateryna Kozlova (14386791),Kateryna Kozlova,14386791,P,7100,Peterson@Kozlova 03/02/2020 01:00PM ET,Kozlova,36.4,0.449201495073055,0,125,118,125,0.444444444444444,0.458715596330275,0.444444444444444,0
P,Caroline Dolehide (14386792),Caroline Dolehide,14386792,P,7000,Dolehide@Govortsova 03/02/2020 06:20PM ET,Dolehide,51.88,0.545454545454545,0,-120,-120,-120,0.545454545454545,0.545454545454545,0.545454545454545,0
P,Astra Sharma (14386793),Astra Sharma,14386793,P,6600,Stojanovic@Sharma 03/02/2020 03:35PM ET,Sharma,18.38,0.83974358974359,0,,-108,,,0.519230769230769,,1
P,Anastasiya Komardina (14386794),Anastasiya Komardina,14386794,P,6300,Komardina@Friedsam 03/02/2020 12:45PM ET,Komardina,0,0.565375302663438,0,195,,180,0.338983050847458,,0.357142857142857,0
P,Antonia Lottner (14386795),Antonia Lottner,14386795,P,5700,Cornet@Lottner 03/02/2020 07:30AM ET,Lottner,12.95,0.529411764705882,0,240,,240,0.294117647058823,,0.294117647058823,0
P,Irina Maria Bara (14386796),Irina Maria Bara,14386796,P,5500,Bara@Babos 03/02/2020 06:15AM ET,Bara,0,1,0,,,,,,,1
P,Lara Arruabarrena (14386797),Lara Arruabarrena,14386797,P,5300,Arruabarrena@Wang 03/02/2020 03:00PM ET,Arruabarrena,0,0.383762471616581,0,163,154,165,0.380228136882129,0.393700787401575,0.377358490566038,0
P,Anna-Karolina Schmiedlova (14386798),Anna-Karolina Schmiedlova,14386798,P,5000,Schmiedlova@Williams 03/02/2020 08:00PM ET,Schmiedlova,18.28,0.792929292929293,0,,164,,,0.378787878787879,,1
P,Emma Navarro (14386799),Emma Navarro,14386799,P,4900,Stephens@Navarro 03/02/2020 09:30PM ET,Navarro,0,0.205615863366623,0,390,370,400,0.204081632653061,0.212765957446808,0.2,0
