Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Milos Raonic (14319822),Milos Raonic,14319822,P,10600,Raonic@Stebe 02/20/2020 08:00PM ET,Raonic,61.88,0.88325445120577,0,-770,-750,-750,0.885057471264368,0.882352941176471,0.882352941176471,1
P,Dominic Thiem (14319823),Dominic Thiem,14319823,P,10200,Munar@Thiem 02/20/2020 06:20PM ET,Thiem,65.95,0.85278972235494,0,-590,-600,-550,0.855072463768116,0.857142857142857,0.846153846153846,1
P,Steve Johnson (14319824),Steve Johnson,14319824,P,9300,Johnson@Sock 02/20/2020 06:00PM ET,Johnson,40.9,0.711484593837535,0,-250,-240,-250,0.714285714285714,0.705882352941176,0.714285714285714,1
P,Borna Coric (14319825),Borna Coric,14319825,P,9200,Seyboth Wild@Coric 02/20/2020 05:00PM ET,Coric,36.65,0.718053457183892,0,-245,-270,-250,0.710144927536232,0.72972972972973,0.714285714285714,1
P,David Goffin (14319826),David Goffin,14319826,P,8900,Gerasimov@Goffin 02/20/2020 02:20PM ET,Goffin,53,0.690510739951039,0,-235,-215,-220,0.701492537313433,0.682539682539683,0.6875,0
P,Gianluca Mager (14319827),Gianluca Mager,14319827,P,8800,Mager@Domingues 02/20/2020 02:30PM ET,Mager,55.5,0.677195340501792,0,-220,-200,-210,0.6875,0.666666666666667,0.67741935483871,1
P,Dusan Lajovic (14319828),Dusan Lajovic,14319828,P,8700,Lajovic@Sonego 02/20/2020 02:30PM ET,Lajovic,53.79,0.653397239604136,0,-190,-196,-180,0.655172413793103,0.662162162162162,0.642857142857143,0
P,Miomir Kecmanovic (14319829),Miomir Kecmanovic,14319829,P,8100,Humbert@Kecmanovic 02/20/2020 12:30PM ET,Kecmanovic,55.7,0.588162102447817,0,-150,-134,-145,0.6,0.572649572649573,0.591836734693878,0
P,Felix Auger-Aliassime (14319830),Felix Auger-Aliassime,14319830,P,7700,Auger-Aliassime@Herbert 02/20/2020 01:00PM ET,Auger-Aliassime,57.05,0.517614569338707,0,-103,100,-120,0.507389162561576,0.5,0.545454545454545,1
P,Frances Tiafoe (14319831),Frances Tiafoe,14319831,P,7600,Tiafoe@Paul 02/20/2020 02:30PM ET,Tiafoe,40.49,0.517121876287887,0,-117,100,-105,0.539170506912442,0.5,0.51219512195122,1
P,Tommy Paul (14319832),Tommy Paul,14319832,P,7500,Tiafoe@Paul 02/20/2020 02:30PM ET,Paul,52.47,0.528827954921129,0,-106,-116,-115,0.514563106796116,0.537037037037037,0.534883720930232,0
P,Pierre-Hugues Herbert (14319833),Pierre-Hugues Herbert,14319833,P,7400,Auger-Aliassime@Herbert 02/20/2020 01:00PM ET,Herbert,56.61,0.528182783084744,0,-121,-116,100,0.547511312217195,0.537037037037037,0.5,0
P,Ugo Humbert (14319834),Ugo Humbert,14319834,P,7100,Humbert@Kecmanovic 02/20/2020 12:30PM ET,Humbert,54.44,0.455426539538689,0,120,114,125,0.454545454545455,0.467289719626168,0.444444444444444,1
P,Lorenzo Sonego (14319835),Lorenzo Sonego,14319835,P,6500,Lajovic@Sonego 02/20/2020 02:30PM ET,Sonego,27.07,0.387801087801088,0,150,164,160,0.4,0.378787878787879,0.384615384615385,1
P,Joao Domingues (14319836),Joao Domingues,14319836,P,6300,Mager@Domingues 02/20/2020 02:30PM ET,Domingues,45.8,0.365881032547699,0,175,170,175,0.363636363636364,0.37037037037037,0.363636363636364,0
P,Egor Gerasimov (14319837),Egor Gerasimov,14319837,P,6200,Gerasimov@Goffin 02/20/2020 02:20PM ET,Gerasimov,57.42,0.355910760113714,0,185,178,180,0.350877192982456,0.359712230215827,0.357142857142857,1
P,Jack Sock (14319838),Jack Sock,14319838,P,6100,Johnson@Sock 02/20/2020 06:00PM ET,Sock,39.58,0.331632343114027,0,195,200,210,0.338983050847458,0.333333333333333,0.32258064516129,0
P,Thiago Seyboth Wild (14319839),Thiago Seyboth Wild,14319839,P,6000,Seyboth Wild@Coric 02/20/2020 05:00PM ET,Seyboth Wild,57,0.326636077122729,0,190,220,210,0.344827586206897,0.3125,0.32258064516129,0
P,Jaume Munar (14319840),Jaume Munar,14319840,P,4900,Munar@Thiem 02/20/2020 06:20PM ET,Munar,40.15,0.189323022656356,0,420,440,425,0.192307692307692,0.185185185185185,0.19047619047619,0
P,Cedrik-Marcel Stebe (14319841),Cedrik-Marcel Stebe,14319841,P,4600,Raonic@Stebe 02/20/2020 08:00PM ET,Stebe,43.64,0.154647435897436,0,540,550,550,0.15625,0.153846153846154,0.153846153846154,0
