Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
2408,1586190027,coot02,0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2422,1586069825,insan.rai,0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586070811,jkman19 (3/4),0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586077449,Ramboh (3/94),0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586080122,pianoclub (38/94),0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586085384,dshocker42 (16/21),0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586106286,miker1171,0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586141343,trhhill (1/2),0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586141844,joshmorris91,0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586147231,bowensml22 (4/9),0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586191882,egriffith80 (12/17),0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586192226,bric75 (76/94),0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2422,1586201382,tjd30 (12/15),0,251.25,P Rafael Nadal P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2434,1586129864,dominicaninja (24/41),0,251.2,P Gael Monfils P Andrey Rublev P Donna Vekic P Alexander Zverev P Belinda Bencic P Kristie Haerim Ahn,,,,,
2435,1586079867,Cannn (23/47),0,249.75,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Kristie Haerim Ahn,,,,,
2436,1585983353,BootySmooth,0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586017248,jayln2103 (1/2),0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586022503,swellbizzy (2/3),0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586037263,JaxBoz,0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586077557,Ramboh (26/94),0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586110082,dictator_teddy (90/94),0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586143733,Clangers (4/10),0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586163414,GerasimovPark (1/2),0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586168467,shawnworldpt,0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586174808,meddy1523 (3/9),0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586184224,psumav (10/10),0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2436,1586185075,chump65,0,249.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Donna Vekic P Pablo Andujar,,,,,
2448,1586059365,KingCatasus (3/4),0,248.9,P Rafael Nadal P Elise Mertens P Naomi Osaka P Diego Sebastian Schwartzman P Kristie Haerim Ahn P Pablo Andujar,,,,,
2448,1586098462,nirros (1/4),0,248.9,P Rafael Nadal P Naomi Osaka P Donna Vekic P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2448,1586119062,BLT210,0,248.9,P Rafael Nadal P Naomi Osaka P Donna Vekic P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2448,1586125541,msg365 (31/94),0,248.9,P Rafael Nadal P Naomi Osaka P Donna Vekic P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2448,1586132979,DoflamingoFTW (2/4),0,248.9,P Rafael Nadal P Naomi Osaka P Donna Vekic P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2453,1585961004,hermes1256,0,248.65,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Pablo Andujar,,,,,
2453,1586080100,pianoclub (16/94),0,248.65,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Pablo Andujar,,,,,
2453,1586116832,thebestplayer92 (2/10),0,248.65,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Pablo Andujar,,,,,
2453,1586134472,mikecitera (10/13),0,248.65,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Pablo Andujar,,,,,
2457,1585882823,tnronald,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1585899951,portugish (4/6),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1585964926,Nisha16 (1/2),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586023382,HearMeRora,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586035839,achipchase,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586040601,Trebor1984 (1/2),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586052520,LaGzZ,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586057083,DitkaRules (2/6),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586057351,DitkaRules (3/6),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586057564,DitkaRules (5/6),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586068216,Wagboys (3/7),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586068968,CactusJack2,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586071972,1234567890jaj (2/3),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586073576,Skipbidder (51/94),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586075056,SILVAJ (9/14),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586077818,wallyworld5510,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586079930,Cannn (27/47),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586087387,NBAKNICKS (1/2),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586093084,SnakeyPete (1/4),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586107909,kentonwong,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586109290,papafried (1/2),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586115748,slapshotmo,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586118270,dkw793 (22/30),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586121586,jhb303,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586126789,jp023384 (2/3),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586147181,Jolly_Fat_Man,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586149397,mg31079,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586155551,GoJaguars15 (1/2),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586159219,timcantona66,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586159569,anotherlefty,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586164320,jimmyscat (3/4),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586166398,cwatkin4 (1/4),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586168757,SouthPhilly77 (2/2),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586188334,cashtre (1/2),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586189901,buzill,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586190822,KingKelly88,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586191881,egriffith80 (11/17),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586192133,bric75 (1/94),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586204081,jboggan,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586205171,RogueKing,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586205689,sabibpe,0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2457,1586210829,aznkillerz (11/12),0,247.8,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2499,1586015281,jordowilso,0,247.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2499,1586024769,timurwin (2/12),0,247.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2499,1586073564,Skipbidder (39/94),0,247.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2499,1586085722,cowboysfan93 (2/7),0,247.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2499,1586127007,JBerg9er (5/10),0,247.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2499,1586166448,Jaclon80 (3/5),0,247.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2499,1586192173,bric75 (23/94),0,247.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2499,1586193434,dude330,0,247.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2507,1586073563,Skipbidder (38/94),0,246.75,P Gael Monfils P Bianca Vanessa Andreescu P Naomi Osaka P Andrey Rublev P Julia Goerges P Marin Cilic,,,,,
2508,1586077498,Ramboh (14/94),0,246.7,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2508,1586080119,pianoclub (35/94),0,246.7,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2508,1586082869,45aui9,0,246.7,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2508,1586150839,LisaJSenior (5/5),0,246.7,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2512,1585894414,Harleywizard (2/2),0,246.65,P Rafael Nadal P Gael Monfils P Naomi Osaka P Julia Goerges P Kristie Haerim Ahn P Taylor Townsend,,,,,
2512,1586110039,dictator_teddy (47/94),0,246.65,P Rafael Nadal P Gael Monfils P Naomi Osaka P Julia Goerges P Kristie Haerim Ahn P Taylor Townsend,,,,,
2512,1586111294,maclin44,0,246.65,P Rafael Nadal P Gael Monfils P Naomi Osaka P Julia Goerges P Kristie Haerim Ahn P Taylor Townsend,,,,,
2512,1586113383,katty.kang (1/15),0,246.65,P Rafael Nadal P Gael Monfils P Naomi Osaka P Julia Goerges P Kristie Haerim Ahn P Taylor Townsend,,,,,
2516,1586111445,leowins7,0,246.25,P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Taylor Townsend,,,,,
2516,1586129878,dominicaninja (38/41),0,246.25,P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Taylor Townsend,,,,,
2518,1586174891,cptscuzzo (1/4),0,245.5,P Gael Monfils P Naomi Osaka P Andrey Rublev P Alexander Zverev P Diego Sebastian Schwartzman P Julia Goerges,,,,,
2519,1585993360,mjungen79 (1/2),0,245.35,P Rafael Nadal P Elise Mertens P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2519,1586070927,andersoncody1992,0,245.35,P Rafael Nadal P Elise Mertens P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2519,1586073580,Skipbidder (55/94),0,245.35,P Rafael Nadal P Elise Mertens P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2519,1586074432,JubPapa (19/20),0,245.35,P Rafael Nadal P Elise Mertens P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2519,1586075269,legend58 (1/4),0,245.35,P Rafael Nadal P Elise Mertens P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2519,1586095523,Donovan214 (1/2),0,245.35,P Rafael Nadal P Elise Mertens P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2519,1586103779,rookiebmakincash (1/2),0,245.35,P Rafael Nadal P Elise Mertens P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2519,1586120494,zdir2000,0,245.35,P Rafael Nadal P Elise Mertens P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2519,1586164537,jeter88 (11/13),0,245.35,P Rafael Nadal P Elise Mertens P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2519,1586192164,bric75 (14/94),0,245.35,P Rafael Nadal P Elise Mertens P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2529,1585923506,agak79 (1/2),0,245.1,P Gael Monfils P Naomi Osaka P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn P Taylor Townsend,,,,,
2530,1586104799,lukegattis (9/10),0,244.45,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2531,1586072345,squirt9696,0,244.35,P Bianca Vanessa Andreescu P Naomi Osaka P Donna Vekic P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2531,1586115709,Grizz113 (4/9),0,244.35,P Bianca Vanessa Andreescu P Naomi Osaka P Donna Vekic P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2531,1586154786,romanestjean (1/2),0,244.35,P Bianca Vanessa Andreescu P Naomi Osaka P Donna Vekic P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2534,1585975419,ruaekdb (2/7),0,244.3,P Gael Monfils P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Julia Goerges P Marin Cilic,,,,,
2535,1586050197,martian63,0,244,P Rafael Nadal P Elise Mertens P Andrey Rublev P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2535,1586137312,Clangers (2/10),0,244,P Rafael Nadal P Elise Mertens P Andrey Rublev P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2535,1586201618,Nick3313 (5/6),0,244,P Rafael Nadal P Elise Mertens P Andrey Rublev P Donna Vekic P Alexander Zverev P Pablo Andujar,,,,,
2538,1585955396,SolSeason (1/2),0,243.25,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2538,1585963061,SolSeason (2/2),0,243.25,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Julia Goerges P Taylor Townsend,,,,,
2540,1586129881,dominicaninja (41/41),0,242.95,P Elise Mertens P Andrey Rublev P Donna Vekic P Belinda Bencic P Pablo Andujar P Marin Cilic,,,,,
2541,1585891602,jujack,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586005440,Sunglee59,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586045805,josean30,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586047733,muckies (2/4),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586067954,InsideWater,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586071911,chiufong,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586072422,BDGallardo (1/2),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586072868,BDGallardo (2/2),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586075050,SILVAJ (3/14),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586078252,psumav (2/10),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586079695,TrueDiamond,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586092869,7eleven7 (4/4),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586093684,cab912,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586096158,KzBoii (1/3),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586103827,inder03,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586104746,kingJmoney11 (7/7),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586110028,dictator_teddy (36/94),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586120521,terrysky2014,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586123580,smsjr,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586125571,msg365 (61/94),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586127572,switchhittur (14/14),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586133826,brokedudeme (1/2),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586143747,Clangers (5/10),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586144935,VVD26 (2/2),0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
2541,1586149141,jamesstroman,0,241.7,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Kristie Haerim Ahn,,,,,
