Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RW,Nikita Kucherov (13829707),Nikita Kucherov,13829707,W/UTIL,8300,BUF@TB 11/25/2019 07:00PM ET,TB,11
LW,Max Pacioretty (13829711),Max Pacioretty,13829711,W/UTIL,7700,VGK@DAL 11/25/2019 08:30PM ET,VGK,13.42
RW,Tyler Seguin (13829713),Tyler Seguin,13829713,W/UTIL,7600,VGK@DAL 11/25/2019 08:30PM ET,DAL,12.13
C,Evgeni Malkin (13829421),Evgeni Malkin,13829421,C/UTIL,7500,CGY@PIT 11/25/2019 07:00PM ET,PIT,14.29
LW,Jake Guentzel (13829715),Jake Guentzel,13829715,W/UTIL,7500,CGY@PIT 11/25/2019 07:00PM ET,PIT,12.26
LW,Artemi Panarin (13829717),Artemi Panarin,13829717,W/UTIL,7400,MIN@NYR 11/25/2019 07:00PM ET,NYR,13.9
LW,Evander Kane (13829719),Evander Kane,13829719,W/UTIL,7200,SJ@LA 11/25/2019 10:30PM ET,SJ,14.88
D,Victor Hedman (13830217),Victor Hedman,13830217,D/UTIL,7100,BUF@TB 11/25/2019 07:00PM ET,TB,12.67
LW,Brady Tkachuk (13829721),Brady Tkachuk,13829721,W/UTIL,7100,OTT@CLS 11/25/2019 07:00PM ET,OTT,11.74
C,William Karlsson (13829429),William Karlsson,13829429,C/UTIL,7100,VGK@DAL 11/25/2019 08:30PM ET,VGK,10.96
C,Brayden Point (13829431),Brayden Point,13829431,C/UTIL,7000,BUF@TB 11/25/2019 07:00PM ET,TB,10.27
LW,Filip Forsberg (13829723),Filip Forsberg,13829723,W/UTIL,7000,STL@NSH 11/25/2019 08:00PM ET,NSH,13.82
RW,Brock Boeser (13829725),Brock Boeser,13829725,W/UTIL,6900,VAN@PHI 11/25/2019 07:00PM ET,VAN,12.08
D,Brent Burns (13830219),Brent Burns,13830219,D/UTIL,6900,SJ@LA 11/25/2019 10:30PM ET,SJ,11.70
RW,Bryan Rust (13829727),Bryan Rust,13829727,W/UTIL,6800,CGY@PIT 11/25/2019 07:00PM ET,PIT,14.25
LW,Matthew Tkachuk (13829729),Matthew Tkachuk,13829729,W/UTIL,6700,CGY@PIT 11/25/2019 07:00PM ET,CGY,10.84
D,Roman Josi (13830221),Roman Josi,13830221,D/UTIL,6700,STL@NSH 11/25/2019 08:00PM ET,NSH,15.13
RW,Mark Stone (13829731),Mark Stone,13829731,W/UTIL,6600,VGK@DAL 11/25/2019 08:30PM ET,VGK,10.65
LW,Claude Giroux (13829733),Claude Giroux,13829733,W/UTIL,6500,VAN@PHI 11/25/2019 07:00PM ET,PHI,11.54
D,Kris Letang (13830223),Kris Letang,13830223,D/UTIL,6500,CGY@PIT 11/25/2019 07:00PM ET,PIT,13.02
D,Alexander Edler (13830225),Alexander Edler,13830225,D/UTIL,6400,VAN@PHI 11/25/2019 07:00PM ET,VAN,12.95
LW,Johnny Gaudreau (13829735),Johnny Gaudreau,13829735,W/UTIL,6400,CGY@PIT 11/25/2019 07:00PM ET,CGY,8.99
D,Mark Giordano (13830227),Mark Giordano,13830227,D/UTIL,6300,CGY@PIT 11/25/2019 07:00PM ET,CGY,10.86
LW,Jonathan Marchessault (13829737),Jonathan Marchessault,13829737,W/UTIL,6300,VGK@DAL 11/25/2019 08:30PM ET,VGK,10.1
D,Thomas Chabot (13830229),Thomas Chabot,13830229,D/UTIL,6200,OTT@CLS 11/25/2019 07:00PM ET,OTT,9.75
RW,Cam Atkinson (13829741),Cam Atkinson,13829741,W/UTIL,6100,OTT@CLS 11/25/2019 07:00PM ET,CLS,10.79
D,Alex Pietrangelo (13830231),Alex Pietrangelo,13830231,D/UTIL,6100,STL@NSH 11/25/2019 08:00PM ET,STL,11.53
D,Jacob Trouba (13830233),Jacob Trouba,13830233,D/UTIL,6000,MIN@NYR 11/25/2019 07:00PM ET,NYR,11.64
RW,Patric Hornqvist (13829743),Patric Hornqvist,13829743,W/UTIL,6000,CGY@PIT 11/25/2019 07:00PM ET,PIT,10.83
C,Logan Couture (13829447),Logan Couture,13829447,C/UTIL,6000,SJ@LA 11/25/2019 10:30PM ET,SJ,11.2
LW,J.T. Miller (13829745),J.T. Miller,13829745,W/UTIL,5900,VAN@PHI 11/25/2019 07:00PM ET,VAN,10.99
D,Drew Doughty (13830235),Drew Doughty,13830235,D/UTIL,5900,SJ@LA 11/25/2019 10:30PM ET,LA,12.21
LW,Jeff Skinner (13829747),Jeff Skinner,13829747,W/UTIL,5800,BUF@TB 11/25/2019 07:00PM ET,BUF,11.03
D,Erik Karlsson (13830237),Erik Karlsson,13830237,D/UTIL,5800,SJ@LA 11/25/2019 10:30PM ET,SJ,9.28
RW,Anthony Duclair (13829749),Anthony Duclair,13829749,W/UTIL,5700,OTT@CLS 11/25/2019 07:00PM ET,OTT,10.36
D,Seth Jones (13830239),Seth Jones,13830239,D/UTIL,5700,OTT@CLS 11/25/2019 07:00PM ET,CLS,10.67
C,Ryan Getzlaf (13829453),Ryan Getzlaf,13829453,C/UTIL,5700,NYI@ANH 11/25/2019 10:00PM ET,ANH,11.14
D,Zach Werenski (13830241),Zach Werenski,13830241,D/UTIL,5600,OTT@CLS 11/25/2019 07:00PM ET,CLS,10.40
C,Ryan O'Reilly (13829455),Ryan O'Reilly,13829455,C/UTIL,5600,STL@NSH 11/25/2019 08:00PM ET,STL,8.85
