David Montgomery,+650,+650,+115
Bo Scarborough,+700,+700,+130
Allen Robinson II,+750,+750,+150
Tarik Cohen,+850,+850,+165
Marvin Jones,+1000,+1000,+210
Kenny Golladay,+1050,+1050,+220
Any Other Detroit Lions Player,+1200,+1200,+250
Anthony Miller,+1400,+1400,+300
Any Other Chicago Bears Player,+1400,+1400,+300
Jeff Driskel,+2200,+2200,+525
Danny Amendola,+2200,+2200,+475
Mitchell Trubisky,+2200,+2200,+400
Javon Wims,+2200,+2200,+500
T.J. Hockenson,+2500,+2500,+525
Ty Johnson,+2500,+2500,+550
JD McKissic,+2800,+2800,+650
Jesper Horsted,+3000,+3000,+650
Cordarrelle Patterson,+3500,+3500,+850
J.P. Holtz,+3500,+3500,+850
Logan Thomas,+5000,+5000,+1100
Jesse James,+7000,+7000,+1600
Ryan Nall,+10000,+10000,+2200
Bradley Sowell,+10000,+10000,+2200
Riley Ridley,+10000,+10000,+2200
Isaac Nauta,+10000,+10000,+2200
Ezekiel Elliott,+400,+400,-225
Amari Cooper,+950,+950,+150
Josh Allen (1996),+1050,+1050,+160
Devin Singletary,+1050,+1050,+160
Dak Prescott,+1200,+1200,+200
Michael Gallup,+1300,+1300,+225
John Brown,+1400,+1400,+225
Randall Cobb,+1600,+1600,+300
Cole Beasley,+1600,+1600,+260
Frank Gore,+1600,+1600,+260
Jason Witten,+1800,+1800,+325
Any Other Dallas Cowboys Player,+2200,+2200,+425
Tony Pollard,+2500,+2500,+450
Isaiah McKenzie,+2800,+2800,+500
Dawson Knox,+3300,+3300,+600
Any Other BUF Bills Player,+3300,+3300,+600
Blake Jarwin,+3500,+3500,+650
Tavon Austin,+5500,+5500,+950
Tyler Kroft,+7000,+7000,+1300
Robert Foster,+8000,+8000,+1600
Dalton Schultz,+10000,+10000,+2200
Devin Smith,+10000,+10000,+2200
Ventell Bryant,+10000,+10000,+2200
Cedrick Wilson,+10000,+10000,+2200
Jamize Olawale,+10000,+10000,+2200
Senorise Perry,+10000,+10000,+2200
TJ Yeldon,+10000,+10000,+2200
Duke Williams,+10000,+10000,+2200
Lee Smith,+10000,+10000,+2200
Andre Roberts,+10000,+10000,+2200
Patrick DiMarco,+10000,+10000,+2200
Tommy Sweeney,+10000,+10000,+2200
Alvin Kamara,+500,+500,-182
Michael Thomas (1993),+650,+650,-115
Julio Jones,+950,+950,+140
Devonta Freeman,+1050,+1050,+150
Latavius Murray,+1050,+1050,+150
Calvin Ridley,+1100,+1100,+150
Jared Cook,+1200,+1200,+180
Brian Hill,+1800,+1800,+300
Ted Ginn Jr,+1800,+1800,+300
Russell Gage,+2000,+2000,+300
Qadree Ollison,+2200,+2200,+400
Tre'Quan Smith,+2200,+2200,+375
Taysom Hill,+2200,+2200,+375
Any Other New Orleans Saints Player,+2200,+2200,+375
Jaeden Graham,+3300,+3300,+550
Luke Stocker,+3300,+3300,+550
Christian Blake,+3300,+3300,+550
Any Other ATL Falcons Player,+3300,+3300,+550
Josh Hill,+3500,+3500,+650
Kenjon Barner,+4500,+4500,+1200
Justin Hardy,+4500,+4500,+750
Drew Brees,+5500,+5500,+900
Keith Kirkwood,+5500,+5500,+1000
Krishawn Hogan,+6600,+6600,+1200
Matt Ryan,+9000,+9000,+1500
Keith Smith,+10000,+10000,+2200
Olamide Zaccheaus,+10000,+10000,+2200
Brandon Powell,+10000,+10000,+2200
Zach Line,+10000,+10000,+2200
Dwayne Washington,+10000,+10000,+2200
Deonte Harris,+10000,+10000,+2200
Dan Arnold,+10000,+10000,+2200
Jason Vander Laan,+10000,+10000,+2200
