Tyreek Hill,+600,+600,-134
Damien Williams,+650,+650,-125
Travis Kelce,+650,+650,-125
DeAndre Hopkins,+1200,+1200,+145
Carlos Hyde,+1200,+1200,+160
Sammy Watkins,+1600,+1600,+250
LeSean McCoy,+1600,+1600,+250
Will Fuller,+1600,+1600,+225
Deshaun Watson,+1800,+1800,+250
Mecole Hardman,+2000,+2000,+325
Kenny Stills,+2000,+2000,+275
Darren Fells,+2000,+2000,+275
Duke Johnson,+2000,+2000,+285
Any Other Kansas City Chiefs Player,+2000,+2000,+325
Darwin Thompson,+2500,+2500,+370
Demarcus Robinson,+2800,+2800,+450
Patrick Mahomes,+2800,+2800,+475
Any Other Houston Texans Player,+3500,+3500,+550
Blake Bell,+5000,+5000,+800
Byron Pringle,+6000,+6000,+1100
DeAndre Carter,+8000,+8000,+1000
Anthony Sherman,+10000,+10000,+2200
Deon Yelder,+10000,+10000,+2200
Cullen Gillaspia,+10000,+10000,+2200
Steven Mitchell Jr.,+10000,+10000,+2200
Jordan Thomas,+10000,+10000,+2200
Buddy Howell,+10000,+10000,+2200
Keke Coutee,+10000,+10000,+1800
Taiwan Jones,+10000,+10000,+2200
Aaron Jones,+475,+475,-182
Davante Adams,+750,+750,+110
Marshawn Lynch,+900,+900,+130
Tyler Lockett,+1100,+1100,+160
D.K. Metcalf,+1100,+1100,+160
Travis Homer,+1300,+1300,+200
Jamaal Williams,+1400,+1400,+225
Allen Lazard,+1600,+1600,+285
Jimmy Graham,+1600,+1600,+285
Jacob Hollister,+1600,+1600,+260
Geronimo Allison,+2500,+2500,+425
Marquez Valdes-Scantling,+2500,+2500,+425
Any Other Green Bay Packers Player,+2500,+2500,+425
Russell Wilson,+2800,+2800,+450
Any Other Seattle Seahawks Player,+2800,+2800,+450
Aaron Rodgers,+3300,+3300,+600
David Moore,+3300,+3300,+550
Jaron Brown,+3300,+3300,+550
Malik Turner,+4000,+4000,+1000
Jake Kumerow,+5000,+5000,+600
Marcedes Lewis,+5000,+5000,+1100
Robert Tonyan,+8000,+8000,+1500
Dexter Williams,+10000,+10000,+2200
Dan Vitale,+10000,+10000,+2200
Ryan Grant,+10000,+10000,+2200
Jace Sternberger,+10000,+10000,+2200
Tyler Ervin,+10000,+10000,+2200
Robert Turbin,+10000,+10000,+2200
Luke Willson,+10000,+10000,+2200
John Ursua,+10000,+10000,+2200
Nick Bellore,+10000,+10000,+2200
Tyrone Swoopes,+10000,+10000,+2200
