Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Novak Djokovic (13504965),Novak Djokovic,13504965,P,10400,Pouille@Djokovic 10/04/2019 12:40AM ET,Djokovic,67.8,-1003,0,-910,-1200,-900,,,,1
P,Alexander Zverev (13504966),Alexander Zverev,13504966,P,9800,Zverev@Querrey 10/04/2019 07:30AM ET,Zverev,52.45,-323,0,,-320,-325,,,,1
P,Caroline Wozniacki (13504967),Caroline Wozniacki,13504967,P,9500,Wozniacki@Kasatkina 10/04/2019 04:30AM ET,Wozniacki,53.39,-225,0,-235,-220,-220,,,,1
P,Dominic Thiem (13504968),Dominic Thiem,13504968,P,9200,Murray@Thiem 10/04/2019 02:30AM ET,Thiem,56.88,-225,0,-220,-235,-220,,,,1
P,John Millman (13504969),John Millman,13504969,P,9100,Daniel@Millman 10/03/2019 11:20PM ET,Millman,47.13,-217,0,-220,-210,-220,,,,1
P,David Goffin (13504970),David Goffin,13504970,P,8900,Chung@Goffin 10/04/2019 06:00AM ET,Goffin,52,-205,0,-200,-215,-200,,,,1
P,Elina Svitolina (13504971),Elina Svitolina,13504971,P,8700,Bertens@Svitolina 10/04/2019 02:30AM ET,Svitolina,54.16,-185,0,-186,-190,-180,,,,0
P,Karen Khachanov (13504972),Karen Khachanov,13504972,P,8600,Fognini@Khachanov 10/04/2019 12:30AM ET,Khachanov,46.29,-177,0,-175,-180,-175,,,,1
P,Reilly Opelka (13504973),Reilly Opelka,13504973,P,8500,Uchiyama@Opelka 10/03/2019 10:00PM ET,Opelka,54.88,-172,0,-177,-174,-165,,,,1
P,Bianca Vanessa Andreescu (13504974),Bianca Vanessa Andreescu,13504974,P,8400,Osaka@Andreescu 10/04/2019 09:00AM ET,Andreescu,63.78,-150,0,-162,-138,-150,,,,0
P,Stefanos Tsitsipas (13504975),Stefanos Tsitsipas,13504975,P,8300,Tsitsipas@Isner 10/04/2019 04:30AM ET,Tsitsipas,56.36,-142,0,-139,-138,-150,,,,1
P,Petra Kvitova (13504976),Petra Kvitova,13504976,P,7800,Kvitova@Barty 10/04/2019 12:30AM ET,Kvitova,59.81,-115,0,-112,-112,-120,,,,0
P,Ashleigh Barty (13504977),Ashleigh Barty,13504977,P,7600,Kvitova@Barty 10/04/2019 12:30AM ET,Barty,64.54,-4,0,-112,1,100,,,,1
P,John Isner (13504978),John Isner,13504978,P,7400,Tsitsipas@Isner 10/04/2019 04:30AM ET,Isner,63.08,120,0,112,118,130,,,,0
P,Naomi Osaka (13504979),Naomi Osaka,13504979,P,7200,Osaka@Andreescu 10/04/2019 09:00AM ET,Osaka,61.41,127,0,130,120,130,,,,1
P,Yasutaka Uchiyama (13504980),Yasutaka Uchiyama,13504980,P,7000,Uchiyama@Opelka 10/03/2019 10:00PM ET,Uchiyama,61.68,144,0,140,148,145,,,,0
P,Fabio Fognini (13504981),Fabio Fognini,13504981,P,6900,Fognini@Khachanov 10/04/2019 12:30AM ET,Fognini,47.77,149,0,140,152,155,,,,0
P,Kiki Bertens (13504982),Kiki Bertens,13504982,P,6700,Bertens@Svitolina 10/04/2019 02:30AM ET,Bertens,56.23,157,0,150,160,160,,,,1
P,Hyeon Chung (13504983),Hyeon Chung,13504983,P,6600,Chung@Goffin 10/04/2019 06:00AM ET,Chung,41.54,169,0,160,176,170,,,,0
P,Andy Murray (13504984),Andy Murray,13504984,P,6500,Murray@Thiem 10/04/2019 02:30AM ET,Murray,46.65,183,0,175,194,180,,,,0
P,Taro Daniel (13504985),Taro Daniel,13504985,P,6400,Daniel@Millman 10/03/2019 11:20PM ET,Daniel,37.54,178,0,175,178,180,,,,0
P,Daria Kasatkina (13504986),Daria Kasatkina,13504986,P,6300,Wozniacki@Kasatkina 10/04/2019 04:30AM ET,Kasatkina,33.46,183,0,185,184,180,,,,0
P,Sam Querrey (13504987),Sam Querrey,13504987,P,6000,Zverev@Querrey 10/04/2019 07:30AM ET,Querrey,55.71,263,0,,260,265,,,,0
P,Lucas Pouille (13504988),Lucas Pouille,13504988,P,5000,Pouille@Djokovic 10/04/2019 12:40AM ET,Pouille,46.29,690,0,600,820,650,,,,0
