Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Marc-Andre Fleury (13589447),Marc-Andre Fleury,13589447,G,8400,OTT@VGK 10/17/2019 10:00PM ET,VGK,15.77
G,Carey Price (13589448),Carey Price,13589448,G,8300,MIN@MON 10/17/2019 07:00PM ET,MON,12.08
G,Jordan Binnington (13589449),Jordan Binnington,13589449,G,8200,VAN@STL 10/17/2019 08:00PM ET,STL,14.84
G,Malcolm Subban (13589465),Malcolm Subban,13589465,G,8200,OTT@VGK 10/17/2019 10:00PM ET,VGK,1.4
G,Oscar Dansk (13589466),Oscar Dansk,13589466,G,8200,OTT@VGK 10/17/2019 10:00PM ET,VGK,0
G,Keith Kinkaid (13589467),Keith Kinkaid,13589467,G,8100,MIN@MON 10/17/2019 07:00PM ET,MON,8.3
G,David Rittich (13589450),David Rittich,13589450,G,8100,DET@CGY 10/17/2019 09:00PM ET,CGY,15.12
G,Jake Allen (13589468),Jake Allen,13589468,G,8000,VAN@STL 10/17/2019 08:00PM ET,STL,9.5
G,Pekka Rinne (13589451),Pekka Rinne,13589451,G,8000,NSH@ARI 10/17/2019 10:00PM ET,NSH,15.45
G,Henrik Lundqvist (13589452),Henrik Lundqvist,13589452,G,7900,NYR@NJ 10/17/2019 07:00PM ET,NYR,15.35
G,Cam Talbot (13589469),Cam Talbot,13589469,G,7900,DET@CGY 10/17/2019 09:00PM ET,CGY,1.4
G,Tuukka Rask (13589453),Tuukka Rask,13589453,G,7800,TB@BOS 10/17/2019 07:00PM ET,BOS,23.67
G,Jaroslav Halak (13589470),Jaroslav Halak,13589470,G,7800,TB@BOS 10/17/2019 07:00PM ET,BOS,23.13
C,Mika Zibanejad (13588275),Mika Zibanejad,13588275,C/UTIL,7800,NYR@NJ 10/17/2019 07:00PM ET,NYR,31.07
G,Juuse Saros (13589471),Juuse Saros,13589471,G,7800,NSH@ARI 10/17/2019 10:00PM ET,NSH,1.4
G,Carter Hutton (13589454),Carter Hutton,13589454,G,7800,BUF@LA 10/17/2019 10:30PM ET,BUF,17.32
G,Alexandar Georgiev (13589472),Alexandar Georgiev,13589472,G,7700,NYR@NJ 10/17/2019 07:00PM ET,NYR,24.2
G,Connor Hellebuyck (13589455),Connor Hellebuyck,13589455,G,7700,NYI@WPG 10/17/2019 08:00PM ET,WPG,17.26
RW,Mark Stone (13588537),Mark Stone,13588537,W/UTIL,7700,OTT@VGK 10/17/2019 10:00PM ET,VGK,15.6
G,Semyon Varlamov (13589456),Semyon Varlamov,13589456,G,7600,NYI@WPG 10/17/2019 08:00PM ET,NYI,11.4
G,Thomas Greiss (13589473),Thomas Greiss,13589473,G,7600,NYI@WPG 10/17/2019 08:00PM ET,NYI,14.65
