Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Andrey Rublev (13596365),Andrey Rublev,13596365,P,10800,Rublev@Milojevic 10/18/2019 12:45PM ET,Rublev,51.25,-1133,0,-1250,-950,-1200,,,,1
P,Denis Shapovalov (13596366),Denis Shapovalov,13596366,P,10000,Stebe@Shapovalov 10/18/2019 12:30PM ET,Shapovalov,47.06,-445,0,-500,-410,-425,,,,1
P,Andy Murray (13596367),Andy Murray,13596367,P,9600,Copil@Murray 10/18/2019 12:30PM ET,Murray,49.65,-327,0,-315,-340,-325,,,,1
P,Jelena Ostapenko (13596368),Jelena Ostapenko,13596368,P,9100,Lottner@Ostapenko 10/18/2019 12:00PM ET,Ostapenko,35.73,-252,0,-265,-240,-250,,,,1
P,Julia Goerges (13596369),Julia Goerges,13596369,P,8600,Goerges@Puig 10/18/2019 01:15PM ET,Goerges,50.26,-185,0,-195,-180,-180,,,,1
P,Ugo Humbert (13596370),Ugo Humbert,13596370,P,7900,Humbert@Pella 10/18/2019 01:50PM ET,Humbert,47.38,-149,0,-150,-152,-145,,,,1
P,Yuichi Sugita (13596371),Yuichi Sugita,13596371,P,7700,Sugita@Tipsarevic 10/18/2019 01:50PM ET,Sugita,40.88,-115,0,-117,-108,-120,,,,1
P,Anastasia Pavlyuchenkova (13596372),Anastasia Pavlyuchenkova,13596372,P,7600,Pavlyuchenkova@Kudermetova 10/18/2019 11:30AM ET,Pavlyuchenkova,44.9,-110,0,-112,-108,,,,,1
P,Veronika Kudermetova (13596373),Veronika Kudermetova,13596373,P,7500,Pavlyuchenkova@Kudermetova 10/18/2019 11:30AM ET,Kudermetova,51.85,-110,0,-112,-108,,,,,0
P,Janko Tipsarevic (13596374),Janko Tipsarevic,13596374,P,7400,Sugita@Tipsarevic 10/18/2019 01:50PM ET,Tipsarevic,45.02,-2,0,1,-108,100,,,,0
P,Guido Pella (13596375),Guido Pella,13596375,P,7200,Humbert@Pella 10/18/2019 01:50PM ET,Pella,50.4,125,0,120,130,125,,,,0
P,Monica Puig (13596376),Monica Puig,13596376,P,6600,Goerges@Puig 10/18/2019 01:15PM ET,Puig,47.27,156,0,155,154,160,,,,0
P,Antonia Lottner (13596377),Antonia Lottner,13596377,P,6100,Lottner@Ostapenko 10/18/2019 12:00PM ET,Lottner,40.62,203,0,200,198,210,,,,0
P,Marius Copil (13596378),Marius Copil,13596378,P,5600,Copil@Murray 10/18/2019 12:30PM ET,Copil,35.84,258,0,240,270,265,,,,0
P,Cedrik-Marcel Stebe (13596379),Cedrik-Marcel Stebe,13596379,P,5200,Stebe@Shapovalov 10/18/2019 12:30PM ET,Stebe,37.89,338,0,350,320,345,,,,0
P,Nikola Milojevic (13596380),Nikola Milojevic,13596380,P,4400,Rublev@Milojevic 10/18/2019 12:45PM ET,Milojevic,83,720,0,750,660,750,,,,0
