Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Thiago Monteiro (14294478),Thiago Monteiro,14294478,P,9400,Sousa@Monteiro 02/14/2020 07:00PM ET,Monteiro,51.92,0.769739779969959,0,-360,-320,-325,0.782608695652174,0.761904761904762,0.764705882352941,0
P,Andrey Rublev (14294479),Andrey Rublev,14294479,P,9300,Rublev@Krajinovic 02/14/2020 02:50PM ET,Rublev,68.75,0.74889205444761,0,-305,-290,-300,0.753086419753086,0.743589743589744,0.75,0
P,Reilly Opelka (14294480),Reilly Opelka,14294480,P,9200,Jung@Opelka 02/14/2020 07:30PM ET,Opelka,49.3,0.71603250550619,0,-250,-280,-230,0.714285714285714,0.736842105263158,0.696969696969697,0
P,Casper Ruud (14294481),Casper Ruud,14294481,P,8900,Lajovic@Ruud 02/14/2020 12:30PM ET,Ruud,63.91,0.682382133995037,0,-225,-210,-210,0.692307692307692,0.67741935483871,0.67741935483871,1
P,Gael Monfils (14294482),Gael Monfils,14294482,P,8800,Evans@Monfils 02/14/2020 01:30PM ET,Monfils,65.56,0.671343537414966,0,-200,-194,-220,0.666666666666667,0.659863945578231,0.6875,1
P,Kyle Edmund (14294483),Kyle Edmund,14294483,P,8300,Kwon@Edmund 02/14/2020 01:20PM ET,Edmund,49.25,0.626144645145215,0,-177,-166,-160,0.63898916967509,0.62406015037594,0.615384615384615,1
P,Guido Pella (14294484),Guido Pella,14294484,P,8200,Pella@Londero 02/14/2020 01:50PM ET,Pella,46.78,0.523532132698144,0,-117,-108,-105,0.539170506912442,0.519230769230769,0.51219512195122,0
P,Ugo Humbert (14294485),Ugo Humbert,14294485,P,8000,Humbert@Kecmanovic 02/14/2020 12:00PM ET,Humbert,54.4,0.585057477833789,0,-141,-142,-140,0.5850622406639,0.586776859504132,0.583333333333333,0
P,Miomir Kecmanovic (14294486),Miomir Kecmanovic,14294486,P,7500,Humbert@Kecmanovic 02/14/2020 12:00PM ET,Kecmanovic,60.36,0.467534801646951,0,114,108,120,0.467289719626168,0.480769230769231,0.454545454545455,1
P,Juan Ignacio Londero (14294487),Juan Ignacio Londero,14294487,P,7000,Pella@Londero 02/14/2020 01:50PM ET,Londero,44.47,0.522892532319039,0,-106,-108,-115,0.514563106796116,0.519230769230769,0.534883720930232,1
P,Soonwoo Kwon (14294488),Soonwoo Kwon,14294488,P,6800,Kwon@Edmund 02/14/2020 01:20PM ET,Kwon,56.25,0.427927927927928,0,140,122,140,0.416666666666667,0.450450450450451,0.416666666666667,0
P,Dusan Lajovic (14294489),Dusan Lajovic,14294489,P,6300,Lajovic@Ruud 02/14/2020 12:30PM ET,Lajovic,60.19,0.362328319162851,0,175,178,175,0.363636363636364,0.359712230215827,0.363636363636364,0
P,Daniel Evans (14294490),Daniel Evans,14294490,P,6200,Evans@Monfils 02/14/2020 01:30PM ET,Evans,58.52,0.385704084178647,0,155,158,165,0.392156862745098,0.387596899224806,0.377358490566038,0
P,Jason Jung (14294491),Jason Jung,14294491,P,5800,Jung@Opelka 02/14/2020 07:30PM ET,Jung,69.4,0.335343257333082,0,200,205,190,0.333333333333333,0.327868852459016,0.344827586206897,1
P,Filip Krajinovic (14294492),Filip Krajinovic,14294492,P,5700,Rublev@Krajinovic 02/14/2020 02:50PM ET,Krajinovic,54.43,0.304679255238957,0,235,230,220,0.298507462686567,0.303030303030303,0.3125,1
P,Pedro Sousa (14294493),Pedro Sousa,14294493,P,5600,Sousa@Monteiro 02/14/2020 07:00PM ET,Sousa,63.28,0.272805682394723,0,275,260,265,0.266666666666667,0.277777777777778,0.273972602739726,1
