Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
LW,Jamie Benn (13754909),Jamie Benn,13754909,W/UTIL,4900,DAL@CGY 11/13/2019 09:30PM ET,DAL,6.52
D,Nate Schmidt (13755153),Nate Schmidt,13755153,D/UTIL,4900,CHI@VGK 11/13/2019 10:00PM ET,VGK,9.54
D,Esa Lindell (13755155),Esa Lindell,13755155,D/UTIL,4800,DAL@CGY 11/13/2019 09:30PM ET,DAL,7.29
C,Paul Stastny (13754737),Paul Stastny,13754737,C/UTIL,4800,CHI@VGK 11/13/2019 10:00PM ET,VGK,6.93
LW,Andreas Johnsson (13754907),Andreas Johnsson,13754907,W/UTIL,4800,TOR@NYI 11/13/2019 07:00PM ET,TOR,8.55
D,Ivan Provorov (13755157),Ivan Provorov,13755157,D/UTIL,4700,WAS@PHI 11/13/2019 07:30PM ET,PHI,9.04
D,John Klingberg (13755159),John Klingberg,13755159,D/UTIL,4700,DAL@CGY 11/13/2019 09:30PM ET,DAL,6.64
C,Jonathan Toews (13754739),Jonathan Toews,13754739,C/UTIL,4700,CHI@VGK 11/13/2019 10:00PM ET,CHI,7.11
LW,Josh Bailey (13754911),Josh Bailey,13754911,W/UTIL,4700,TOR@NYI 11/13/2019 07:00PM ET,NYI,8.09
D,Sami Vatanen (13755161),Sami Vatanen,13755161,D/UTIL,4600,OTT@NJ 11/13/2019 07:00PM ET,NJ,8.57
RW,Jakub Voracek (13754913),Jakub Voracek,13754913,W/UTIL,4600,WAS@PHI 11/13/2019 07:30PM ET,PHI,8.78
C,Dylan Strome (13754741),Dylan Strome,13754741,C/UTIL,4600,CHI@VGK 11/13/2019 10:00PM ET,CHI,7.44
LW,Zach Hyman (13759147),Zach Hyman,13759147,W/UTIL,4600,TOR@NYI 11/13/2019 07:00PM ET,TOR,0
LW,Vladislav Namestnikov (13754915),Vladislav Namestnikov,13754915,W/UTIL,4500,OTT@NJ 11/13/2019 07:00PM ET,OTT,9.22
D,Jake Muzzin (13755165),Jake Muzzin,13755165,D/UTIL,4500,TOR@NYI 11/13/2019 07:00PM ET,TOR,9.68
D,Devon Toews (13755167),Devon Toews,13755167,D/UTIL,4500,TOR@NYI 11/13/2019 07:00PM ET,NYI,8.36
C,Jack Hughes (13754743),Jack Hughes,13754743,C/UTIL,4400,OTT@NJ 11/13/2019 07:00PM ET,NJ,7.2
RW,Alex Tuch (13754923),Alex Tuch,13754923,W/UTIL,4400,CHI@VGK 11/13/2019 10:00PM ET,VGK,6.5
D,Duncan Keith (13755163),Duncan Keith,13755163,D/UTIL,4400,CHI@VGK 11/13/2019 10:00PM ET,CHI,8.01
C,Nico Hischier (13754745),Nico Hischier,13754745,C/UTIL,4300,OTT@NJ 11/13/2019 07:00PM ET,NJ,6.33
LW,Denis Gurianov (13754919),Denis Gurianov,13754919,W/UTIL,4300,DAL@CGY 11/13/2019 09:30PM ET,DAL,7.88
LW,Brandon Saad (13754917),Brandon Saad,13754917,W/UTIL,4300,CHI@VGK 11/13/2019 10:00PM ET,CHI,8.39
RW,Kasperi Kapanen (13754921),Kasperi Kapanen,13754921,W/UTIL,4300,TOR@NYI 11/13/2019 07:00PM ET,TOR,6.13
D,Adam Pelech (13755169),Adam Pelech,13755169,D/UTIL,4300,TOR@NYI 11/13/2019 07:00PM ET,NYI,8.88
RW,Wayne Simmonds (13754933),Wayne Simmonds,13754933,W/UTIL,4200,OTT@NJ 11/13/2019 07:00PM ET,NJ,8.34
C,Lars Eller (13754749),Lars Eller,13754749,C/UTIL,4200,WAS@PHI 11/13/2019 07:30PM ET,WAS,7.21
LW,Oskar Lindblom (13754929),Oskar Lindblom,13754929,W/UTIL,4200,WAS@PHI 11/13/2019 07:30PM ET,PHI,9.52
D,Shea Theodore (13755173),Shea Theodore,13755173,D/UTIL,4200,CHI@VGK 11/13/2019 10:00PM ET,VGK,7.28
LW,Anthony Beauvillier (13754927),Anthony Beauvillier,13754927,W/UTIL,4200,TOR@NYI 11/13/2019 07:00PM ET,NYI,6.46
LW,Ilya Mikheyev (13754931),Ilya Mikheyev,13754931,W/UTIL,4200,TOR@NYI 11/13/2019 07:00PM ET,TOR,7.67
C,Chris Tierney (13754747),Chris Tierney,13754747,C/UTIL,4100,OTT@NJ 11/13/2019 07:00PM ET,OTT,6.05
D,Nikita Zaitsev (13755175),Nikita Zaitsev,13755175,D/UTIL,4100,OTT@NJ 11/13/2019 07:00PM ET,OTT,8.79
RW,Joe Pavelski (13754925),Joe Pavelski,13754925,W/UTIL,4100,DAL@CGY 11/13/2019 09:30PM ET,DAL,6.51
RW,Jordan Eberle (13754935),Jordan Eberle,13754935,W/UTIL,4100,TOR@NYI 11/13/2019 07:00PM ET,NYI,6.9
RW,Joel Farabee (13754937),Joel Farabee,13754937,W/UTIL,4000,WAS@PHI 11/13/2019 07:30PM ET,PHI,7.27
D,Johnny Boychuk (13755177),Johnny Boychuk,13755177,D/UTIL,4000,TOR@NYI 11/13/2019 07:00PM ET,NYI,8.48
RW,Connor Brown (13754939),Connor Brown,13754939,W/UTIL,3900,OTT@NJ 11/13/2019 07:00PM ET,OTT,8.04
D,Dmitry Orlov (13755179),Dmitry Orlov,13755179,D/UTIL,3900,WAS@PHI 11/13/2019 07:30PM ET,WAS,6.60
RW,Derick Brassard (13754941),Derick Brassard,13754941,W/UTIL,3900,TOR@NYI 11/13/2019 07:00PM ET,NYI,6.96
D,Scott Mayfield (13755181),Scott Mayfield,13755181,D/UTIL,3900,TOR@NYI 11/13/2019 07:00PM ET,NYI,7.39
D,Andy Greene (13755185),Andy Greene,13755185,D/UTIL,3800,OTT@NJ 11/13/2019 07:00PM ET,NJ,7.31
C,Nolan Patrick (13754755),Nolan Patrick,13754755,C/UTIL,3800,WAS@PHI 11/13/2019 07:30PM ET,PHI,0
D,Erik Gustafsson (13755187),Erik Gustafsson,13755187,D/UTIL,3800,CHI@VGK 11/13/2019 10:00PM ET,CHI,4.81
LW,Alexander Kerfoot (13754753),Alexander Kerfoot,13754753,W/UTIL,3800,TOR@NYI 11/13/2019 07:00PM ET,TOR,6.63
C,Colin White (13754757),Colin White,13754757,C/UTIL,3700,OTT@NJ 11/13/2019 07:00PM ET,OTT,5.34
LW,Nick Paul (13754943),Nick Paul,13754943,W/UTIL,3700,OTT@NJ 11/13/2019 07:00PM ET,OTT,7.58
D,Shayne Gostisbehere (13755189),Shayne Gostisbehere,13755189,D/UTIL,3700,WAS@PHI 11/13/2019 07:30PM ET,PHI,5.96
D,Nick Leddy (13755183),Nick Leddy,13755183,D/UTIL,3700,TOR@NYI 11/13/2019 07:00PM ET,NYI,7.71
RW,Tyler Ennis (13754945),Tyler Ennis,13754945,W/UTIL,3600,OTT@NJ 11/13/2019 07:00PM ET,OTT,6.86
D,Matt Niskanen (13755191),Matt Niskanen,13755191,D/UTIL,3600,WAS@PHI 11/13/2019 07:30PM ET,PHI,7.13
C,Casey Cizikas (13754759),Casey Cizikas,13754759,C/UTIL,3600,TOR@NYI 11/13/2019 07:00PM ET,NYI,7.14
D,Radko Gudas (13755195),Radko Gudas,13755195,D/UTIL,3500,WAS@PHI 11/13/2019 07:30PM ET,WAS,6.35
C,Jason Dickinson (13754761),Jason Dickinson,13754761,C/UTIL,3500,DAL@CGY 11/13/2019 09:30PM ET,DAL,3.82
D,Travis Hamonic (13755193),Travis Hamonic,13755193,D/UTIL,3500,DAL@CGY 11/13/2019 09:30PM ET,CGY,6.50
RW,Alex Nylander (13754947),Alex Nylander,13754947,W/UTIL,3500,CHI@VGK 11/13/2019 10:00PM ET,CHI,5.86
C,Mikael Backlund (13754763),Mikael Backlund,13754763,C/UTIL,3400,DAL@CGY 11/13/2019 09:30PM ET,CGY,6.24
D,Noah Hanifin (13755197),Noah Hanifin,13755197,D/UTIL,3400,DAL@CGY 11/13/2019 09:30PM ET,CGY,7.52
D,Brent Seabrook (13755199),Brent Seabrook,13755199,D/UTIL,3400,CHI@VGK 11/13/2019 10:00PM ET,CHI,6.38
C,Logan Brown (13754765),Logan Brown,13754765,C/UTIL,3300,OTT@NJ 11/13/2019 07:00PM ET,OTT,4.32
LW,Pavel Zacha (13754951),Pavel Zacha,13754951,W/UTIL,3300,OTT@NJ 11/13/2019 07:00PM ET,NJ,5.97
D,Mark Borowiecki (13755201),Mark Borowiecki,13755201,D/UTIL,3300,OTT@NJ 11/13/2019 07:00PM ET,OTT,7.42
D,Philippe Myers (13755209),Philippe Myers,13755209,D/UTIL,3300,WAS@PHI 11/13/2019 07:30PM ET,PHI,9.1
RW,Andrew Shaw (13754953),Andrew Shaw,13754953,W/UTIL,3300,CHI@VGK 11/13/2019 10:00PM ET,CHI,5.95
D,Jonas Siegenthaler (13755205),Jonas Siegenthaler,13755205,D/UTIL,3200,WAS@PHI 11/13/2019 07:30PM ET,WAS,5.70
C,Radek Faksa (13754767),Radek Faksa,13754767,C/UTIL,3200,DAL@CGY 11/13/2019 09:30PM ET,DAL,6.48
D,T.J. Brodie (13755207),T.J. Brodie,13755207,D/UTIL,3200,DAL@CGY 11/13/2019 09:30PM ET,CGY,5.84
RW,Dominik Kubalik (13754957),Dominik Kubalik,13754957,W/UTIL,3200,CHI@VGK 11/13/2019 10:00PM ET,CHI,7.93
D,Calvin de Haan (13755203),Calvin de Haan,13755203,D/UTIL,3200,CHI@VGK 11/13/2019 10:00PM ET,CHI,7.69
RW,Cal Clutterbuck (13754955),Cal Clutterbuck,13754955,W/UTIL,3200,TOR@NYI 11/13/2019 07:00PM ET,NYI,6.04
RW,Jesper Bratt (13754961),Jesper Bratt,13754961,W/UTIL,3100,OTT@NJ 11/13/2019 07:00PM ET,NJ,5.32
RW,Corey Perry (13754965),Corey Perry,13754965,W/UTIL,3100,DAL@CGY 11/13/2019 09:30PM ET,DAL,5.21
D,Andrej Sekera (13755211),Andrej Sekera,13755211,D/UTIL,3100,DAL@CGY 11/13/2019 09:30PM ET,DAL,5.48
C,Cody Eakin (13754769),Cody Eakin,13754769,C/UTIL,3100,CHI@VGK 11/13/2019 10:00PM ET,VGK,3.39
D,Cody Ceci (13755213),Cody Ceci,13755213,D/UTIL,3100,TOR@NYI 11/13/2019 07:00PM ET,TOR,5.98
C,Artem Anisimov (13754771),Artem Anisimov,13754771,C/UTIL,3000,OTT@NJ 11/13/2019 07:00PM ET,OTT,6.57
D,Dylan DeMelo (13755219),Dylan DeMelo,13755219,D/UTIL,3000,OTT@NJ 11/13/2019 07:00PM ET,OTT,4.76
RW,Richard Panik (13754963),Richard Panik,13754963,W/UTIL,3000,WAS@PHI 11/13/2019 07:30PM ET,WAS,1.46
D,Nick Holden (13755217),Nick Holden,13755217,D/UTIL,3000,CHI@VGK 11/13/2019 10:00PM ET,VGK,6.66
LW,Trevor Moore (13754959),Trevor Moore,13754959,W/UTIL,3000,TOR@NYI 11/13/2019 07:00PM ET,TOR,5.65
LW,Carl Hagelin (13754971),Carl Hagelin,13754971,W/UTIL,2900,WAS@PHI 11/13/2019 07:30PM ET,WAS,4.45
D,Travis Sanheim (13755227),Travis Sanheim,13755227,D/UTIL,2900,WAS@PHI 11/13/2019 07:30PM ET,PHI,5.39
C,Derek Ryan (13754773),Derek Ryan,13754773,C/UTIL,2900,DAL@CGY 11/13/2019 09:30PM ET,CGY,5.58
LW,Andrew Mangiapane (13754967),Andrew Mangiapane,13754967,W/UTIL,2900,DAL@CGY 11/13/2019 09:30PM ET,CGY,4.82
RW,Blake Comeau (13754969),Blake Comeau,13754969,W/UTIL,2900,DAL@CGY 11/13/2019 09:30PM ET,DAL,2.62
D,Rasmus Andersson (13755221),Rasmus Andersson,13755221,D/UTIL,2900,DAL@CGY 11/13/2019 09:30PM ET,CGY,6.14
D,Taylor Fedun (13755225),Taylor Fedun,13755225,D/UTIL,2900,DAL@CGY 11/13/2019 09:30PM ET,DAL,5.21
RW,Cody Glass (13754973),Cody Glass,13754973,W/UTIL,2900,CHI@VGK 11/13/2019 10:00PM ET,VGK,4.9
D,Adam Boqvist (13755223),Adam Boqvist,13755223,D/UTIL,2900,CHI@VGK 11/13/2019 10:00PM ET,CHI,5.22
LW,Blake Coleman (13754975),Blake Coleman,13754975,W/UTIL,2800,OTT@NJ 11/13/2019 07:00PM ET,NJ,5.89
D,Will Butcher (13755231),Will Butcher,13755231,D/UTIL,2800,OTT@NJ 11/13/2019 07:00PM ET,NJ,5.1
D,Ron Hainsey (13755235),Ron Hainsey,13755235,D/UTIL,2800,OTT@NJ 11/13/2019 07:00PM ET,OTT,4.95
D,Justin Braun (13755233),Justin Braun,13755233,D/UTIL,2800,WAS@PHI 11/13/2019 07:30PM ET,PHI,5.2
C,Justin Dowling (13754779),Justin Dowling,13754779,C/UTIL,2800,DAL@CGY 11/13/2019 09:30PM ET,DAL,2.2
RW,Austin Czarnik (13754981),Austin Czarnik,13754981,W/UTIL,2800,DAL@CGY 11/13/2019 09:30PM ET,CGY,4.76
C,Tomas Nosek (13754775),Tomas Nosek,13754775,C/UTIL,2800,CHI@VGK 11/13/2019 10:00PM ET,VGK,5.58
C,David Kampf (13754777),David Kampf,13754777,C/UTIL,2800,CHI@VGK 11/13/2019 10:00PM ET,CHI,5.91
LW,Brandon Pirri (13754979),Brandon Pirri,13754979,W/UTIL,2800,CHI@VGK 11/13/2019 10:00PM ET,VGK,3.42
D,Deryk Engelland (13755229),Deryk Engelland,13755229,D/UTIL,2800,CHI@VGK 11/13/2019 10:00PM ET,VGK,6.39
D,Olli Maatta (13755237),Olli Maatta,13755237,D/UTIL,2800,CHI@VGK 11/13/2019 10:00PM ET,CHI,5.14
RW,Jason Spezza (13754977),Jason Spezza,13754977,W/UTIL,2800,TOR@NYI 11/13/2019 07:00PM ET,TOR,5.29
C,Travis Zajac (13754781),Travis Zajac,13754781,C/UTIL,2700,OTT@NJ 11/13/2019 07:00PM ET,NJ,3.23
LW,Miles Wood (13754987),Miles Wood,13754987,W/UTIL,2700,OTT@NJ 11/13/2019 07:00PM ET,NJ,5.19
RW,Bobby Ryan (13754991),Bobby Ryan,13754991,W/UTIL,2700,OTT@NJ 11/13/2019 07:00PM ET,OTT,3.97
RW,Garnet Hathaway (13754989),Garnet Hathaway,13754989,W/UTIL,2700,WAS@PHI 11/13/2019 07:30PM ET,WAS,4.6
LW,Andrew Cogliano (13754983),Andrew Cogliano,13754983,W/UTIL,2700,DAL@CGY 11/13/2019 09:30PM ET,DAL,2.42
LW,Sam Bennett (13754985),Sam Bennett,13754985,W/UTIL,2700,DAL@CGY 11/13/2019 09:30PM ET,CGY,4.91
D,Michael Stone (13755243),Michael Stone,13755243,D/UTIL,2700,DAL@CGY 11/13/2019 09:30PM ET,CGY,6.52
C,Kirby Dach (13754783),Kirby Dach,13754783,C/UTIL,2700,CHI@VGK 11/13/2019 10:00PM ET,CHI,4.21
D,Brayden McNabb (13755239),Brayden McNabb,13755239,D/UTIL,2700,CHI@VGK 11/13/2019 10:00PM ET,VGK,5.03
C,Andrew Ladd (13754785),Andrew Ladd,13754785,C/UTIL,2700,TOR@NYI 11/13/2019 07:00PM ET,NYI,0
C,Frederik Gauthier (13754993),Frederik Gauthier,13754993,C/UTIL,2700,TOR@NYI 11/13/2019 07:00PM ET,TOR,3.05
D,Travis Dermott (13755241),Travis Dermott,13755241,D/UTIL,2700,TOR@NYI 11/13/2019 07:00PM ET,TOR,5.18
D,Noah Dobson (13755245),Noah Dobson,13755245,D/UTIL,2700,TOR@NYI 11/13/2019 07:00PM ET,NYI,4.07
LW,Jesper Boqvist (13755003),Jesper Boqvist,13755003,W/UTIL,2600,OTT@NJ 11/13/2019 07:00PM ET,NJ,1.9
D,Erik Brannstrom (13755247),Erik Brannstrom,13755247,D/UTIL,2600,OTT@NJ 11/13/2019 07:00PM ET,OTT,2.94
D,Mirco Mueller (13755251),Mirco Mueller,13755251,D/UTIL,2600,OTT@NJ 11/13/2019 07:00PM ET,NJ,3.04
C,Nic Dowd (13754787),Nic Dowd,13754787,C/UTIL,2600,WAS@PHI 11/13/2019 07:30PM ET,WAS,3.37
LW,Chandler Stephenson (13754995),Chandler Stephenson,13754995,W/UTIL,2600,WAS@PHI 11/13/2019 07:30PM ET,WAS,3.41
D,Robert Hagg (13755253),Robert Hagg,13755253,D/UTIL,2600,WAS@PHI 11/13/2019 07:30PM ET,PHI,5.78
C,Joel L'Esperance (13754791),Joel L'Esperance,13754791,C/UTIL,2600,DAL@CGY 11/13/2019 09:30PM ET,DAL,4.27
LW,Mattias Janmark (13754997),Mattias Janmark,13754997,W/UTIL,2600,DAL@CGY 11/13/2019 09:30PM ET,DAL,4.39
RW,Tobias Rieder (13755001),Tobias Rieder,13755001,W/UTIL,2600,DAL@CGY 11/13/2019 09:30PM ET,CGY,3.4
C,Ryan Carpenter (13754789),Ryan Carpenter,13754789,C/UTIL,2600,CHI@VGK 11/13/2019 10:00PM ET,CHI,4.15
D,Jon Merrill (13755249),Jon Merrill,13755249,D/UTIL,2600,CHI@VGK 11/13/2019 10:00PM ET,VGK,3.96
RW,Michael Dal Colle (13754999),Michael Dal Colle,13754999,W/UTIL,2600,TOR@NYI 11/13/2019 07:00PM ET,NYI,2.74
C,Kevin Rooney (13754795),Kevin Rooney,13754795,C/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,2.92
C,J.C. Beaudin (13754799),J.C. Beaudin,13754799,C/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,1.68
C,John Hayden (13754805),John Hayden,13754805,C/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,1.66
C,Brandon Gignac (13754807),Brandon Gignac,13754807,C/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,0
C,Michael McLeod (13754823),Michael McLeod,13754823,C/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,0
C,Blake Speers (13754833),Blake Speers,13754833,C/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,0
C,Josh Norris (13754849),Josh Norris,13754849,C/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
LW,Filip Chlapik (13755015),Filip Chlapik,13755015,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,4.51
RW,Jonathan Davidsson (13755041),Jonathan Davidsson,13755041,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,5.4
RW,Mikkel Boedker (13755045),Mikkel Boedker,13755045,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,2.46
LW,Marian Gaborik (13755047),Marian Gaborik,13755047,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
RW,Scott Sabourin (13755049),Scott Sabourin,13755049,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,3.04
RW,Rudolfs Balcers (13755051),Rudolfs Balcers,13755051,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
RW,Ryan Callahan (13755053),Ryan Callahan,13755053,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
LW,Brett Seney (13755057),Brett Seney,13755057,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,0
RW,Vitaly Abramov (13755063),Vitaly Abramov,13755063,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,6.5
LW,Ben Street (13755065),Ben Street,13755065,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,0
RW,Nathan Bastian (13755077),Nathan Bastian,13755077,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,0
RW,Jordan Szwarz (13755101),Jordan Szwarz,13755101,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,1.43
RW,Max Veronneau (13755105),Max Veronneau,13755105,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
RW,Joey Anderson (13755109),Joey Anderson,13755109,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,0
RW,Drake Batherson (13755115),Drake Batherson,13755115,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,1.3
LW,Alex Formenton (13755123),Alex Formenton,13755123,W/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
D,Matt Tennyson (13755259),Matt Tennyson,13755259,D/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,3.85
D,Christian Wolanin (13755265),Christian Wolanin,13755265,D/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
D,Connor Carrick (13755267),Connor Carrick,13755267,D/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,5.45
D,Cody Goloubef (13755273),Cody Goloubef,13755273,D/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,1.3
D,Andreas Englund (13755301),Andreas Englund,13755301,D/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
D,Josh Jacobs (13755305),Josh Jacobs,13755305,D/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,0
D,Ty Smith (13755307),Ty Smith,13755307,D/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,NJ,0
D,Lassi Thomson (13755317),Lassi Thomson,13755317,D/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
D,Christian Jaros (13755341),Christian Jaros,13755341,D/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
D,Maxime Lajoie (13755345),Maxime Lajoie,13755345,D/UTIL,2500,OTT@NJ 11/13/2019 07:00PM ET,OTT,0
