entry_id,contest_id,contest_name,C,C,W,W,W,W,D,D,G,,Instructions,,,,,,,,,,,,,,
,,,,,,,,,,,,,40360-8893:Anton Khudobin,40360-8893,G,Anton,Anton Khudobin,Khudobin,16.9333330790202,6,7500,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-15321:Mark Scheifele,40360-15321,C,Mark,Mark Scheifele,Scheifele,13.1058825324563,17,7500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-15217:Jonathan Huberdeau,40360-15217,W,Jonathan,Jonathan Huberdeau,Huberdeau,16.9375,16,7200,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-66693:Sam Montembeault,40360-66693,G,Sam,Sam Montembeault,Montembeault,12,4,7200,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-15271:Laurent Brossoit,40360-15271,G,Laurent,Laurent Brossoit,Brossoit,8,5,7100,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-14565:Mika Zibanejad,40360-14565,C,Mika,Mika Zibanejad,Zibanejad,18.0888892279731,9,7100,FLA@NYR,NYR,FLA,O,Upper body,
,,,,,,,,,,,,,40360-8182:Blake Wheeler,40360-8182,W,Blake,Blake Wheeler,Wheeler,11.5588235294118,17,7100,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-21546:Alexander Radulov,40360-21546,W,Alexander,Alexander Radulov,Radulov,11.4000001795152,17,6800,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-70125:Kyle Connor,40360-70125,W,Kyle,Kyle Connor,Connor,13.9235292322495,17,6700,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-8986:Jamie Benn,40360-8986,W,Jamie,Jamie Benn,Benn,8.01176452636719,17,6600,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-8875:Evgenii Dadonov,40360-8875,W,Evgenii,Evgenii Dadonov,Dadonov,12.7749996185303,16,6400,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-15283:Vincent Trocheck,40360-15283,C,Vincent,Vincent Trocheck,Trocheck,12.6333329942491,9,6200,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-8615:Joe Pavelski,40360-8615,W,Joe,Joe Pavelski,Pavelski,8.22941140567555,17,6000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-80286:Roope Hintz,40360-80286,C,Roope,Roope Hintz,Hintz,11.7687501907349,16,5800,DAL@WPG,DAL,WPG,O,Lower body,
,,,,,,,,,,,,,40360-9259:Mike Hoffman,40360-9259,W,Mike,Mike Hoffman,Hoffman,11.2562503814697,16,5600,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-9079:Keith Yandle,40360-9079,D,Keith,Keith Yandle,Yandle,9.56875038146973,16,5600,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-15386:Ryan Strome,40360-15386,C,Ryan,Ryan Strome,Strome,12.8857138497489,14,5500,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-58907:Nikolaj Ehlers,40360-58907,W,Nikolaj,Nikolaj Ehlers,Ehlers,14.5058827119715,17,5500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-70513:Pavel Buchnevich,40360-70513,W,Pavel,Pavel Buchnevich,Buchnevich,10.6571426391602,14,5300,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-21927:Chris Kreider,40360-21927,W,Chris,Chris Kreider,Kreider,9.38571384974888,14,5300,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-39245:Jacob Trouba,40360-39245,D,Jacob,Jacob Trouba,Trouba,12.9928567068917,14,5000,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-14457:John Klingberg,40360-14457,D,John,John Klingberg,Klingberg,7.25882361916935,17,4900,DAL@WPG,DAL,WPG,O,Lower body,
,,,,,,,,,,,,,40360-55607:Aaron Ekblad,40360-55607,D,Aaron,Aaron Ekblad,Ekblad,11.0666666666667,15,4800,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-111471:Kaapo Kakko,40360-111471,W,Kaapo,Kaapo Kakko,Kakko,6.79285703386579,14,4800,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-8162:Bryan Little,40360-8162,C,Bryan,Bryan Little,Little,10.514285496303,7,4800,DAL@WPG,WPG,DAL,IR,Ear,
,,,,,,,,,,,,,40360-42981:Josh Morrissey,40360-42981,D,Josh,Josh Morrissey,Morrissey,11.3466664632161,15,4800,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-58928:Tony DeAngelo,40360-58928,D,Tony,Tony DeAngelo,DeAngelo,12.6928569248744,14,4600,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-82174:Miro Heiskanen,40360-82174,D,Miro,Miro Heiskanen,Heiskanen,11.1999996409697,17,4600,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-80005:Neal Pionk,40360-80005,D,Neal,Neal Pionk,Pionk,10.0647062413833,17,4400,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-12449:Brett Connolly,40360-12449,W,Brett,Brett Connolly,Connolly,10.53125,16,4200,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-82087:Filip Chytil,40360-82087,C,Filip,Filip Chytil,Chytil,11.6800003051758,5,4200,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-43042:MacKenzie Weegar,40360-43042,D,MacKenzie,MacKenzie Weegar,Weegar,9.55000019073486,16,4100,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-62294:Brady Skjei,40360-62294,D,Brady,Brady Skjei,Skjei,8.43076911339393,13,4100,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-54575:Esa Lindell,40360-54575,D,Esa,Esa Lindell,Lindell,7.44705873377183,17,4000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-70511:Denis Gurianov,40360-70511,W,Denis,Denis Gurianov,Gurianov,9.43076911339393,13,4000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-8517:Brian Boyle,40360-8517,C,Brian,Brian Boyle,Boyle,10.1999998092651,8,3900,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-74047:Jack Roslovic,40360-74047,W,Jack,Jack Roslovic,Roslovic,7.25882361916935,17,3800,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-23928:Radek Faksa,40360-23928,C,Radek,Radek Faksa,Faksa,7.46470597211052,17,3800,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-23053:Jesper Fast,40360-23053,W,Jesper,Jesper Fast,Fast,8.12307680570162,13,3700,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-62861:Noel Acciari,40360-62861,C,Noel,Noel Acciari,Acciari,8.57142857142857,14,3700,FLA@NYR,FLA,NYR,O,Undisclosed,
,,,,,,,,,,,,,40360-8142:Corey Perry,40360-8142,W,Corey,Corey Perry,Perry,6.76999969482422,10,3700,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-70925:Brett Howden,40360-70925,C,Brett,Brett Howden,Howden,6.54285703386579,14,3600,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-8878:Dmitry Kulikov,40360-8878,D,Dmitry,Dmitry Kulikov,Kulikov,6.15000009536743,16,3600,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-15293:Jamie Oleksiak,40360-15293,D,Jamie,Jamie Oleksiak,Oleksiak,4.89411746754366,17,3600,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-8918:Anton Stralman,40360-8918,D,Anton,Anton Stralman,Stralman,7.625,16,3600,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-73987:Riley Stillman,40360-73987,D,Riley,Riley Stillman,Stillman,5.86666679382324,3,3500,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-103940:Adam Fox,40360-103940,D,Adam,Adam Fox,Fox,7.57857131958008,14,3500,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-79881:Tucker Poolman,40360-79881,D,Tucker,Tucker Poolman,Poolman,4.42666676839193,15,3500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-60686:Mattias Janmark,40360-60686,W,Mattias,Mattias Janmark,Janmark,5.36470570283778,17,3500,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-117268:Yegor Rykov,40360-117268,D,Yegor,Yegor Rykov,Rykov,0,0,3500,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-70170:Carl Dahlstrom,40360-70170,D,Carl,Carl Dahlstrom,Dahlstrom,2.56000003814697,10,3500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-58908:Nelson Nogier,40360-58908,D,Nelson,Nelson Nogier,Nogier,3.20000004768372,1,3500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-43041:Josh Brown,40360-43041,D,Josh,Josh Brown,Brown,3.63076928945688,13,3500,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-54822:Jason Dickinson,40360-54822,C,Jason,Jason Dickinson,Dickinson,4.12307680570162,13,3500,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-117038:Matthew Robertson,40360-117038,D,Matthew,Matthew Robertson,Robertson,0,0,3500,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-9011:Andrej Sekera,40360-9011,D,Andrej,Andrej Sekera,Sekera,5.29230792705829,13,3500,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-13629:Taylor Fedun,40360-13629,D,Taylor,Taylor Fedun,Fedun,6.85714285714286,14,3500,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-82755:Ryan Lindgren,40360-82755,D,Ryan,Ryan Lindgren,Lindgren,4.80000019073486,4,3500,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-62277:Mike Matheson,40360-62277,D,Mike,Mike Matheson,Matheson,6.30000027743253,11,3500,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-8264:Dustin Byfuglien,40360-8264,D,Dustin,Dustin Byfuglien,Byfuglien,12.7999994187128,42,3500,DAL@WPG,WPG,DAL,O,Suspension,
,,,,,,,,,,,,,40360-8528:Marc Staal,40360-8528,D,Marc,Marc Staal,Staal,7.05454531582919,11,3500,FLA@NYR,NYR,FLA,O,Infection,
,,,,,,,,,,,,,40360-58974:Julius Honka,40360-58974,D,Julius,Julius Honka,Honka,4.91034461712015,29,3500,DAL@WPG,DAL,WPG,O,Contract dispute,
,,,,,,,,,,,,,40360-9066:Luca Sbisa,40360-9066,D,Luca,Luca Sbisa,Sbisa,3.52000007629395,5,3500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-61549:Frank Vatrano,40360-61549,W,Frank,Frank Vatrano,Vatrano,10.4250001907349,16,3500,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-113288:Ville Heinola,40360-113288,D,Ville,Ville Heinola,Heinola,8.5625,8,3500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-66710:Joel Hanley,40360-66710,D,Joel,Joel Hanley,Hanley,5.06666660308838,6,3500,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-74148:Libor Hajek,40360-74148,D,Libor,Libor Hajek,Hajek,5.71428571428571,14,3500,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-116900:Thomas Harley,40360-116900,D,Thomas,Thomas Harley,Harley,0,0,3500,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-103079:Brady Keeper,40360-103079,D,Brady,Brady Keeper,Keeper,3.20000004768372,1,3500,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-21688:Cameron Schilling,40360-21688,D,Cameron,Cameron Schilling,Schilling,4.80000019073486,4,3500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-15302:Nathan Beaulieu,40360-15302,D,Nathan,Nathan Beaulieu,Beaulieu,0.800000011920929,2,3500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-12744:Mark Pysyk,40360-12744,D,Mark,Mark Pysyk,Pysyk,4.29090916026722,11,3500,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-8650:Roman Polak,40360-8650,D,Roman,Roman Polak,Polak,3.20000004768372,1,3500,DAL@WPG,DAL,WPG,IR,Upper body,
,,,,,,,,,,,,,40360-62157:Andrew Copp,40360-62157,W,Andrew,Andrew Copp,Copp,5.74117638083065,17,3500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-79822:Gavin Bayreuther,40360-79822,D,Gavin,Gavin Bayreuther,Bayreuther,6.28421060662521,19,3500,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-108240:Tarmo Reunanen,40360-108240,D,Tarmo,Tarmo Reunanen,Reunanen,0,0,3500,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-54482:Stephen Johns,40360-54482,D,Stephen,Stephen Johns,Johns,0,0,3500,DAL@WPG,DAL,WPG,IR,Head,
,,,,,,,,,,,,,40360-12259:Brendan Smith,40360-12259,D,Brendan,Brendan Smith,Smith,5.48571450369699,14,3500,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-21732:Anthony Bitetto,40360-21732,D,Anthony,Anthony Bitetto,Bitetto,4.7999997820173,14,3500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-80379:Sami Niku,40360-80379,D,Sami,Sami Niku,Niku,6.40000009536743,1,3500,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-73981:Denis Malgin,40360-73981,C,Denis,Denis Malgin,Malgin,10.1785714285714,14,3500,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-8503:Blake Comeau,40360-8503,W,Blake,Blake Comeau,Comeau,2.66666666666667,3,3400,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-15346:Adam Lowry,40360-15346,C,Adam,Adam Lowry,Lowry,3.78666661580404,15,3400,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-9305:Mathieu Perreault,40360-9305,W,Mathieu,Mathieu Perreault,Perreault,6.90000017951517,17,3300,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-8357:Andrew Cogliano,40360-8357,W,Andrew,Andrew Cogliano,Cogliano,2.91764696906595,17,3300,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-82083:Lias Andersson,40360-82083,C,Lias,Lias Andersson,Andersson,2.58461526724008,13,3200,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-79866:Vinni Lettieri,40360-79866,W,Vinni,Vinni Lettieri,Lettieri,4.09629623978226,27,3200,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-96780:Joel L'Esperance,40360-96780,W,Joel,Joel L'Esperance,L'Esperance,5.59999974568685,3,3100,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-8992:Colton Sceviour,40360-8992,W,Colton,Colton Sceviour,Sceviour,5.84999990463257,16,3100,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-42786:Justin Dowling,40360-42786,W,Justin,Justin Dowling,Dowling,2.66666666666667,12,3100,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-12672:Greg McKegg,40360-12672,C,Greg,Greg McKegg,McKegg,3.60000010899135,7,3100,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-11401:Gabriel Bourque,40360-11401,W,Gabriel,Gabriel Bourque,Bourque,4.84999990463257,16,3100,DAL@WPG,WPG,DAL,O,Lower body,
,,,,,,,,,,,,,40360-97206:Kristian Vesalainen,40360-97206,W,Kristian,Kristian Vesalainen,Vesalainen,2.23999996185303,5,3100,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-68603:Dryden Hunt,40360-68603,W,Dryden,Dryden Hunt,Hunt,5.09999990463257,16,3100,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-82180:Dominic Toninato,40360-82180,C,Dominic,Dominic Toninato,Toninato,3.20000004768372,2,3000,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-70921:Henrik Borgstrom,40360-70921,C,Henrik,Henrik Borgstrom,Borgstrom,1.20000004768372,4,3000,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-83218:Ville Meskanen,40360-83218,W,Ville,Ville Meskanen,Meskanen,0,0,3000,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-68634:Boo Nieves,40360-68634,C,Boo,Boo Nieves,Nieves,4.167441789494,43,3000,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-68639:Steven Fogarty,40360-68639,W,Steven,Steven Fogarty,Fogarty,1.92000007629395,10,3000,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-79910:Nick Caamano,40360-79910,W,Nick,Nick Caamano,Caamano,4.09999990463257,8,3000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-10797:Mark Letestu,40360-10797,C,Mark,Mark Letestu,Letestu,2.28571428571429,7,3000,DAL@WPG,WPG,DAL,IR,Illness,
,,,,,,,,,,,,,40360-58678:Brendan Lemieux,40360-58678,W,Brendan,Brendan Lemieux,Lemieux,8.01538438063401,13,3000,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-58679:Jack Rodewald,40360-58679,W,Jack,Jack Rodewald,Rodewald,1.33333333333333,6,3000,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-9293:Troy Brouwer,40360-9293,W,Troy,Troy Brouwer,Brouwer,5.55199991861979,75,3000,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-104016:Vitali Kravtsov,40360-104016,W,Vitali,Vitali Kravtsov,Kravtsov,0,0,3000,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-117089:Liam Pecararo,40360-117089,W,Liam,Liam Pecararo,Pecararo,0,0,3000,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-62310:Tanner Kero,40360-62310,C,Tanner,Tanner Kero,Kero,0,0,3000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-8575:Martin Hanzal,40360-8575,C,Martin,Martin Hanzal,Hanzal,7.04285703386579,7,3000,DAL@WPG,DAL,WPG,IR,Back,
,,,,,,,,,,,,,40360-117118:Cole Maier,40360-117118,C,Cole,Cole Maier,Maier,0,0,3000,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-82049:Owen Tippett,40360-82049,W,Owen,Owen Tippett,Tippett,0,0,3000,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-8579:Scottie Upshall,40360-8579,W,Scottie,Scottie Upshall,Upshall,0,0,3000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-59012:Jayce Hawryluk,40360-59012,W,Jayce,Jayce Hawryluk,Hawryluk,5.5,8,3000,FLA@NYR,FLA,NYR,O,Upper body,
,,,,,,,,,,,,,40360-116891:Diego Cuglietta,40360-116891,W,Diego,Diego Cuglietta,Cuglietta,0,0,3000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-116893:Parker MacKay,40360-116893,W,Parker,Parker MacKay,MacKay,0,0,3000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-116895:Brad McClure,40360-116895,W,Brad,Brad McClure,McClure,0,0,3000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-116896:Anthony Nellis,40360-116896,C,Anthony,Anthony Nellis,Nellis,0,0,3000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-54193:Phillip Di Giuseppe,40360-54193,W,Phillip,Phillip Di Giuseppe,Di Giuseppe,4.16666666666667,24,3000,FLA@NYR,NYR,FLA,,,
,,,,,,,,,,,,,40360-103095:Rhett Gardner,40360-103095,W,Rhett,Rhett Gardner,Gardner,2.05714280264718,7,3000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-116949:David Gustafsson,40360-116949,C,David,David Gustafsson,Gustafsson,0.960000038146973,10,3000,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-107990:Joel Kiviranta,40360-107990,W,Joel,Joel Kiviranta,Kiviranta,0,0,3000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-116950:Joona Luoto,40360-116950,W,Joona,Joona Luoto,Luoto,0,1,3000,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-107995:Andrei Chibisov,40360-107995,W,Andrei,Andrei Chibisov,Chibisov,0,0,3000,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-42973:JC Lipon,40360-42973,W,JC,JC Lipon,Lipon,0,0,3000,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-39395:Logan Shaw,40360-39395,W,Logan,Logan Shaw,Shaw,2.13333336512248,3,3000,DAL@WPG,WPG,DAL,,,
,,,,,,,,,,,,,40360-9194:Micheal Haley,40360-9194,W,Micheal,Micheal Haley,Haley,3.5,8,3000,FLA@NYR,NYR,FLA,DTD,Undisclosed,
,,,,,,,,,,,,,40360-82155:Mason Appleton,40360-82155,W,Mason,Mason Appleton,Appleton,2.31111102634006,9,3000,DAL@WPG,WPG,DAL,IR,Foot,
,,,,,,,,,,,,,40360-68602:Aleksi Saarela,40360-68602,W,Aleksi,Aleksi Saarela,Saarela,0,0,3000,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-82170:Jason Robertson,40360-82170,W,Jason,Jason Robertson,Robertson,0,0,3000,DAL@WPG,DAL,WPG,,,
,,,,,,,,,,,,,40360-73983:Anthony Greco,40360-73983,W,Anthony,Anthony Greco,Greco,3.20000004768372,1,3000,FLA@NYR,FLA,NYR,,,
,,,,,,,,,,,,,40360-54527:Connor Brickley,40360-54527,W,Connor,Connor Brickley,Brickley,5.31428582327707,14,3000,FLA@NYR,NYR,FLA,,,
