Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,
40360-62493,W,Artemi,Artemi Panarin,Panarin,16.178571428571427,14,8100,FLA@NYR,NYR,FLA,,,,,
40360-41393,C,Aleksander,Aleksander Barkov,Barkov,15.618749618530273,16,8100,FLA@NYR,FLA,NYR,,,,,
40360-15321,C,Mark,Mark Scheifele,Scheifele,13.105882532456341,17,7500,DAL@WPG,WPG,DAL,,,,,
40360-15217,W,Jonathan,Jonathan Huberdeau,Huberdeau,16.9375,16,7200,FLA@NYR,FLA,NYR,,,,,
40360-8182,W,Blake,Blake Wheeler,Wheeler,11.558823529411764,17,7100,DAL@WPG,WPG,DAL,,,,,
40360-15283,C,Vincent,Vincent Trocheck,Trocheck,12.633332994249132,9,6200,FLA@NYR,FLA,NYR,,,,,
40360-80286,C,Roope,Roope Hintz,Hintz,11.768750190734863,16,5800,DAL@WPG,DAL,WPG,O,Lower body,,,
40360-9259,W,Mike,Mike Hoffman,Hoffman,11.256250381469727,16,5600,FLA@NYR,FLA,NYR,,,,,
40360-15386,C,Ryan,Ryan Strome,Strome,12.885713849748884,14,5500,FLA@NYR,NYR,FLA,,,,,
40360-21927,W,Chris,Chris Kreider,Kreider,9.385713849748884,14,5300,FLA@NYR,NYR,FLA,,,,,
40360-39245,D,Jacob,Jacob Trouba,Trouba,12.992856706891741,14,5000,FLA@NYR,NYR,FLA,,,,,
40360-14457,D,John,John Klingberg,Klingberg,7.258823619169347,17,4900,DAL@WPG,DAL,WPG,O,Lower body,,,
40360-55607,D,Aaron,Aaron Ekblad,Ekblad,11.066666666666666,15,4800,FLA@NYR,FLA,NYR,,,,,
40360-111471,W,Kaapo,Kaapo Kakko,Kakko,6.7928570338657925,14,4800,FLA@NYR,NYR,FLA,,,,,
40360-8162,C,Bryan,Bryan Little,Little,10.514285496303014,7,4800,DAL@WPG,WPG,DAL,IR,Ear,,,
40360-58928,D,Tony,Tony DeAngelo,DeAngelo,12.692856924874443,14,4600,FLA@NYR,NYR,FLA,,,,,
40360-82174,D,Miro,Miro Heiskanen,Heiskanen,11.199999640969668,17,4600,DAL@WPG,DAL,WPG,,,,,
40360-12449,W,Brett,Brett Connolly,Connolly,10.53125,16,4200,FLA@NYR,FLA,NYR,,,,,
40360-82087,C,Filip,Filip Chytil,Chytil,11.680000305175781,5,4200,FLA@NYR,NYR,FLA,,,,,
40360-43042,D,MacKenzie,MacKenzie Weegar,Weegar,9.550000190734863,16,4100,FLA@NYR,FLA,NYR,,,,,
40360-54575,D,Esa,Esa Lindell,Lindell,7.447058733771829,17,4000,DAL@WPG,DAL,WPG,,,,,
40360-70511,W,Denis,Denis Gurianov,Gurianov,9.43076911339393,13,4000,DAL@WPG,DAL,WPG,,,,,
40360-8517,C,Brian,Brian Boyle,Boyle,10.199999809265137,8,3900,FLA@NYR,FLA,NYR,,,,,
40360-74047,W,Jack,Jack Roslovic,Roslovic,7.258823619169347,17,3800,DAL@WPG,WPG,DAL,,,,,
40360-23928,C,Radek,Radek Faksa,Faksa,7.464705972110524,17,3800,DAL@WPG,DAL,WPG,,,,,
40360-23053,W,Jesper,Jesper Fast,Fast,8.123076805701622,13,3700,FLA@NYR,NYR,FLA,,,,,
40360-62861,C,Noel,Noel Acciari,Acciari,8.571428571428571,14,3700,FLA@NYR,FLA,NYR,O,Undisclosed,,,
40360-70925,C,Brett,Brett Howden,Howden,6.5428570338657925,14,3600,FLA@NYR,NYR,FLA,,,,,
40360-8878,D,Dmitry,Dmitry Kulikov,Kulikov,6.150000095367432,16,3600,DAL@WPG,WPG,DAL,,,,,
40360-15293,D,Jamie,Jamie Oleksiak,Oleksiak,4.8941174675436585,17,3600,DAL@WPG,DAL,WPG,,,,,
40360-8918,D,Anton,Anton Stralman,Stralman,7.625,16,3600,FLA@NYR,FLA,NYR,,,,,
40360-73987,D,Riley,Riley Stillman,Stillman,5.866666793823242,3,3500,FLA@NYR,FLA,NYR,,,,,
40360-103940,D,Adam,Adam Fox,Fox,7.578571319580078,14,3500,FLA@NYR,NYR,FLA,,,,,
