Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
LW,Jonathan Huberdeau (13733135),Jonathan Huberdeau,13733135,W/UTIL,7200,FLA@NYR 11/10/2019 01:00PM ET,FLA,12.95
C,Aleksander Barkov (13733063),Aleksander Barkov,13733063,C/UTIL,7000,FLA@NYR 11/10/2019 01:00PM ET,FLA,11.56
LW,Artemi Panarin (13733137),Artemi Panarin,13733137,W/UTIL,6800,FLA@NYR 11/10/2019 01:00PM ET,NYR,12.63
C,Vincent Trocheck (13733067),Vincent Trocheck,13733067,C/UTIL,6500,FLA@NYR 11/10/2019 01:00PM ET,FLA,10.39
RW,Patrik Laine (13733141),Patrik Laine,13733141,W/UTIL,6200,DAL@WPG 11/10/2019 02:00PM ET,WPG,12.56
D,Jacob Trouba (13733235),Jacob Trouba,13733235,D/UTIL,6000,FLA@NYR 11/10/2019 01:00PM ET,NYR,12.48
C,Blake Wheeler (13733071),Blake Wheeler,13733071,C/UTIL,6000,DAL@WPG 11/10/2019 02:00PM ET,WPG,9.88
C,Mark Scheifele (13733073),Mark Scheifele,13733073,C/UTIL,5800,DAL@WPG 11/10/2019 02:00PM ET,WPG,10.01
D,Dustin Byfuglien (13733237),Dustin Byfuglien,13733237,D/UTIL,5500,DAL@WPG 11/10/2019 02:00PM ET,WPG,0
LW,Mike Hoffman (13733149),Mike Hoffman,13733149,W/UTIL,5300,FLA@NYR 11/10/2019 01:00PM ET,FLA,9.45
C,Roope Hintz (13733075),Roope Hintz,13733075,C/UTIL,5000,DAL@WPG 11/10/2019 02:00PM ET,DAL,9.22
D,Tony DeAngelo (13733243),Tony DeAngelo,13733243,D/UTIL,4800,FLA@NYR 11/10/2019 01:00PM ET,NYR,9.61
C,Ryan Strome (13733077),Ryan Strome,13733077,C/UTIL,4700,FLA@NYR 11/10/2019 01:00PM ET,NYR,9.27
D,Aaron Ekblad (13733245),Aaron Ekblad,13733245,D/UTIL,4700,FLA@NYR 11/10/2019 01:00PM ET,FLA,9.49
D,Keith Yandle (13733247),Keith Yandle,13733247,D/UTIL,4600,FLA@NYR 11/10/2019 01:00PM ET,FLA,7.53
C,Denis Malgin (13733079),Denis Malgin,13733079,C/UTIL,4500,FLA@NYR 11/10/2019 01:00PM ET,FLA,7.96
D,Esa Lindell (13733249),Esa Lindell,13733249,D/UTIL,4500,DAL@WPG 11/10/2019 02:00PM ET,DAL,7.26
D,John Klingberg (13733251),John Klingberg,13733251,D/UTIL,4500,DAL@WPG 11/10/2019 02:00PM ET,DAL,6.64
LW,Chris Kreider (13733155),Chris Kreider,13733155,W/UTIL,4400,FLA@NYR 11/10/2019 01:00PM ET,NYR,7.29
C,Bryan Little (13733081),Bryan Little,13733081,C/UTIL,4200,DAL@WPG 11/10/2019 02:00PM ET,WPG,8.34
C,Brian Boyle (13733083),Brian Boyle,13733083,C/UTIL,4000,FLA@NYR 11/10/2019 01:00PM ET,FLA,8.7
D,MacKenzie Weegar (13733257),MacKenzie Weegar,13733257,D/UTIL,4000,FLA@NYR 11/10/2019 01:00PM ET,FLA,7.56
RW,Joe Pavelski (13733163),Joe Pavelski,13733163,W/UTIL,4000,DAL@WPG 11/10/2019 02:00PM ET,DAL,6.65
LW,Denis Gurianov (13733165),Denis Gurianov,13733165,W/UTIL,3800,DAL@WPG 11/10/2019 02:00PM ET,DAL,7.98
C,Filip Chytil (13733085),Filip Chytil,13733085,C/UTIL,3700,FLA@NYR 11/10/2019 01:00PM ET,NYR,9.14
D,Adam Fox (13733261),Adam Fox,13733261,D/UTIL,3700,FLA@NYR 11/10/2019 01:00PM ET,NYR,6.34
RW,Jack Roslovic (13733167),Jack Roslovic,13733167,W/UTIL,3600,DAL@WPG 11/10/2019 02:00PM ET,WPG,5.64
