Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Dusan Lajovic (14282139),Dusan Lajovic,14282139,P,10300,Lajovic@Martinez 02/12/2020 01:50PM ET,Lajovic,58.73,0.666666666666667,0,-200,-200,-200,0.666666666666667,0.666666666666667,0.666666666666667,1
P,Daniil Medvedev (14282153),Daniil Medvedev,14282153,P,10100,Pospisil@Medvedev 02/12/2020 01:30PM ET,Medvedev,67.49,0.846930846930847,0,-560,-550,-550,0.848484848484848,0.846153846153846,0.846153846153846,0
P,Milos Raonic (14282149),Milos Raonic,14282149,P,9900,Raonic@Kwon 02/12/2020 07:30PM ET,Raonic,61.96,0.832167832167832,0,,-550,-450,,0.846153846153846,0.818181818181818,0
P,Ugo Humbert (14282151),Ugo Humbert,14282151,P,9700,Humbert@Giron 02/12/2020 08:50PM ET,Humbert,48.71,0.789083820662768,0,-375,-400,-350,0.789473684210526,0.8,0.777777777777778,1
P,Miomir Kecmanovic (14282146),Miomir Kecmanovic,14282146,P,9400,Lorenzi@Kecmanovic 02/12/2020 12:00PM ET,Kecmanovic,57.88,0.756980302161025,0,-315,-320,-300,0.759036144578313,0.761904761904762,0.75,1
P,Jozef Kovalik (14282137),Jozef Kovalik,14282137,P,8900,Sousa@Kovalik 02/12/2020 12:30PM ET,Kovalik,47.95,0.711916539827499,0,-265,-220,-260,0.726027397260274,0.6875,0.722222222222222,0
P,Casper Ruud (14282142),Casper Ruud,14282142,P,8700,Carballes Baena@Ruud 02/12/2020 05:00PM ET,Ruud,55.57,0.702955809189347,0,-235,-235,-240,0.701492537313433,0.701492537313433,0.705882352941176,1
P,Steve Johnson (14282147),Steve Johnson,14282147,P,8300,Johnson@Seppi 02/12/2020 01:20PM ET,Johnson,34.62,0.641025641025641,0,-175,-186,-175,0.636363636363636,0.65034965034965,0.636363636363636,0
P,Grigor Dimitrov (14282155),Grigor Dimitrov,14282155,P,7900,Auger-Aliassime@Dimitrov 02/12/2020 02:50PM ET,Dimitrov,55.52,0.632182307620904,0,-180,-166,-170,0.642857142857143,0.62406015037594,0.62962962962963,0
P,Thiago Monteiro (14282144),Thiago Monteiro,14282144,P,7600,Monteiro@Coric 02/12/2020 07:00PM ET,Monteiro,48.67,0.565129695949242,0,-134,-126,-130,0.572649572649573,0.557522123893805,0.565217391304348,1
P,Borna Coric (14282143),Borna Coric,14282143,P,7200,Monteiro@Coric 02/12/2020 07:00PM ET,Coric,13.95,0.479242979242979,0,108,108,110,0.480769230769231,0.480769230769231,0.476190476190476,0
P,Felix Auger-Aliassime (14282156),Felix Auger-Aliassime,14282156,P,6800,Auger-Aliassime@Dimitrov 02/12/2020 02:50PM ET,Auger-Aliassime,55.44,0.408248591413575,0,143,142,150,0.411522633744856,0.413223140495868,0.4,1
P,Andreas Seppi (14282148),Andreas Seppi,14282148,P,6600,Johnson@Seppi 02/12/2020 01:20PM ET,Seppi,46.66,0.410850780990362,0,140,136,155,0.416666666666667,0.423728813559322,0.392156862745098,1
P,Roberto Carballes Baena (14282141),Roberto Carballes Baena,14282141,P,6300,Carballes Baena@Ruud 02/12/2020 05:00PM ET,Carballes Baena,38.5,0.340682788051209,0,185,196,200,0.350877192982456,0.337837837837838,0.333333333333333,0
P,Pedro Sousa (14282138),Pedro Sousa,14282138,P,5900,Sousa@Kovalik 02/12/2020 12:30PM ET,Sousa,62.2,0.329896858079768,0,210,182,220,0.32258064516129,0.354609929078014,0.3125,1
P,Paolo Lorenzi (14282145),Paolo Lorenzi,14282145,P,5600,Lorenzi@Kecmanovic 02/12/2020 12:00PM ET,Lorenzi,41.08,0.295841413488472,0,240,225,250,0.294117647058823,0.307692307692308,0.285714285714286,0
P,Marcos Giron (14282152),Marcos Giron,14282152,P,5300,Humbert@Giron 02/12/2020 08:50PM ET,Giron,42.58,0.26327947380579,0,280,270,290,0.263157894736842,0.27027027027027,0.256410256410256,0
P,Soonwoo Kwon (14282150),Soonwoo Kwon,14282150,P,4900,Raonic@Kwon 02/12/2020 07:30PM ET,Kwon,55.25,0.222222222222222,0,,350,350,,0.222222222222222,0.222222222222222,1
P,Vasek Pospisil (14282154),Vasek Pospisil,14282154,P,4700,Pospisil@Medvedev 02/12/2020 01:30PM ET,Pospisil,51.14,0.194261294261294,0,400,420,425,0.2,0.192307692307692,0.19047619047619,1
P,Pedro Martinez (14282140),Pedro Martinez,14282140,P,4500,Lajovic@Martinez 02/12/2020 01:50PM ET,Martinez,43.51,0.375118708452042,0,160,170,170,0.384615384615385,0.37037037037037,0.37037037037037,0
