Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Rafael Nadal (14357252),Rafael Nadal,14357252,P,10800,Kecmanovic@Nadal 02/26/2020 11:00PM ET,Nadal,71.55,0.925858092524759,0,-1250,-1300,-1200,0.925925925925926,0.928571428571429,0.923076923076923,1
P,Stan Wawrinka (14357250),Stan Wawrinka,14357250,P,10200,Martinez@Wawrinka 02/26/2020 08:55PM ET,Wawrinka,62.49,0.861959496442255,0,-625,-650,-600,0.862068965517241,0.866666666666667,0.857142857142857,1
P,Alexander Zverev (14357246),Alexander Zverev,14357246,P,10000,Zverev@Paul 02/26/2020 07:00PM ET,Zverev,70.03,0.811504227859368,0,-435,-460,-400,0.813084112149533,0.821428571428571,0.8,0
P,John Isner (14357244),John Isner,14357244,P,9800,Giron@Isner 02/26/2020 06:30PM ET,Isner,58.35,0.78543494692563,0,-360,-390,-350,0.782608695652174,0.795918367346939,0.777777777777778,1
P,Grigor Dimitrov (14357248),Grigor Dimitrov,14357248,P,9300,Dimitrov@Mannarino 02/26/2020 08:20PM ET,Dimitrov,50.68,0.74889205444761,0,-305,-300,-290,0.753086419753086,0.75,0.743589743589744,1
P,Heather Watson (14357254),Heather Watson,14357254,P,9100,Bondarenko@Watson 02/26/2020 05:00PM ET,Watson,51.01,0.711484593837535,0,-250,-250,-240,0.714285714285714,0.714285714285714,0.705882352941176,1
P,Anastasia Potapova (14357265),Anastasia Potapova,14357265,P,8900,Potapova@Maria 02/26/2020 06:20PM ET,Potapova,47.05,0.68050468050468,0,-215,-225,-200,0.682539682539683,0.692307692307692,0.666666666666667,1
P,Nao Hibino (14357260),Nao Hibino,14357260,P,8700,Hibino@Fernandez 02/26/2020 06:15PM ET,Hibino,60.62,0.551456455481223,0,-121,-128,-120,0.547511312217195,0.56140350877193,0.545454545454545,0
P,Lin Zhu (14357256),Lin Zhu,14357256,P,8600,Boulter@Zhu 02/26/2020 05:00PM ET,Zhu,42.14,0.653291153291153,0,-200,-186,-180,0.666666666666667,0.65034965034965,0.642857142857143,1
P,Dusan Lajovic (14357242),Dusan Lajovic,14357242,P,8400,Lajovic@Kwon 02/26/2020 05:00PM ET,Lajovic,52.12,0.524518908321725,0,-113,-108,-110,0.530516431924883,0.519230769230769,0.523809523809524,0
