Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,
P,Bianca Vanessa Andreescu (13663885),Bianca Vanessa Andreescu,13663885,P,7700,Andreescu@Pliskova 10/30/2019 08:00AM ET,Andreescu,62.39,0.61916155807599,0,-167,-156,-165,0.625468164794007,0.609375,0.622641509433962
P,Elina Svitolina (13663883),Elina Svitolina,13663883,P,7600,Svitolina@Halep 10/30/2019 06:30AM ET,Svitolina,53.42,0.526596374418428,0,-115,-114,-105,0.534883720930232,0.532710280373832,0.51219512195122
P,Karolina Pliskova (13663884),Karolina Pliskova,13663884,P,7500,Andreescu@Pliskova 10/30/2019 08:00AM ET,Pliskova,63.13,0.421576554319453,0,135,132,145,0.425531914893617,0.431034482758621,0.408163265306122
P,Simona Halep (13663882),Simona Halep,13663882,P,7300,Svitolina@Halep 10/30/2019 06:30AM ET,Halep,59.63,0.519688328403502,0,-108,-102,-115,0.519230769230769,0.504950495049505,0.534883720930232
P,Roberto Bautista-Agut (13663868),Roberto Bautista-Agut,13663868,P,7200,De Minaur@Bautista-Agut 10/30/2019 08:40AM ET,Bautista-Agut,56.46,0.450619180701267,0,118,128,120,0.458715596330275,0.43859649122807,0.454545454545455
P,Grigor Dimitrov (13663870),Grigor Dimitrov,13663870,P,7100,Dimitrov@Goffin 10/30/2019 08:40AM ET,Dimitrov,46.88,0.493464052287582,0,104,104,100,0.490196078431373,0.490196078431373,0.5
P,Jo-Wilfried Tsonga (13663880),Jo-Wilfried Tsonga,13663880,P,6900,Berrettini@Tsonga 10/30/2019 03:50PM ET,Tsonga,56.12,0.430492944490705,0,128,134,135,0.43859649122807,0.427350427350427,0.425531914893617
P,Marin Cilic (13663872),Marin Cilic,13663872,P,6800,Cilic@Wawrinka 10/30/2019 10:00AM ET,Cilic,47.73,0.434998963641927,0,123,132,135,0.448430493273543,0.431034482758621,0.425531914893617
P,Kyle Edmund (13663877),Kyle Edmund,13663877,P,6700,Schwartzman@Edmund 10/30/2019 11:20AM ET,Edmund,42.12,0.417353382030778,0,138,136,145,0.420168067226891,0.423728813559322,0.408163265306122
P,Milos Raonic (13663859),Milos Raonic,13663859,P,6500,Thiem@Raonic 10/30/2019 06:00AM ET,Raonic,62.46,0.425628566260504,0,133,132,140,0.429184549356223,0.431034482758621,0.416666666666667
P,Fabio Fognini (13663864),Fabio Fognini,13663864,P,6200,Fognini@Shapovalov 10/30/2019 07:20AM ET,Fognini,46.42,0.375457875457875,0,160,180,160,0.384615384615385,0.357142857142857,0.384615384615385
P,Benoit Paire (13663867),Benoit Paire,13663867,P,5900,Paire@Monfils 10/30/2019 08:40AM ET,Paire,46.7,0.381723539618276,0,160,166,160,0.384615384615385,0.37593984962406,0.384615384615385
P,Cristian Garin (13663861),Cristian Garin,13663861,P,5700,Isner@Garin 10/30/2019 07:20AM ET,Garin,48.15,0.354414991401293,0,175,192,180,0.363636363636364,0.342465753424657,0.357142857142857
P,Taylor Fritz (13663863),Taylor Fritz,13663863,P,5400,Tsitsipas@Fritz 10/30/2019 07:20AM ET,Fritz,48.18,0.289895668412292,0,240,245,250,0.294117647058823,0.289855072463768,0.285714285714286
P,Adrian Mannarino (13663879),Adrian Mannarino,13663879,P,4800,Nadal@Mannarino 10/30/2019 02:30PM ET,Mannarino,48.17,0.16396380515894,0,510,520,500,0.163934426229508,0.161290322580645,0.166666666666667
P,Corentin Moutet (13663875),Corentin Moutet,13663875,P,4000,Moutet@Djokovic 10/30/2019 10:00AM ET,Moutet,31.69,0.062745098039216,0,1400,1600,,0.066666666666667,0.058823529411765,
