Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,
P,Novak Djokovic (13663874),Novak Djokovic,13663874,P,11100,Moutet@Djokovic 10/30/2019 10:00AM ET,Djokovic,68.21,0.969314926985021,0,-3335,-3000,,0.970887918486172,0.967741935483871,
P,Rafael Nadal (13663878),Rafael Nadal,13663878,P,10400,Nadal@Mannarino 10/30/2019 02:30PM ET,Nadal,71.93,0.875766871165644,0,-715,-700,-700,0.877300613496933,0.875,0.875
P,Stefanos Tsitsipas (13663862),Stefanos Tsitsipas,13663862,P,9700,Tsitsipas@Fritz 10/30/2019 07:20AM ET,Tsitsipas,56.18,0.753012048192771,0,-315,-300,-300,0.759036144578313,0.75,0.75
P,John Isner (13663860),John Isner,13663860,P,9300,Isner@Garin 10/30/2019 07:20AM ET,Isner,62.14,0.690656565656566,0,-220,-230,-220,0.6875,0.696969696969697,0.6875
P,Gael Monfils (13663866),Gael Monfils,13663866,P,9000,Paire@Monfils 10/30/2019 08:40AM ET,Monfils,56.04,0.657228657228657,0,-200,-196,-180,0.666666666666667,0.662162162162162,0.642857142857143
P,Denis Shapovalov (13663865),Denis Shapovalov,13663865,P,8800,Fognini@Shapovalov 10/30/2019 07:20AM ET,Shapovalov,48.44,0.665842657645936,0,-205,-215,-180,0.672131147540984,0.682539682539683,0.642857142857143
P,Diego Sebastian Schwartzman (13663876),Diego Sebastian Schwartzman,13663876,P,8600,Schwartzman@Edmund 10/30/2019 11:20AM ET,Schwartzman,51.43,0.622793381932533,0,-175,-156,-165,0.636363636363636,0.609375,0.622641509433962
P,Stan Wawrinka (13663873),Stan Wawrinka,13663873,P,8500,Cilic@Wawrinka 10/30/2019 10:00AM ET,Wawrinka,57.64,0.606797580143168,0,-152,-156,-155,0.603174603174603,0.609375,0.607843137254902
P,Dominic Thiem (13663858),Dominic Thiem,13663858,P,8400,Thiem@Raonic 10/30/2019 06:00AM ET,Thiem,57.84,0.618745798521079,0,-167,-160,-160,0.625468164794007,0.615384615384615,0.615384615384615
P,Matteo Berrettini (13663881),Matteo Berrettini,13663881,P,8300,Berrettini@Tsonga 10/30/2019 03:50PM ET,Berrettini,56.69,0.611381950643236,0,-159,-158,-155,0.613899613899614,0.612403100775194,0.607843137254902
P,David Goffin (13663871),David Goffin,13663871,P,8100,Dimitrov@Goffin 10/30/2019 08:40AM ET,Goffin,51.72,0.551491820214287,0,-127,-122,-120,0.559471365638767,0.54954954954955,0.545454545454545
P,Alex De Minaur (13663869),Alex De Minaur,13663869,P,7900,De Minaur@Bautista-Agut 10/30/2019 08:40AM ET,De Minaur,53.72,0.59336917562724,0,-148,-150,-140,0.596774193548387,0.6,0.583333333333333
