Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nathan MacKinnon (13759921),Nathan MacKinnon,13759921,C/UTIL,8300,COL@EDM 11/14/2019 09:00PM ET,COL,18.98
C,Connor McDavid (13759923),Connor McDavid,13759923,C/UTIL,8000,COL@EDM 11/14/2019 09:00PM ET,EDM,16.14
LW,Leon Draisaitl (13760177),Leon Draisaitl,13760177,W/UTIL,7800,COL@EDM 11/14/2019 09:00PM ET,EDM,18.11
C,Jack Eichel (13759925),Jack Eichel,13759925,C/UTIL,7700,CAR@BUF 11/14/2019 07:00PM ET,BUF,14.59
RW,Nikita Kucherov (13760179),Nikita Kucherov,13760179,W/UTIL,7500,NYR@TB 11/14/2019 07:00PM ET,TB,10.23
C,Steven Stamkos (13759927),Steven Stamkos,13759927,C/UTIL,7300,NYR@TB 11/14/2019 07:00PM ET,TB,12.17
LW,Evander Kane (13760181),Evander Kane,13760181,W/UTIL,7300,SJ@ANH 11/14/2019 10:00PM ET,SJ,16.06
RW,Mikko Rantanen (13760183),Mikko Rantanen,13760183,W/UTIL,7200,COL@EDM 11/14/2019 09:00PM ET,COL,14
LW,Andrei Svechnikov (13760185),Andrei Svechnikov,13760185,W/UTIL,7100,CAR@BUF 11/14/2019 07:00PM ET,CAR,11.31
C,Elias Pettersson (13759929),Elias Pettersson,13759929,C/UTIL,7100,DAL@VAN 11/14/2019 10:00PM ET,VAN,12.65
C,Sebastian Aho (13759931),Sebastian Aho,13759931,C/UTIL,7000,CAR@BUF 11/14/2019 07:00PM ET,CAR,10.92
LW,Jonathan Huberdeau (13760187),Jonathan Huberdeau,13760187,W/UTIL,7000,WPG@FLA 11/14/2019 07:00PM ET,FLA,13.04
RW,Patrik Laine (13760189),Patrik Laine,13760189,W/UTIL,6900,WPG@FLA 11/14/2019 07:00PM ET,WPG,12.64
D,Dougie Hamilton (13760625),Dougie Hamilton,13760625,D/UTIL,6800,CAR@BUF 11/14/2019 07:00PM ET,CAR,15.19
C,Brayden Point (13759933),Brayden Point,13759933,C/UTIL,6800,NYR@TB 11/14/2019 07:00PM ET,TB,10.56
LW,Gabriel Landeskog (13760191),Gabriel Landeskog,13760191,W/UTIL,6800,COL@EDM 11/14/2019 09:00PM ET,COL,8.94
C,Aleksander Barkov (13759935),Aleksander Barkov,13759935,C/UTIL,6700,WPG@FLA 11/14/2019 07:00PM ET,FLA,12.08
RW,Brock Boeser (13760193),Brock Boeser,13760193,W/UTIL,6700,DAL@VAN 11/14/2019 10:00PM ET,VAN,11.81
LW,Jeff Skinner (13760195),Jeff Skinner,13760195,W/UTIL,6600,CAR@BUF 11/14/2019 07:00PM ET,BUF,11.22
RW,Teuvo Teravainen (13760199),Teuvo Teravainen,13760199,W/UTIL,6500,CAR@BUF 11/14/2019 07:00PM ET,CAR,9.71
D,Brent Burns (13760627),Brent Burns,13760627,D/UTIL,6500,SJ@ANH 11/14/2019 10:00PM ET,SJ,12.33
C,Blake Wheeler (13759941),Blake Wheeler,13759941,C/UTIL,6400,WPG@FLA 11/14/2019 07:00PM ET,WPG,9.25
LW,Kyle Connor (13760197),Kyle Connor,13760197,W/UTIL,6400,WPG@FLA 11/14/2019 07:00PM ET,WPG,11.28
RW,J.T. Miller (13760205),J.T. Miller,13760205,W/UTIL,6300,DAL@VAN 11/14/2019 10:00PM ET,VAN,11.12
C,Dylan Larkin (13759943),Dylan Larkin,13759943,C/UTIL,6300,DET@LA 11/14/2019 10:30PM ET,DET,10.96
RW,Anthony Mantha (13760203),Anthony Mantha,13760203,W/UTIL,6300,DET@LA 11/14/2019 10:30PM ET,DET,14.24
LW,Artemi Panarin (13760201),Artemi Panarin,13760201,W/UTIL,6200,NYR@TB 11/14/2019 07:00PM ET,NYR,12.64
D,Victor Hedman (13760629),Victor Hedman,13760629,D/UTIL,6200,NYR@TB 11/14/2019 07:00PM ET,TB,10.47
RW,Alexander Radulov (13760207),Alexander Radulov,13760207,W/UTIL,6200,DAL@VAN 11/14/2019 10:00PM ET,DAL,9.40
C,Ryan Getzlaf (13759945),Ryan Getzlaf,13759945,C/UTIL,6200,SJ@ANH 11/14/2019 10:00PM ET,ANH,10.24
LW,Nikolaj Ehlers (13760209),Nikolaj Ehlers,13760209,W/UTIL,6100,WPG@FLA 11/14/2019 07:00PM ET,WPG,11.12
C,Tyler Seguin (13759947),Tyler Seguin,13759947,C/UTIL,6100,DAL@VAN 11/14/2019 10:00PM ET,DAL,9.54
D,Alexander Edler (13760631),Alexander Edler,13760631,D/UTIL,6100,DAL@VAN 11/14/2019 10:00PM ET,VAN,12.86
RW,Evgenii Dadonov (13760211),Evgenii Dadonov,13760211,W/UTIL,6000,WPG@FLA 11/14/2019 07:00PM ET,FLA,10.6
C,Anze Kopitar (13759949),Anze Kopitar,13759949,C/UTIL,6000,DET@LA 11/14/2019 10:30PM ET,LA,11.23
RW,Sam Reinhart (13760213),Sam Reinhart,13760213,W/UTIL,5900,CAR@BUF 11/14/2019 07:00PM ET,BUF,10.14
C,Mika Zibanejad (13759951),Mika Zibanejad,13759951,C/UTIL,5900,NYR@TB 11/14/2019 07:00PM ET,NYR,15.14
D,Jacob Trouba (13760633),Jacob Trouba,13760633,D/UTIL,5900,NYR@TB 11/14/2019 07:00PM ET,NYR,12.17
D,Oscar Klefbom (13760635),Oscar Klefbom,13760635,D/UTIL,5800,COL@EDM 11/14/2019 09:00PM ET,EDM,12.08
C,Logan Couture (13759953),Logan Couture,13759953,C/UTIL,5800,SJ@ANH 11/14/2019 10:00PM ET,SJ,9.37
RW,Jakob Silfverberg (13760215),Jakob Silfverberg,13760215,W/UTIL,5800,SJ@ANH 11/14/2019 10:00PM ET,ANH,9.47
C,Bo Horvat (13759955),Bo Horvat,13759955,C/UTIL,5700,DAL@VAN 11/14/2019 10:00PM ET,VAN,11.56
LW,Rickard Rakell (13760217),Rickard Rakell,13760217,W/UTIL,5700,SJ@ANH 11/14/2019 10:00PM ET,ANH,9.37
LW,Joonas Donskoi (13760219),Joonas Donskoi,13760219,W/UTIL,5600,COL@EDM 11/14/2019 09:00PM ET,COL,9.88
D,Cale Makar (13760639),Cale Makar,13760639,D/UTIL,5600,COL@EDM 11/14/2019 09:00PM ET,COL,11.28
C,Vincent Trocheck (13759957),Vincent Trocheck,13759957,C/UTIL,5500,WPG@FLA 11/14/2019 07:00PM ET,FLA,9.44
D,Erik Karlsson (13760641),Erik Karlsson,13760641,D/UTIL,5500,SJ@ANH 11/14/2019 10:00PM ET,SJ,9.45
LW,Tyler Bertuzzi (13760221),Tyler Bertuzzi,13760221,W/UTIL,5500,DET@LA 11/14/2019 10:30PM ET,DET,9.24
LW,Victor Olofsson (13760223),Victor Olofsson,13760223,W/UTIL,5400,CAR@BUF 11/14/2019 07:00PM ET,BUF,8.88
