Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,
40446-59218,W,David,David Pastrnak,Pastrnak,24.33529483570772,17,9100,FLA@BOS,BOS,FLA,,,,,
40446-64102,C,Connor,Connor McDavid,McDavid,21.18421052631579,19,9000,EDM@SJ,EDM,SJ,,,,,
40446-58331,W,Leon,Leon Draisaitl,Draisaitl,23,19,8800,EDM@SJ,EDM,SJ,,,,,
40446-41391,C,Nathan,Nathan MacKinnon,MacKinnon,21.205882352941178,17,8600,COL@WPG,COL,WPG,,,,,
40446-8594,C,Sidney,Sidney Crosby,Crosby,14.252941355985755,17,8400,PIT@NYR,PIT,NYR,O,Lower body,,,
40446-8763,W,Brad,Brad Marchand,Marchand,20.923530129825366,17,8300,FLA@BOS,BOS,FLA,,,,,
40446-62493,W,Artemi,Artemi Panarin,Panarin,16.626666259765624,15,8200,PIT@NYR,NYR,PIT,,,,,
40446-41393,C,Aleksander,Aleksander Barkov,Barkov,16.282352223115808,17,8200,FLA@BOS,FLA,BOS,,,,,
40446-66737,W,Mikko,Mikko Rantanen,Rantanen,18.266665988498264,9,8000,COL@WPG,COL,WPG,IR,Lower body,,,
40446-8595,C,Evgeni,Evgeni Malkin,Malkin,14.75,6,8000,PIT@NYR,PIT,NYR,,,,,
40446-8175,C,Patrice,Patrice Bergeron,Bergeron,16.517646340762866,17,7800,FLA@BOS,BOS,FLA,,,,,
40446-8394,C,Anze,Anze Kopitar,Kopitar,13.800000359030332,17,7500,MIN@LA,LA,MIN,,,,,
40446-70900,W,Patrik,Patrik Laine,Laine,14.856249809265137,16,7500,COL@WPG,WPG,COL,,,,,
40446-15321,C,Mark,Mark Scheifele,Scheifele,13.399999830457899,18,7500,COL@WPG,WPG,COL,,,,,
40446-9092,W,Evander,Evander Kane,Kane,18,15,7400,EDM@SJ,SJ,EDM,,,,,
40446-70571,W,Jake,Jake Guentzel,Guentzel,14.27058859432445,17,7400,PIT@NYR,PIT,NYR,,,,,
40446-8426,D,Brent,Brent Burns,Burns,14.777777777777779,18,7300,EDM@SJ,SJ,EDM,,,,,
40446-15217,W,Jonathan,Jonathan Huberdeau,Huberdeau,16.723528693704043,17,7300,FLA@BOS,FLA,BOS,,,,,
40446-15306,W,Brendan,Brendan Gallagher,Gallagher,14.91764741785386,17,7300,CBJ@MON,MON,CBJ,,,,,
40446-84409,C,Elias,Elias Pettersson,Pettersson,15.38888888888889,18,7200,NSH@VAN,VAN,NSH,,,,,
40446-79857,W,Brock,Brock Boeser,Boeser,14.977778116861979,18,7200,NSH@VAN,VAN,NSH,,,,,
40446-14565,C,Mika,Mika Zibanejad,Zibanejad,18.08888922797309,9,7100,PIT@NYR,NYR,PIT,O,Upper body,,,
40446-9124,C,Ryan,Ryan O'Reilly,O'Reilly,13.805555555555555,18,7100,ARI@STL,STL,ARI,,,,,
40446-14697,W,Gabriel,Gabriel Landeskog,Landeskog,10.9272724498402,11,7000,COL@WPG,COL,WPG,IR,Lower body,,,
40446-14056,W,Cam,Cam Atkinson,Atkinson,12.023529052734375,17,6900,CBJ@MON,CBJ,MON,,,,,
40446-8182,W,Blake,Blake Wheeler,Wheeler,11.477778116861979,18,6900,COL@WPG,WPG,COL,,,,,
40446-8275,C,Matt,Matt Duchene,Duchene,12.40625,16,6800,NSH@VAN,NSH,VAN,,,,,
40446-8682,W,Phil,Phil Kessel,Kessel,9.933333502875435,18,6800,ARI@STL,ARI,STL,,,,,
40446-12262,D,Roman,Roman Josi,Josi,17,17,6800,NSH@VAN,NSH,VAN,,,,,
40446-40036,C,Tomas,Tomas Hertl,Hertl,14.544443766276041,18,6700,EDM@SJ,SJ,EDM,,,,,
40446-70125,W,Kyle,Kyle Connor,Connor,13.23888905843099,18,6700,COL@WPG,WPG,COL,,,,,
40446-59207,W,Viktor,Viktor Arvidsson,Arvidsson,11.411764705882353,17,6700,NSH@VAN,NSH,VAN,,,,,
40446-43134,W,Anthony,Anthony Mantha,Mantha,16.847368742290296,19,6600,DET@ANH,DET,ANH,,,,,
40446-62788,C,Dylan,Dylan Larkin,Larkin,13.12105279219778,19,6600,DET@ANH,DET,ANH,,,,,
40446-9269,C,Logan,Logan Couture,Couture,11.772221883138021,18,6500,EDM@SJ,SJ,EDM,,,,,
40446-8651,D,Alex,Alex Pietrangelo,Pietrangelo,15.088889227973091,18,6500,ARI@STL,STL,ARI,,,,,
40446-8875,W,Evgenii,Evgenii Dadonov,Dadonov,13.888235653147978,17,6500,FLA@BOS,FLA,BOS,,,,,
40446-8234,C,Eric,Eric Staal,Staal,11.570588055778952,17,6400,MIN@LA,MIN,LA,,,,,
40446-8608,D,Kris,Kris Letang,Letang,15.140000406901041,15,6400,PIT@NYR,PIT,NYR,O,Lower body,,,
40446-15283,C,Vincent,Vincent Trocheck,Trocheck,11.85,10,6400,FLA@BOS,FLA,BOS,,,,,
40446-15360,W,J.T.,J.T. Miller,Miller,15.127777099609375,18,6300,NSH@VAN,VAN,NSH,,,,,
40446-14563,C,Ryan,Ryan Nugent-Hopkins,Nugent-Hopkins,11.847368742290296,19,6300,EDM@SJ,EDM,SJ,,,,,
40446-8640,W,David,David Perron,Perron,14.383332994249132,18,6300,ARI@STL,STL,ARI,,,,,
40446-8134,C,Ryan,Ryan Getzlaf,Getzlaf,12.366667005750868,18,6300,DET@ANH,ANH,DET,,,,,
40446-9266,C,Brayden,Brayden Schenn,Schenn,13.083333333333334,18,6200,ARI@STL,STL,ARI,,,,,
40446-9321,W,Tomas,Tomas Tatar,Tatar,12.588235294117647,17,6200,CBJ@MON,MON,CBJ,,,,,
40446-14473,W,Jakob,Jakob Silfverberg,Silfverberg,12.088889227973091,18,6200,DET@ANH,ANH,DET,,,,,
40446-8551,D,Erik,Erik Karlsson,Karlsson,10.329412123736214,17,6200,EDM@SJ,SJ,EDM,,,,,
40446-41592,C,Max,Max Domi,Domi,10.782353120691637,17,6200,CBJ@MON,MON,CBJ,,,,,
40446-42478,C,Bo,Bo Horvat,Horvat,13.822222391764322,18,5900,NSH@VAN,VAN,NSH,,,,,
40446-12253,W,Mats,Mats Zuccarello,Zuccarello,7.892307574932392,13,5900,MIN@LA,MIN,LA,,,,,
40446-21648,D,Torey,Torey Krug,Krug,11.900000179515166,17,5800,FLA@BOS,BOS,FLA,O,Upper body,,,
