Entry ID,Contest Name,Contest ID,Entry Fee,P,P,P,P,P,P,,Instructions,,,,,,,,
1879076306,TEN $1.5K Ace (Day 4),85936429,$1,Dominik Koepfer (14286582),Filip Krajinovic (14286578),Reilly Opelka (14286572),John Isner (14286570),Guido Pella (14286568),Gael Monfils (14286567),,P,Kyle Edmund (14286569),Kyle Edmund,14286569,P,9100,Koepfer@Edmund 02/13/2020 12:00PM ET,Edmund,49.25
1879076307,TEN $1.5K Ace (Day 4),85936429,$1,Federico Delbonis (14286585),Albert Ramos-Vinolas (14286580),John Isner (14286570),Kyle Edmund (14286569),Guido Pella (14286568),Gael Monfils (14286567),,P,John Isner (14286570),John Isner,14286570,P,8700,Thompson@Isner 02/13/2020 07:30PM ET,Isner,57.82
1879076308,TEN $1.5K Ace (Day 4),85936429,$1,Facundo Bagnis (14286583),Jordan Thompson (14286581),Reilly Opelka (14286572),Kyle Edmund (14286569),Gael Monfils (14286567),Diego Schwartzman (14286566),,P,Pablo Cuevas (14286571),Pablo Cuevas,14286571,P,8600,Ramos-Vinolas@Cuevas 02/13/2020 01:50PM ET,Cuevas,45.79
1879076309,TEN $1.5K Ace (Day 4),85936429,$1,Albert Ramos-Vinolas (14286580),Cameron Norrie (14286575),Vasek Pospisil (14286573),Reilly Opelka (14286572),Kyle Edmund (14286569),Gael Monfils (14286567),,P,Reilly Opelka (14286572),Reilly Opelka,14286572,P,8400,Nishioka@Opelka 02/13/2020 02:40PM ET,Opelka,49.3
1879076310,TEN $1.5K Ace (Day 4),85936429,$1,Jordan Thompson (14286581),Laslo Djere (14286576),Vasek Pospisil (14286573),Reilly Opelka (14286572),Guido Pella (14286568),Gael Monfils (14286567),,P,Vasek Pospisil (14286573),Vasek Pospisil,14286573,P,8100,Krajinovic@Pospisil 02/13/2020 02:50PM ET,Pospisil,53.62
1879076311,TEN $1.5K Ace (Day 4),85936429,$1,Jordan Thompson (14286581),Filip Krajinovic (14286578),Jason Jung (14286577),Kyle Edmund (14286569),Guido Pella (14286568),Gael Monfils (14286567),,P,Juan Ignacio Londero (14286574),Juan Ignacio Londero,14286574,P,8000,Londero@Djere 02/13/2020 12:30PM ET,Londero,44.47
1879076312,TEN $1.5K Ace (Day 4),85936429,$1,Federico Delbonis (14286585),Laslo Djere (14286576),John Isner (14286570),Kyle Edmund (14286569),Guido Pella (14286568),Gael Monfils (14286567),,P,Cameron Norrie (14286575),Cameron Norrie,14286575,P,7900,Norrie@Jung 02/13/2020 01:20PM ET,Norrie,44.53
1879076313,TEN $1.5K Ace (Day 4),85936429,$1,Facundo Bagnis (14286583),Jason Jung (14286577),Laslo Djere (14286576),John Isner (14286570),Gael Monfils (14286567),Diego Schwartzman (14286566),,P,Laslo Djere (14286576),Laslo Djere,14286576,P,7800,Londero@Djere 02/13/2020 12:30PM ET,Djere,44.17
1879076314,TEN $1.5K Ace (Day 4),85936429,$1,Filip Krajinovic (14286578),Cameron Norrie (14286575),Juan Ignacio Londero (14286574),Reilly Opelka (14286572),Pablo Cuevas (14286571),Gael Monfils (14286567),,P,Jason Jung (14286577),Jason Jung,14286577,P,7700,Norrie@Jung 02/13/2020 01:20PM ET,Jung,69.4
1879076315,TEN $1.5K Ace (Day 4),85936429,$1,Albert Ramos-Vinolas (14286580),Filip Krajinovic (14286578),Jason Jung (14286577),John Isner (14286570),Guido Pella (14286568),Gael Monfils (14286567),,P,Filip Krajinovic (14286578),Filip Krajinovic,14286578,P,7600,Krajinovic@Pospisil 02/13/2020 02:50PM ET,Krajinovic,54.43
1879082163,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Dominik Koepfer (14286582),Yoshihito Nishioka (14286579),Pablo Cuevas (14286571),John Isner (14286570),Guido Pella (14286568),Gael Monfils (14286567),,P,Yoshihito Nishioka (14286579),Yoshihito Nishioka,14286579,P,7100,Nishioka@Opelka 02/13/2020 02:40PM ET,Nishioka,49.52
1879082164,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Facundo Bagnis (14286583),Yoshihito Nishioka (14286579),Jason Jung (14286577),Kyle Edmund (14286569),Gael Monfils (14286567),Diego Schwartzman (14286566),,P,Albert Ramos-Vinolas (14286580),Albert Ramos-Vinolas,14286580,P,6900,Ramos-Vinolas@Cuevas 02/13/2020 01:50PM ET,Ramos-Vinolas,49.36
1879082165,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Gilles Simon (14286584),Albert Ramos-Vinolas (14286580),Reilly Opelka (14286572),Kyle Edmund (14286569),Guido Pella (14286568),Diego Schwartzman (14286566),,P,Jordan Thompson (14286581),Jordan Thompson,14286581,P,6700,Thompson@Isner 02/13/2020 07:30PM ET,Thompson,47.65
1879082166,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Yoshihito Nishioka (14286579),Filip Krajinovic (14286578),Jason Jung (14286577),John Isner (14286570),Guido Pella (14286568),Gael Monfils (14286567),,P,Dominik Koepfer (14286582),Dominik Koepfer,14286582,P,6400,Koepfer@Edmund 02/13/2020 12:00PM ET,Koepfer,46.02
1879082167,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Federico Delbonis (14286585),Cameron Norrie (14286575),John Isner (14286570),Kyle Edmund (14286569),Guido Pella (14286568),Gael Monfils (14286567),,P,Facundo Bagnis (14286583),Facundo Bagnis,14286583,P,6100,Pella@Bagnis 02/13/2020 05:00PM ET,Bagnis,49.45
1879082168,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Yoshihito Nishioka (14286579),Cameron Norrie (14286575),Vasek Pospisil (14286573),Pablo Cuevas (14286571),John Isner (14286570),Gael Monfils (14286567),,P,Gilles Simon (14286584),Gilles Simon,14286584,P,6000,Simon@Monfils 02/13/2020 01:30PM ET,Simon,40.66
1879082169,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Jordan Thompson (14286581),Yoshihito Nishioka (14286579),Vasek Pospisil (14286573),Kyle Edmund (14286569),Guido Pella (14286568),Gael Monfils (14286567),,P,Federico Delbonis (14286585),Federico Delbonis,14286585,P,5400,Delbonis@Schwartzman 02/13/2020 07:00PM ET,Delbonis,32.55
1879082170,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Federico Delbonis (14286585),Filip Krajinovic (14286578),John Isner (14286570),Kyle Edmund (14286569),Guido Pella (14286568),Gael Monfils (14286567),,,,,,,,,,
1879082171,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Federico Delbonis (14286585),Yoshihito Nishioka (14286579),John Isner (14286570),Kyle Edmund (14286569),Guido Pella (14286568),Gael Monfils (14286567),,,,,,,,,,
1879082172,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Federico Delbonis (14286585),Facundo Bagnis (14286583),Pablo Cuevas (14286571),John Isner (14286570),Kyle Edmund (14286569),Gael Monfils (14286567),,,,,,,,,,
1879082173,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Gilles Simon (14286584),Jason Jung (14286577),Laslo Djere (14286576),John Isner (14286570),Guido Pella (14286568),Diego Schwartzman (14286566),,,,,,,,,,
1879082174,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Facundo Bagnis (14286583),Cameron Norrie (14286575),Pablo Cuevas (14286571),John Isner (14286570),Kyle Edmund (14286569),Gael Monfils (14286567),,,,,,,,,,
1879082175,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Dominik Koepfer (14286582),Jordan Thompson (14286581),Jason Jung (14286577),Guido Pella (14286568),Gael Monfils (14286567),Diego Schwartzman (14286566),,,,,,,,,,
1879082176,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Dominik Koepfer (14286582),Cameron Norrie (14286575),Vasek Pospisil (14286573),John Isner (14286570),Guido Pella (14286568),Gael Monfils (14286567),,,,,,,,,,
1879082177,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Facundo Bagnis (14286583),Dominik Koepfer (14286582),Pablo Cuevas (14286571),John Isner (14286570),Gael Monfils (14286567),Diego Schwartzman (14286566),,,,,,,,,,
1879082178,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Federico Delbonis (14286585),Dominik Koepfer (14286582),Pablo Cuevas (14286571),John Isner (14286570),Guido Pella (14286568),Gael Monfils (14286567),,,,,,,,,,
1879082179,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Jordan Thompson (14286581),Albert Ramos-Vinolas (14286580),Reilly Opelka (14286572),Kyle Edmund (14286569),Guido Pella (14286568),Gael Monfils (14286567),,,,,,,,,,
1879082180,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Gilles Simon (14286584),Dominik Koepfer (14286582),Pablo Cuevas (14286571),John Isner (14286570),Guido Pella (14286568),Diego Schwartzman (14286566),,,,,,,,,,
1879082181,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Gilles Simon (14286584),Jordan Thompson (14286581),Pablo Cuevas (14286571),Kyle Edmund (14286569),Guido Pella (14286568),Diego Schwartzman (14286566),,,,,,,,,,
1879082182,TEN $400 Quarter Jukebox [Just $0.25!] (Day 4),85955698,$0.25,Facundo Bagnis (14286583),Albert Ramos-Vinolas (14286580),Reilly Opelka (14286572),John Isner (14286570),Gael Monfils (14286567),Diego Schwartzman (14286566),,,,,,,,,,
1879082218,TEN $500 Forehand  (Day 4),85955702,$4,Albert Ramos-Vinolas (14286580),Jason Jung (14286577),Laslo Djere (14286576),John Isner (14286570),Guido Pella (14286568),Gael Monfils (14286567),,,,,,,,,,
1879082219,TEN $500 Forehand  (Day 4),85955702,$4,Jordan Thompson (14286581),Cameron Norrie (14286575),Vasek Pospisil (14286573),Reilly Opelka (14286572),Guido Pella (14286568),Gael Monfils (14286567),,,,,,,,,,
1879082220,TEN $500 Forehand  (Day 4),85955702,$4,Federico Delbonis (14286585),Jordan Thompson (14286581),Pablo Cuevas (14286571),Kyle Edmund (14286569),Guido Pella (14286568),Gael Monfils (14286567),,,,,,,,,,
1879082221,TEN $500 Forehand  (Day 4),85955702,$4,Dominik Koepfer (14286582),Albert Ramos-Vinolas (14286580),Reilly Opelka (14286572),John Isner (14286570),Guido Pella (14286568),Diego Schwartzman (14286566),,,,,,,,,,
1879081760,TEN $20 3-Player (Day 4),85955775,$20,Pablo Cuevas (14286571),Kyle Edmund (14286569),Jason Jung (14286577),Gael Monfils (14286567),Reilly Opelka (14286572),Jordan Thompson (14286581),,,,,,,,,,
