Ashleigh Barty,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin : 49800 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Madison Keys,Naomi Osaka,Venus Williams : 49900 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Venus Williams : 49800 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Venus Williams : 49500 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Venus Williams : 49200 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,Madison Keys,Sofia Kenin,Venus Williams : 50000 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Madison Keys,Sofia Kenin,Venus Williams : 49700 : 6
Karolina Pliskova,Roberto Bautista-Agut,David Goffin,Madison Keys,Sofia Kenin,Venus Williams : 49900 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Madison Keys,Sofia Kenin,Venus Williams : 49600 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Madison Keys,Sofia Kenin,Venus Williams : 49300 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Venus Williams : 49200 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Venus Williams : 48900 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Venus Williams : 48600 : 6
Karolina Pliskova,Roberto Bautista-Agut,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Venus Williams : 50000 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Venus Williams : 49700 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Venus Williams : 49400 : 6
Karolina Pliskova,Roberto Bautista-Agut,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams : 49600 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams : 49300 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams : 49000 : 6
Novak Djokovic,Daniil Medvedev,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams : 49800 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams : 48900 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams : 48600 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams : 48300 : 6
Karolina Pliskova,Roberto Bautista-Agut,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 49200 : 6
Novak Djokovic,Ashleigh Barty,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 49800 : 6
Karolina Pliskova,Ashleigh Barty,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 48900 : 6
Roberto Bautista-Agut,Ashleigh Barty,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 48600 : 6
Novak Djokovic,Daniil Medvedev,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 49400 : 6
Karolina Pliskova,Daniil Medvedev,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 48500 : 6
Roberto Bautista-Agut,Daniil Medvedev,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 48200 : 6
Ashleigh Barty,Daniil Medvedev,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 47900 : 6
Novak Djokovic,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 49000 : 6
Karolina Pliskova,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 48100 : 6
Roberto Bautista-Agut,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 47800 : 6
Ashleigh Barty,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 47500 : 6
Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams : 47100 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Madison Keys,Naomi Osaka,Yoshihito Nishioka : 49900 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Madison Keys,Naomi Osaka,Yoshihito Nishioka : 49800 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Madison Keys,Naomi Osaka,Yoshihito Nishioka : 49500 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Yoshihito Nishioka : 49400 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Yoshihito Nishioka : 49100 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Yoshihito Nishioka : 48800 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,David Goffin,Sofia Kenin,Yoshihito Nishioka : 50000 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,David Goffin,Sofia Kenin,Yoshihito Nishioka : 49700 : 6
Karolina Pliskova,Roberto Bautista-Agut,Daniil Medvedev,Madison Keys,Sofia Kenin,Yoshihito Nishioka : 49900 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,Madison Keys,Sofia Kenin,Yoshihito Nishioka : 49600 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Madison Keys,Sofia Kenin,Yoshihito Nishioka : 49300 : 6
Karolina Pliskova,Roberto Bautista-Agut,David Goffin,Madison Keys,Sofia Kenin,Yoshihito Nishioka : 49500 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Madison Keys,Sofia Kenin,Yoshihito Nishioka : 49200 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Madison Keys,Sofia Kenin,Yoshihito Nishioka : 48900 : 6
Novak Djokovic,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Yoshihito Nishioka : 49700 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Yoshihito Nishioka : 48800 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Yoshihito Nishioka : 48500 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Yoshihito Nishioka : 48200 : 6
Karolina Pliskova,Roberto Bautista-Agut,Ashleigh Barty,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 50000 : 6
Karolina Pliskova,Roberto Bautista-Agut,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 49600 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 49300 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 49000 : 6
Karolina Pliskova,Roberto Bautista-Agut,David Goffin,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 49200 : 6
Novak Djokovic,Ashleigh Barty,David Goffin,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 49800 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 48900 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 48600 : 6
Novak Djokovic,Daniil Medvedev,David Goffin,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 49400 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 48500 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 48200 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 47900 : 6
Novak Djokovic,Karolina Pliskova,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 50000 : 6
Novak Djokovic,Roberto Bautista-Agut,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 49700 : 6
Karolina Pliskova,Roberto Bautista-Agut,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 48800 : 6
Novak Djokovic,Ashleigh Barty,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 49400 : 6
Karolina Pliskova,Ashleigh Barty,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 48500 : 6
Roberto Bautista-Agut,Ashleigh Barty,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 48200 : 6
Novak Djokovic,Daniil Medvedev,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 49000 : 6
Karolina Pliskova,Daniil Medvedev,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 48100 : 6
Roberto Bautista-Agut,Daniil Medvedev,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 47800 : 6
Ashleigh Barty,Daniil Medvedev,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 47500 : 6
Novak Djokovic,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 48600 : 6
Karolina Pliskova,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 47700 : 6
Roberto Bautista-Agut,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 47400 : 6
Ashleigh Barty,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 47100 : 6
Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Yoshihito Nishioka : 46700 : 6
Karolina Pliskova,Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Venus Williams,Yoshihito Nishioka : 49700 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,David Goffin,Venus Williams,Yoshihito Nishioka : 49400 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,David Goffin,Venus Williams,Yoshihito Nishioka : 49100 : 6
Karolina Pliskova,Roberto Bautista-Agut,Ashleigh Barty,Madison Keys,Venus Williams,Yoshihito Nishioka : 49700 : 6
Karolina Pliskova,Roberto Bautista-Agut,Daniil Medvedev,Madison Keys,Venus Williams,Yoshihito Nishioka : 49300 : 6
Novak Djokovic,Ashleigh Barty,Daniil Medvedev,Madison Keys,Venus Williams,Yoshihito Nishioka : 49900 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,Madison Keys,Venus Williams,Yoshihito Nishioka : 49000 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Madison Keys,Venus Williams,Yoshihito Nishioka : 48700 : 6
Novak Djokovic,Roberto Bautista-Agut,David Goffin,Madison Keys,Venus Williams,Yoshihito Nishioka : 49800 : 6
Karolina Pliskova,Roberto Bautista-Agut,David Goffin,Madison Keys,Venus Williams,Yoshihito Nishioka : 48900 : 6
Novak Djokovic,Ashleigh Barty,David Goffin,Madison Keys,Venus Williams,Yoshihito Nishioka : 49500 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Madison Keys,Venus Williams,Yoshihito Nishioka : 48600 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Madison Keys,Venus Williams,Yoshihito Nishioka : 48300 : 6
Novak Djokovic,Daniil Medvedev,David Goffin,Madison Keys,Venus Williams,Yoshihito Nishioka : 49100 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Madison Keys,Venus Williams,Yoshihito Nishioka : 48200 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Madison Keys,Venus Williams,Yoshihito Nishioka : 47900 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Madison Keys,Venus Williams,Yoshihito Nishioka : 47600 : 6
Karolina Pliskova,Roberto Bautista-Agut,Ashleigh Barty,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 49400 : 6
Novak Djokovic,Roberto Bautista-Agut,Daniil Medvedev,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 49900 : 6
Karolina Pliskova,Roberto Bautista-Agut,Daniil Medvedev,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 49000 : 6
Novak Djokovic,Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 49600 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 48700 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 48400 : 6
Novak Djokovic,Karolina Pliskova,David Goffin,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 49800 : 6
Novak Djokovic,Roberto Bautista-Agut,David Goffin,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 49500 : 6
Karolina Pliskova,Roberto Bautista-Agut,David Goffin,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 48600 : 6
Novak Djokovic,Ashleigh Barty,David Goffin,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 49200 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 48300 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 48000 : 6
Novak Djokovic,Daniil Medvedev,David Goffin,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 48800 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 47900 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 47600 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 47300 : 6
Novak Djokovic,Karolina Pliskova,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 49400 : 6
Novak Djokovic,Roberto Bautista-Agut,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 49100 : 6
Karolina Pliskova,Roberto Bautista-Agut,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 48200 : 6
Novak Djokovic,Ashleigh Barty,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 48800 : 6
Karolina Pliskova,Ashleigh Barty,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 47900 : 6
Roberto Bautista-Agut,Ashleigh Barty,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 47600 : 6
Novak Djokovic,Daniil Medvedev,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 48400 : 6
Karolina Pliskova,Daniil Medvedev,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 47500 : 6
Roberto Bautista-Agut,Daniil Medvedev,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 47200 : 6
Ashleigh Barty,Daniil Medvedev,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 46900 : 6
Novak Djokovic,David Goffin,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 48000 : 6
Karolina Pliskova,David Goffin,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 47100 : 6
Roberto Bautista-Agut,David Goffin,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 46800 : 6
Ashleigh Barty,David Goffin,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 46500 : 6
Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Venus Williams,Yoshihito Nishioka : 46100 : 6
Novak Djokovic,Karolina Pliskova,Ashleigh Barty,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 50000 : 6
Novak Djokovic,Roberto Bautista-Agut,Ashleigh Barty,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 49700 : 6
Karolina Pliskova,Roberto Bautista-Agut,Ashleigh Barty,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48800 : 6
Novak Djokovic,Karolina Pliskova,Daniil Medvedev,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 49600 : 6
Novak Djokovic,Roberto Bautista-Agut,Daniil Medvedev,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 49300 : 6
Karolina Pliskova,Roberto Bautista-Agut,Daniil Medvedev,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48400 : 6
Novak Djokovic,Ashleigh Barty,Daniil Medvedev,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 49000 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48100 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47800 : 6
Novak Djokovic,Karolina Pliskova,David Goffin,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 49200 : 6
Novak Djokovic,Roberto Bautista-Agut,David Goffin,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48900 : 6
Karolina Pliskova,Roberto Bautista-Agut,David Goffin,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48000 : 6
Novak Djokovic,Ashleigh Barty,David Goffin,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48600 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47700 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47400 : 6
Novak Djokovic,Daniil Medvedev,David Goffin,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48200 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47300 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47000 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46700 : 6
Novak Djokovic,Karolina Pliskova,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48800 : 6
Novak Djokovic,Roberto Bautista-Agut,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48500 : 6
Karolina Pliskova,Roberto Bautista-Agut,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47600 : 6
Novak Djokovic,Ashleigh Barty,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48200 : 6
Karolina Pliskova,Ashleigh Barty,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47300 : 6
Roberto Bautista-Agut,Ashleigh Barty,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47000 : 6
Novak Djokovic,Daniil Medvedev,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47800 : 6
Karolina Pliskova,Daniil Medvedev,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46900 : 6
Roberto Bautista-Agut,Daniil Medvedev,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46600 : 6
Ashleigh Barty,Daniil Medvedev,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46300 : 6
Novak Djokovic,David Goffin,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47400 : 6
Karolina Pliskova,David Goffin,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46500 : 6
Roberto Bautista-Agut,David Goffin,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46200 : 6
Ashleigh Barty,David Goffin,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 45900 : 6
Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 45500 : 6
Novak Djokovic,Karolina Pliskova,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48500 : 6
Novak Djokovic,Roberto Bautista-Agut,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 48200 : 6
Karolina Pliskova,Roberto Bautista-Agut,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47300 : 6
Novak Djokovic,Ashleigh Barty,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47900 : 6
Karolina Pliskova,Ashleigh Barty,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47000 : 6
Roberto Bautista-Agut,Ashleigh Barty,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46700 : 6
Novak Djokovic,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47500 : 6
Karolina Pliskova,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46600 : 6
Roberto Bautista-Agut,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46300 : 6
Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46000 : 6
Novak Djokovic,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 47100 : 6
Karolina Pliskova,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46200 : 6
Roberto Bautista-Agut,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 45900 : 6
Ashleigh Barty,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 45600 : 6
Daniil Medvedev,David Goffin,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 45200 : 6
Novak Djokovic,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 46700 : 6
Karolina Pliskova,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 45800 : 6
Roberto Bautista-Agut,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 45500 : 6
Ashleigh Barty,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 45200 : 6
Daniil Medvedev,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 44800 : 6
David Goffin,Madison Keys,Naomi Osaka,Sofia Kenin,Venus Williams,Yoshihito Nishioka : 44400 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,David Goffin,Naomi Osaka,Andrey Rublev : 49900 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,Madison Keys,Naomi Osaka,Andrey Rublev : 49800 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Madison Keys,Naomi Osaka,Andrey Rublev : 49500 : 6
Karolina Pliskova,Roberto Bautista-Agut,David Goffin,Madison Keys,Naomi Osaka,Andrey Rublev : 49700 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Madison Keys,Naomi Osaka,Andrey Rublev : 49400 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Madison Keys,Naomi Osaka,Andrey Rublev : 49100 : 6
Novak Djokovic,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Andrey Rublev : 49900 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Andrey Rublev : 49000 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Andrey Rublev : 48700 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Madison Keys,Naomi Osaka,Andrey Rublev : 48400 : 6
Karolina Pliskova,Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Sofia Kenin,Andrey Rublev : 49900 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,David Goffin,Sofia Kenin,Andrey Rublev : 49600 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,David Goffin,Sofia Kenin,Andrey Rublev : 49300 : 6
Karolina Pliskova,Roberto Bautista-Agut,Ashleigh Barty,Madison Keys,Sofia Kenin,Andrey Rublev : 49900 : 6
Karolina Pliskova,Roberto Bautista-Agut,Daniil Medvedev,Madison Keys,Sofia Kenin,Andrey Rublev : 49500 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,Madison Keys,Sofia Kenin,Andrey Rublev : 49200 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Madison Keys,Sofia Kenin,Andrey Rublev : 48900 : 6
Novak Djokovic,Roberto Bautista-Agut,David Goffin,Madison Keys,Sofia Kenin,Andrey Rublev : 50000 : 6
Karolina Pliskova,Roberto Bautista-Agut,David Goffin,Madison Keys,Sofia Kenin,Andrey Rublev : 49100 : 6
Novak Djokovic,Ashleigh Barty,David Goffin,Madison Keys,Sofia Kenin,Andrey Rublev : 49700 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Madison Keys,Sofia Kenin,Andrey Rublev : 48800 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Madison Keys,Sofia Kenin,Andrey Rublev : 48500 : 6
Novak Djokovic,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Andrey Rublev : 49300 : 6
Karolina Pliskova,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Andrey Rublev : 48400 : 6
Roberto Bautista-Agut,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Andrey Rublev : 48100 : 6
Ashleigh Barty,Daniil Medvedev,David Goffin,Madison Keys,Sofia Kenin,Andrey Rublev : 47800 : 6
Karolina Pliskova,Roberto Bautista-Agut,Ashleigh Barty,Naomi Osaka,Sofia Kenin,Andrey Rublev : 49600 : 6
Karolina Pliskova,Roberto Bautista-Agut,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Andrey Rublev : 49200 : 6
Novak Djokovic,Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Andrey Rublev : 49800 : 6
Karolina Pliskova,Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Andrey Rublev : 48900 : 6
Roberto Bautista-Agut,Ashleigh Barty,Daniil Medvedev,Naomi Osaka,Sofia Kenin,Andrey Rublev : 48600 : 6
Novak Djokovic,Karolina Pliskova,David Goffin,Naomi Osaka,Sofia Kenin,Andrey Rublev : 50000 : 6
Novak Djokovic,Roberto Bautista-Agut,David Goffin,Naomi Osaka,Sofia Kenin,Andrey Rublev : 49700 : 6
Karolina Pliskova,Roberto Bautista-Agut,David Goffin,Naomi Osaka,Sofia Kenin,Andrey Rublev : 48800 : 6
Novak Djokovic,Ashleigh Barty,David Goffin,Naomi Osaka,Sofia Kenin,Andrey Rublev : 49400 : 6
Karolina Pliskova,Ashleigh Barty,David Goffin,Naomi Osaka,Sofia Kenin,Andrey Rublev : 48500 : 6
Roberto Bautista-Agut,Ashleigh Barty,David Goffin,Naomi Osaka,Sofia Kenin,Andrey Rublev : 48200 : 6
Novak Djokovic,Daniil Medvedev,David Goffin,Naomi Osaka,Sofia Kenin,Andrey Rublev : 49000 : 6
