Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Corentin Moutet (14303195),Corentin Moutet,14303195,P,10800,Coria@Moutet 02/17/2020 03:50PM ET,Moutet,44.2,0.641572456320658,0,,-178,-180,,0.640287769784173,0.642857142857143,0
P,Albert Ramos-Vinolas (14303196),Albert Ramos-Vinolas,14303196,P,10200,Alcaraz Garfia@Ramos-Vinolas 02/17/2020 06:20PM ET,Ramos-Vinolas,47.63,0.804938271604938,0,-400,-440,-400,0.8,0.814814814814815,0.8,0
P,Cristian Garin (14303197),Cristian Garin,14303197,P,9800,Garin@Martin 02/17/2020 02:30PM ET,Garin,55.52,0.769182699202983,0,-335,-340,-325,0.770114942528736,0.772727272727273,0.764705882352941,1
P,Damir Dzumhur (14303198),Damir Dzumhur,14303198,P,9200,Dzumhur@Harrison 02/17/2020 12:30PM ET,Dzumhur,28.62,0.708683473389356,0,-240,-250,-240,0.705882352941176,0.714285714285714,0.705882352941176,0
P,Marton Fucsovics (14303199),Marton Fucsovics,14303199,P,8900,Bublik@Fucsovics 02/17/2020 02:20PM ET,Fucsovics,53.14,0.652734238941136,0,-200,-190,-175,0.666666666666667,0.655172413793103,0.636363636363636,0
P,Federico Delbonis (14303200),Federico Delbonis,14303200,P,8700,Delbonis@Carballes Baena 02/17/2020 02:30PM ET,Delbonis,30.84,0.615533935205288,0,-182,-156,-145,0.645390070921986,0.609375,0.591836734693878,1
P,Pedro Martinez (14303201),Pedro Martinez,14303201,P,8600,Dellien@Martinez 02/17/2020 03:50PM ET,Martinez,40.62,0.54314085447263,0,-124,-114,,0.553571428571429,0.532710280373832,,1
P,Mackenzie Mcdonald (14303202),Mackenzie Mcdonald,14303202,P,8500,Uchiyama@Mcdonald 02/17/2020 12:30PM ET,Mcdonald,26.5,0.600352958686824,0,-157,-144,-150,0.610894941634241,0.590163934426229,0.6,1
P,Alejandro Davidovich Fokina (14303203),Alejandro Davidovich Fokina,14303203,P,8400,Seyboth Wild@Davidovich Fokina 02/17/2020 05:00PM ET,Davidovich Fokina,30.38,0.624664331951937,0,-162,-178,-160,0.618320610687023,0.640287769784173,0.615384615384615,0
P,Fernando Verdasco (14303204),Fernando Verdasco,14303204,P,8300,Verdasco@Andujar 02/17/2020 02:30PM ET,Verdasco,53.17,0.588779956427015,0,-152,-138,-140,0.603174603174603,0.579831932773109,0.583333333333333,0
