Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Stefanos Tsitsipas (14314282),Stefanos Tsitsipas,14314282,P,10400,Tsitsipas@Ymer 02/19/2020 01:00PM ET,Tsitsipas,50.26,0.808302808302808,0,-420,-420,-425,0.807692307692308,0.807692307692308,0.80952380952381,1
P,Yoshihito Nishioka (14314277),Yoshihito Nishioka,14314277,P,10000,Nishioka@Rubin 02/19/2020 01:40PM ET,Nishioka,47.5,0.776913064076205,0,-335,-390,-325,0.770114942528736,0.795918367346939,0.764705882352941,1
P,Soonwoo Kwon (14314275),Soonwoo Kwon,14314275,P,9800,Harrison@Kwon 02/19/2020 12:30PM ET,Kwon,53.49,0.748840915867776,0,-295,-310,-290,0.746835443037975,0.75609756097561,0.743589743589744,1
P,Thiago Monteiro (14314290),Thiago Monteiro,14314290,P,9400,Balazs@Monteiro 02/19/2020 05:00PM ET,Monteiro,49.15,0.632352941176471,0,,-172,,,0.632352941176471,,0
P,Pablo Andujar (14314288),Pablo Andujar,14314288,P,9100,Andujar@Martinez 02/19/2020 03:50PM ET,Andujar,36.44,0.664811890618342,0,-210,-186,-200,0.67741935483871,0.65034965034965,0.666666666666667,0
P,Reilly Opelka (14314281),Reilly Opelka,14314281,P,8800,Opelka@Mcdonald 02/19/2020 06:00PM ET,Opelka,57.44,0.660567675346,0,-200,-194,-190,0.666666666666667,0.659863945578231,0.655172413793103,1
P,Cristian Garin (14314287),Cristian Garin,14314287,P,8600,Garin@Delbonis 02/19/2020 02:30PM ET,Garin,55.48,0.658684436174626,0,-195,-194,-190,0.661016949152542,0.659863945578231,0.655172413793103,1
P,Benoit Paire (14314284),Benoit Paire,14314284,P,8400,Bublik@Paire 02/19/2020 02:20PM ET,Paire,50.12,0.623006963599689,0,-180,-162,-155,0.642857142857143,0.618320610687023,0.607843137254902,0
P,Federico Coria (14314292),Federico Coria,14314292,P,8200,Coria@Alcaraz Garfia 02/19/2020 06:20PM ET,Coria,34.2,0.595081967213115,0,,-144,-150,,0.590163934426229,0.6,1
P,Brandon Nakashima (14314279),Brandon Nakashima,14314279,P,7900,Nakashima@Norrie 02/19/2020 02:30PM ET,Nakashima,74.75,0.524402429705835,0,-114,-112,-105,0.532710280373832,0.528301886792453,0.51219512195122,1
P,Cameron Norrie (14314278),Cameron Norrie,14314278,P,7700,Nakashima@Norrie 02/19/2020 02:30PM ET,Norrie,41.88,0.522072914325776,0,-109,-104,-115,0.521531100478469,0.509803921568627,0.534883720930232,0
P,Carlos Alcaraz Garfia (14314293),Carlos Alcaraz Garfia,14314293,P,7400,Coria@Alcaraz Garfia 02/19/2020 06:20PM ET,Alcaraz Garfia,52.8,0.442616529573051,0,,122,130,,0.450450450450451,0.434782608695652,0
P,Alexander Bublik (14314285),Alexander Bublik,14314285,P,7100,Bublik@Paire 02/19/2020 02:20PM ET,Bublik,41.62,0.419074205288455,0,143,138,135,0.411522633744856,0.420168067226891,0.425531914893617,1
P,Federico Delbonis (14314286),Federico Delbonis,14314286,P,6900,Garin@Delbonis 02/19/2020 02:30PM ET,Delbonis,37.14,0.382767744033005,0,155,164,165,0.392156862745098,0.378787878787879,0.377358490566038,0
P,Pedro Martinez (14314289),Pedro Martinez,14314289,P,6700,Andujar@Martinez 02/19/2020 03:50PM ET,Martinez,43.71,0.379451286978803,0,165,156,170,0.377358490566038,0.390625,0.37037037037037,1
P,Mackenzie Mcdonald (14314280),Mackenzie Mcdonald,14314280,P,6500,Opelka@Mcdonald 02/19/2020 06:00PM ET,Mcdonald,48.32,0.380253917989767,0,160,164,165,0.384615384615385,0.378787878787879,0.377358490566038,0
P,Attila Balazs (14314291),Attila Balazs,14314291,P,6100,Balazs@Monteiro 02/19/2020 05:00PM ET,Balazs,46.93,0.40650406504065,0,,146,,,0.40650406504065,,1
P,Ryan Harrison (14314274),Ryan Harrison,14314274,P,5800,Harrison@Kwon 02/19/2020 12:30PM ET,Harrison,75.65,0.294287411934471,0,230,250,240,0.303030303030303,0.285714285714286,0.294117647058823,0
P,Noah Rubin (14314276),Noah Rubin,14314276,P,5500,Nishioka@Rubin 02/19/2020 01:40PM ET,Rubin,68,0.265217606513965,0,260,310,265,0.277777777777778,0.24390243902439,0.273972602739726,0
P,Mikael Ymer (14314283),Mikael Ymer,14314283,P,5100,Tsitsipas@Ymer 02/19/2020 01:00PM ET,Ymer,47.98,0.230281254123403,0,310,350,345,0.24390243902439,0.222222222222222,0.224719101123595,0
