entry_id,contest_id,contest_name,C,C,W,W,W,W,D,D,G,,Instructions,,,,,,,,,,,,,,
,,,,,,,,,,,,,40846-66744:MacKenzie Blackwood,40846-66744,G,MacKenzie,MacKenzie Blackwood,Blackwood,14.9866668701172,15,7100,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-14565:Mika Zibanejad,40846-14565,C,Mika,Mika Zibanejad,Zibanejad,18.0888892279731,9,7100,NYR@OTT,NYR,OTT,O,Upper body,
,,,,,,,,,,,,,40846-8781:Cory Schneider,40846-8781,G,Cory,Cory Schneider,Schneider,2.66666666666667,6,7000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-74064:Casey DeSmith,40846-74064,G,Casey,Casey DeSmith,DeSmith,17.3555552164714,36,7000,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-14483:Louis Domingue,40846-14483,G,Louis,Louis Domingue,Domingue,20.8307682917668,26,7000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-8608:Kris Letang,40846-8608,D,Kris,Kris Letang,Letang,15.140000406901,15,6400,NJ@PIT,PIT,NJ,IR,Lower body,
,,,,,,,,,,,,,40846-97147:Brady Tkachuk,40846-97147,W,Brady,Brady Tkachuk,Tkachuk,12.6545451771129,22,6100,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-8765:Patric Hornqvist,40846-8765,W,Patric,Patric Hornqvist,Hornqvist,13.4,15,5800,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-12644:Kyle Palmieri,40846-12644,W,Kyle,Kyle Palmieri,Palmieri,10.6699996948242,20,5800,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-15287:Jean-Gabriel Pageau,40846-15287,C,Jean-Gabriel,Jean-Gabriel Pageau,Pageau,13.9636369185014,22,5600,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-15386:Ryan Strome,40846-15386,C,Ryan,Ryan Strome,Strome,12.6210527921978,19,5500,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-70513:Pavel Buchnevich,40846-70513,W,Pavel,Pavel Buchnevich,Buchnevich,11.0105261551706,19,5500,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-21927:Chris Kreider,40846-21927,W,Chris,Chris Kreider,Kreider,10.3105259945518,19,5500,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-66759:Thomas Chabot,40846-66759,D,Thomas,Thomas Chabot,Chabot,10.7954545454545,22,5500,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-111471:Kaapo Kakko,40846-111471,W,Kaapo,Kaapo Kakko,Kakko,9.30588217342601,17,5400,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-54477:Bryan Rust,40846-54477,W,Bryan,Bryan Rust,Rust,17.5727275501598,11,5200,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-80991:Nico Hischier,40846-80991,C,Nico,Nico Hischier,Hischier,9.54444461398655,18,5100,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-23233:Alex Galchenyuk,40846-23233,W,Alex,Alex Galchenyuk,Galchenyuk,7.86923100398137,13,5000,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-23228:Justin Schultz,40846-23228,D,Justin,Justin Schultz,Schultz,9.13809494745164,21,4900,NJ@PIT,PIT,NJ,O,Undisclosed,
,,,,,,,,,,,,,40846-43120:Anthony Duclair,40846-43120,W,Anthony,Anthony Duclair,Duclair,11.7909088134766,22,4800,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-58928:Tony DeAngelo,40846-58928,D,Tony,Tony DeAngelo,DeAngelo,12.2000001606188,19,4700,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-111493:Jack Hughes,40846-111493,C,Jack,Jack Hughes,Hughes,8.44499969482422,20,4700,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-9107:P.K. Subban,40846-9107,D,P.K.,P.K. Subban,Subban,8.4,20,4600,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-82087:Filip Chytil,40846-82087,C,Filip,Filip Chytil,Chytil,13.6,10,4600,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-43022:Connor Brown,40846-43022,W,Connor,Connor Brown,Brown,9.91363664106889,22,4500,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-79898:Colin White,40846-79898,C,Colin,Colin White,White,5.33333333333333,15,4500,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-66709:Jared McCann,40846-66709,C,Jared,Jared McCann,McCann,10.225,20,4500,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-39245:Jacob Trouba,40846-39245,D,Jacob,Jacob Trouba,Trouba,11.2578944156044,19,4400,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-14474:Sami Vatanen,40846-14474,D,Sami,Sami Vatanen,Vatanen,10.09375,16,4400,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-83096:Dominik Kahun,40846-83096,W,Dominik,Dominik Kahun,Kahun,8.26666695731027,21,4300,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-15313:Vladislav Namestnikov,40846-15313,W,Vladislav,Vladislav Namestnikov,Namestnikov,9.75454573197798,22,4300,NYR@OTT,OTT,NYR,IR,Lower body,
,,,,,,,,,,,,,40846-62294:Brady Skjei,40846-62294,D,Brady,Brady Skjei,Skjei,8.17777760823568,18,4200,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-21926:Brian Dumoulin,40846-21926,D,Brian,Brian Dumoulin,Dumoulin,8.00555589463976,18,4200,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-68646:Brandon Tanev,40846-68646,W,Brandon,Brandon Tanev,Tanev,8.78181804310192,22,4100,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-8404:Wayne Simmonds,40846-8404,W,Wayne,Wayne Simmonds,Simmonds,9.3,20,4000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-103940:Adam Fox,40846-103940,D,Adam,Adam Fox,Fox,8.54210542377673,19,3800,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-8490:Andy Greene,40846-8490,D,Andy,Andy Greene,Greene,7.19999980926514,16,3800,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-39235:Chris Tierney,40846-39235,C,Chris,Chris Tierney,Tierney,7.27727300470526,22,3800,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-103524:Nikita Gusev,40846-103524,W,Nikita,Nikita Gusev,Gusev,8.70588235294118,17,3800,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-82075:Will Butcher,40846-82075,D,Will,Will Butcher,Butcher,7.37777794731988,18,3800,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-23053:Jesper Fast,40846-23053,W,Jesper,Jesper Fast,Fast,7.11111111111111,18,3700,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-66600:Blake Coleman,40846-66600,W,Blake,Blake Coleman,Coleman,8.51999969482422,20,3700,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-82755:Ryan Lindgren,40846-82755,D,Ryan,Ryan Lindgren,Lindgren,6.48888905843099,9,3700,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-39249:Nick Bjugstad,40846-39249,C,Nick,Nick Bjugstad,Bjugstad,4.72000007629395,10,3700,NJ@PIT,PIT,NJ,IR,Abdomen,
,,,,,,,,,,,,,40846-66674:Dominik Simon,40846-66674,W,Dominik,Dominik Simon,Simon,7.73181845925071,22,3700,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-21936:Dylan DeMelo,40846-21936,D,Dylan,Dylan DeMelo,DeMelo,4.79999993064187,22,3700,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-8138:Bobby Ryan,40846-8138,W,Bobby,Bobby Ryan,Ryan,4.65000009536743,16,3700,NYR@OTT,OTT,NYR,O,Not injury related,
,,,,,,,,,,,,,40846-9006:Tyler Ennis,40846-9006,W,Tyler,Tyler Ennis,Ennis,8.83181832053445,22,3600,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-43152:Damon Severson,40846-43152,D,Damon,Damon Severson,Severson,4.95999984741211,20,3600,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-116885:John Marino,40846-116885,D,John,John Marino,Marino,6.84000015258789,20,3600,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-13743:Mark Borowiecki,40846-13743,D,Mark,Mark Borowiecki,Borowiecki,8.58181832053445,22,3600,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-62923:Marcus Pettersson,40846-62923,D,Marcus,Marcus Pettersson,Pettersson,6.53181804310192,22,3600,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-70375:Nikita Zaitsev,40846-70375,D,Nikita,Nikita Zaitsev,Zaitsev,7.85454559326172,22,3600,NYR@OTT,OTT,NYR,O,Personal,
,,,,,,,,,,,,,40846-80369:Jesper Bratt,40846-80369,W,Jesper,Jesper Bratt,Bratt,6.49411773681641,17,3600,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-70909:Logan Brown,40846-70909,C,Logan,Logan Brown,Brown,6.32499980926514,8,3600,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-117248:Jon Lizotte,40846-117248,D,Jon,Jon Lizotte,Lizotte,0,0,3500,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-68623:Teddy Blueger,40846-68623,C,Teddy,Teddy Blueger,Blueger,5.61818174882369,22,3500,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-117268:Yegor Rykov,40846-117268,D,Yegor,Yegor Rykov,Rykov,0,0,3500,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-117038:Matthew Robertson,40846-117038,D,Matthew,Matthew Robertson,Robertson,0,0,3500,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-68664:Andreas Englund,40846-68664,D,Andreas,Andreas Englund,Englund,2.13333336512248,3,3500,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-8528:Marc Staal,40846-8528,D,Marc,Marc Staal,Staal,7.05454531582919,11,3500,NYR@OTT,NYR,OTT,O,Infection,
,,,,,,,,,,,,,40846-104277:Niclas Almari,40846-104277,D,Niclas,Niclas Almari,Almari,0,0,3500,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-12121:Cody Goloubef,40846-12121,D,Cody,Cody Goloubef,Goloubef,1.06666668256124,3,3500,NYR@OTT,OTT,NYR,O,Undisclosed,
,,,,,,,,,,,,,40846-42844:Connor Carrick,40846-42844,D,Connor,Connor Carrick,Carrick,6,4,3500,NJ@PIT,NJ,PIT,IR,Finger,
,,,,,,,,,,,,,40846-80480:Christian Jaros,40846-80480,D,Christian,Christian Jaros,Jaros,5.24918052798412,61,3500,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-117111:Maxence Guenette,40846-117111,D,Maxence,Maxence Guenette,Guenette,0,0,3500,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-59261:Nick Paul,40846-59261,W,Nick,Nick Paul,Paul,8.31176488539752,17,3500,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-84363:Juuso Riikola,40846-84363,D,Juuso,Juuso Riikola,Riikola,4.15999984741211,10,3500,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-39309:Chad Ruhwedel,40846-39309,D,Chad,Chad Ruhwedel,Ruhwedel,0,1,3500,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-82828:Christian Wolanin,40846-82828,D,Christian,Christian Wolanin,Wolanin,7.35666656494141,30,3500,NYR@OTT,OTT,NYR,O,Shoulder,
,,,,,,,,,,,,,40846-21649:Zach Trotman,40846-21649,D,Zach,Zach Trotman,Trotman,4.80000019073486,1,3500,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-116883:Matt Abt,40846-116883,D,Matt,Matt Abt,Abt,0,0,3500,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-74132:Maxime Lajoie,40846-74132,D,Maxime,Maxime Lajoie,Lajoie,7.31428582327707,56,3500,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-84116:Erik Brannstrom,40846-84116,D,Erik,Erik Brannstrom,Brannstrom,3.56315773411801,19,3500,NYR@OTT,OTT,NYR,IR,Undisclosed,
,,,,,,,,,,,,,40846-116884:Michael Kim,40846-116884,D,Michael,Michael Kim,Kim,0,0,3500,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-43167:Mirco Mueller,40846-43167,D,Mirco,Mirco Mueller,Mueller,3.07692307692308,13,3500,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-74148:Libor Hajek,40846-74148,D,Libor,Libor Hajek,Hajek,5.81052639609889,19,3500,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-66726:Colton White,40846-66726,D,Colton,Colton White,White,1.60000006357829,3,3500,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-66745:Josh Jacobs,40846-66745,D,Josh,Josh Jacobs,Jacobs,3.20000004768372,1,3500,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-97213:Ty Smith,40846-97213,D,Ty,Ty Smith,Smith,0,0,3500,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-108240:Tarmo Reunanen,40846-108240,D,Tarmo,Tarmo Reunanen,Reunanen,0,0,3500,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-8410:Jack Johnson,40846-8410,D,Jack,Jack Johnson,Johnson,4.38095238095238,21,3500,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-12259:Brendan Smith,40846-12259,D,Brendan,Brendan Smith,Smith,4.46315805535567,19,3500,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-8167:Ron Hainsey,40846-8167,D,Ron,Ron Hainsey,Hainsey,5,22,3500,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-21735:Matt Tennyson,40846-21735,D,Matt,Matt Tennyson,Tennyson,4.30769230769231,13,3500,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-70118:Miles Wood,40846-70118,W,Miles,Miles Wood,Wood,5.44000015258789,20,3500,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-11245:Brian Strait,40846-11245,D,Brian,Brian Strait,Strait,0,0,3500,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-15349:Joe Morrow,40846-15349,D,Joe,Joe Morrow,Morrow,4.46829260849371,41,3500,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-70925:Brett Howden,40846-70925,C,Brett,Brett Howden,Howden,6.88421068693462,19,3400,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-8475:Travis Zajac,40846-8475,C,Travis,Travis Zajac,Zajac,4.64000015258789,20,3400,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-58678:Brendan Lemieux,40846-58678,W,Brendan,Brendan Lemieux,Lemieux,8.18888854980469,18,3300,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-65970:Pavel Zacha,40846-65970,W,Pavel,Pavel Zacha,Zacha,7.0947370027241,19,3300,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-66757:Filip Chlapik,40846-66757,W,Filip,Filip Chlapik,Chlapik,5.86666679382324,12,3300,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-79820:Zach Aston-Reese,40846-79820,W,Zach,Zach Aston-Reese,Aston-Reese,6.74545426802202,22,3300,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-73998:Vitaly Abramov,40846-73998,W,Vitaly,Vitaly Abramov,Abramov,8.39999961853027,2,3200,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-82190:Drake Batherson,40846-82190,W,Drake,Drake Batherson,Batherson,1.60000002384186,2,3200,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-82796:Sam Lafferty,40846-82796,W,Sam,Sam Lafferty,Lafferty,8.26666666666667,15,3200,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-79866:Vinni Lettieri,40846-79866,W,Vinni,Vinni Lettieri,Lettieri,4.09629623978226,27,3200,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-82191:Alex Formenton,40846-82191,W,Alex,Alex Formenton,Formenton,5.42222213745117,9,3100,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-12672:Greg McKegg,40846-12672,C,Greg,Greg McKegg,McKegg,3.70000012715658,12,3100,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-82083:Lias Andersson,40846-82083,C,Lias,Lias Andersson,Andersson,2.44705873377183,17,3100,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-42918:Scott Sabourin,40846-42918,W,Scott,Scott Sabourin,Sabourin,3.85454559326172,11,3100,NYR@OTT,OTT,NYR,IR,Head,
,,,,,,,,,,,,,40846-73969:Rudolfs Balcers,40846-73969,W,Rudolfs,Rudolfs Balcers,Balcers,6.92222213745117,36,3100,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-62724:Andreas Martinsen,40846-62724,W,Andreas,Andreas Martinsen,Martinsen,3.5,24,3000,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-83218:Ville Meskanen,40846-83218,W,Ville,Ville Meskanen,Meskanen,0,0,3000,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-68634:Boo Nieves,40846-68634,C,Boo,Boo Nieves,Nieves,4.167441789494,43,3000,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-68639:Steven Fogarty,40846-68639,W,Steven,Steven Fogarty,Fogarty,1.92000007629395,10,3000,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-104485:Kasper Bjorkqvist,40846-104485,W,Kasper,Kasper Bjorkqvist,Bjorkqvist,0,0,3000,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-74025:Tim Gettinger,40846-74025,W,Tim,Tim Gettinger,Gettinger,6.40000009536743,1,3000,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-82993:Joey Anderson,40846-82993,W,Joey,Joey Anderson,Anderson,5,34,3000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-116547:Tristan Scherwey,40846-116547,W,Tristan,Tristan Scherwey,Scherwey,0,0,3000,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-8516:Artem Anisimov,40846-8516,C,Artem,Artem Anisimov,Anisimov,8,7,3000,NYR@OTT,OTT,NYR,IR,Groin,
,,,,,,,,,,,,,40846-8520:Ryan Callahan,40846-8520,W,Ryan,Ryan Callahan,Callahan,6.30961550199069,52,3000,NYR@OTT,OTT,NYR,O,Back,
,,,,,,,,,,,,,40846-104016:Vitali Kravtsov,40846-104016,W,Vitali,Vitali Kravtsov,Kravtsov,0,0,3000,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-74067:Kevin Rooney,40846-74067,C,Kevin,Kevin Rooney,Rooney,3.1999998826247,13,3000,NJ@PIT,NJ,PIT,IR,Upper body,
,,,,,,,,,,,,,40846-102994:Max Veronneau,40846-102994,W,Max,Max Veronneau,Veronneau,3.20000004768372,2,3000,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-74071:Nathan Bastian,40846-74071,W,Nathan,Nathan Bastian,Bastian,8.34285736083984,7,3000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-74070:Brandon Gignac,40846-74070,W,Brandon,Brandon Gignac,Gignac,3.20000004768372,1,3000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-117106:Ludvig Larsson,40846-117106,C,Ludvig,Ludvig Larsson,Larsson,0,0,3000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-82808:Brett Seney,40846-82808,W,Brett,Brett Seney,Seney,4.44901948816636,51,3000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-42628:Andrew Agozzino,40846-42628,W,Andrew,Andrew Agozzino,Agozzino,0,1,3000,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-42629:Joseph Blandisi,40846-42629,C,Joseph,Joseph Blandisi,Blandisi,3.82222239176432,9,3000,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-8584:Mikkel Boedker,40846-8584,W,Mikkel,Mikkel Boedker,Boedker,3.2,5,3000,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-14484:Jordan Szwarz,40846-14484,W,Jordan,Jordan Szwarz,Szwarz,1.60000006357829,3,3000,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-116887:Sam Poulin,40846-116887,W,Sam,Sam Poulin,Poulin,0,0,3000,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-116886:Nathan Legare,40846-116886,W,Nathan,Nathan Legare,Legare,0,0,3000,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-66734:J.C. Beaudin,40846-66734,C,J.C.,J.C. Beaudin,Beaudin,2.07999992370605,10,3000,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-54193:Phillip Di Giuseppe,40846-54193,W,Phillip,Phillip Di Giuseppe,Di Giuseppe,4.16666666666667,24,3000,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-15286:Stefan Noesen,40846-15286,W,Stefan,Stefan Noesen,Noesen,5.17073170731707,41,3000,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-79812:John Hayden,40846-79812,W,John,John Hayden,Hayden,1.95555559794108,9,3000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-97233:Jesper Boqvist,40846-97233,W,Jesper,Jesper Boqvist,Boqvist,2.05714280264718,7,3000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-82144:Adam Johnson,40846-82144,W,Adam,Adam Johnson,Johnson,4.68571417672294,7,3000,NJ@PIT,PIT,NJ,,,
,,,,,,,,,,,,,40846-9194:Micheal Haley,40846-9194,W,Micheal,Micheal Haley,Haley,2.96000003814697,10,3000,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-12280:Magnus Paajarvi,40846-12280,W,Magnus,Magnus Paajarvi,Paajarvi,6.22000007629395,80,3000,NYR@OTT,OTT,NYR,,,
,,,,,,,,,,,,,40846-37884:Ben Street,40846-37884,C,Ben,Ben Street,Street,4.60952395484561,21,3000,NJ@PIT,NJ,PIT,,,
,,,,,,,,,,,,,40846-54527:Connor Brickley,40846-54527,W,Connor,Connor Brickley,Brickley,5.31428582327707,14,3000,NYR@OTT,NYR,OTT,,,
,,,,,,,,,,,,,40846-70910:Michael McLeod,40846-70910,C,Michael,Michael McLeod,McLeod,3.04761904761905,21,3000,NJ@PIT,NJ,PIT,,,
