Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Marcos Giron (14341788),Marcos Giron,14341788,P,11000,Lopez Villasenor@Giron 02/24/2020 08:55PM ET,Giron,29.02,0.90016294862569,0,-910,-950,-850,0.900990099009901,0.904761904761905,0.894736842105263,1
P,Marie Bouzkova (14341789),Marie Bouzkova,14341789,P,10000,Maria@Bouzkova 02/24/2020 06:15PM ET,Bouzkova,18.4,0.740051638785816,0,-295,-290,-270,0.746835443037975,0.743589743589744,0.72972972972973,0
P,Carlos Taberner (14341790),Carlos Taberner,14341790,P,9500,Taberner@Barrios Vera 02/24/2020 06:30PM ET,Taberner,41.32,0.732905982905983,0,,-290,-260,,0.743589743589744,0.722222222222222,0
P,Anastasia Potapova (14341791),Anastasia Potapova,14341791,P,9300,Schmiedlova@Potapova 02/24/2020 05:00PM ET,Potapova,42.49,0.706959706959707,0,-225,-250,-250,0.692307692307692,0.714285714285714,0.714285714285714,1
P,Tommy Paul (14341792),Tommy Paul,14341792,P,9000,Mcdonald@Paul 02/24/2020 06:20PM ET,Paul,49.78,0.696923308863607,0,-225,-235,-230,0.692307692307692,0.701492537313433,0.696969696969697,1
P,Stan Wawrinka (14341793),Stan Wawrinka,14341793,P,8800,Tiafoe@Wawrinka 02/24/2020 08:20PM ET,Wawrinka,60.78,0.679126130739034,0,-210,-215,-210,0.67741935483871,0.682539682539683,0.67741935483871,1
P,Yafan Wang (14341794),Yafan Wang,14341794,P,8600,Wang@Wang 02/24/2020 07:40PM ET,Wang,31.92,0.597830226238078,0,-162,-140,-145,0.618320610687023,0.583333333333333,0.591836734693878,0
P,Alex De Minaur (14341795),Alex De Minaur,14341795,P,8400,Kecmanovic@De Minaur 02/24/2020 07:00PM ET,De Minaur,0,0.529666070363745,0,-115,-108,-115,0.534883720930232,0.519230769230769,0.534883720930232,0
P,Kateryna Bondarenko (14341796),Kateryna Bondarenko,14341796,P,8200,Kovinic@Bondarenko 02/24/2020 06:20PM ET,Bondarenko,38.12,0.573558828877978,0,,-134,-135,,0.572649572649573,0.574468085106383,1
P,Anna Kalinskaya (14341797),Anna Kalinskaya,14341797,P,8000,Kalinskaya@Zidansek 02/24/2020 07:30PM ET,Kalinskaya,12.25,0.570070212395276,0,-127,-136,-135,0.559471365638767,0.576271186440678,0.574468085106383,0
P,Heather Watson (14341798),Heather Watson,14341798,P,7900,Vandeweghe@Watson 02/24/2020 05:00PM ET,Watson,49.48,0.553493822216289,0,-127,-120,-125,0.559471365638767,0.545454545454545,0.555555555555556,1
P,Nao Hibino (14341799),Nao Hibino,14341799,P,7800,Hibino@Rus 02/24/2020 06:15PM ET,Hibino,57.53,0.546819546819547,0,-120,-122,-120,0.545454545454545,0.54954954954955,0.545454545454545,1
P,Adrian Mannarino (14341800),Adrian Mannarino,14341800,P,7700,Mannarino@Norrie 02/24/2020 05:00PM ET,Mannarino,35.15,0.55665853941716,0,-132,-120,-125,0.568965517241379,0.545454545454545,0.555555555555556,1
P,Cameron Norrie (14341801),Cameron Norrie,14341801,P,7600,Mannarino@Norrie 02/24/2020 05:00PM ET,Norrie,37.14,0.48864872347963,0,107,102,105,0.483091787439613,0.495049504950495,0.487804878048781,0
P,Coco Vandeweghe (14341802),Coco Vandeweghe,14341802,P,7500,Vandeweghe@Watson 02/24/2020 05:00PM ET,Vandeweghe,10.7,0.491016820476883,0,104,102,105,0.490196078431373,0.495049504950495,0.487804878048781,0
P,Arantxa Rus (14341803),Arantxa Rus,14341803,P,7400,Hibino@Rus 02/24/2020 06:15PM ET,Rus,34.32,0.502414875633905,0,-105,102,100,0.51219512195122,0.495049504950495,0.5,0
P,Tamara Zidansek (14341804),Tamara Zidansek,14341804,P,7300,Kalinskaya@Zidansek 02/24/2020 07:30PM ET,Zidansek,34.32,0.472758440154701,0,104,116,115,0.490196078431373,0.462962962962963,0.465116279069767,1
P,Danka Kovinic (14341805),Danka Kovinic,14341805,P,7200,Kovinic@Bondarenko 02/24/2020 06:20PM ET,Kovinic,3.4,0.466202999347968,0,,114,115,,0.467289719626168,0.465116279069767,0
P,Miomir Kecmanovic (14341806),Miomir Kecmanovic,14341806,P,7100,Kecmanovic@De Minaur 02/24/2020 07:00PM ET,Kecmanovic,52.94,0.516885553470919,0,-108,-108,-105,0.519230769230769,0.519230769230769,0.51219512195122,1
P,Xiyu Wang (14341807),Xiyu Wang,14341807,P,6900,Wang@Wang 02/24/2020 07:40PM ET,Wang,51.32,0.445980883156791,0,130,118,125,0.434782608695652,0.458715596330275,0.444444444444444,1
P,Mackenzie Mcdonald (14341808),Mackenzie Mcdonald,14341808,P,6700,Mcdonald@Paul 02/24/2020 06:20PM ET,Mcdonald,39.15,0.34953333475501,0,175,194,190,0.363636363636364,0.340136054421769,0.344827586206897,0
P,Frances Tiafoe (14341809),Frances Tiafoe,14341809,P,6400,Tiafoe@Wawrinka 02/24/2020 08:20PM ET,Tiafoe,40.24,0.366902361472743,0,165,178,175,0.377358490566038,0.359712230215827,0.363636363636364,0
P,Anna-Karolina Schmiedlova (14341810),Anna-Karolina Schmiedlova,14341810,P,6200,Schmiedlova@Potapova 02/24/2020 05:00PM ET,Schmiedlova,13.4,0.33802862041889,0,175,205,210,0.363636363636364,0.327868852459016,0.32258064516129,0
