Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Pekka Rinne (13612026),Pekka Rinne,13612026,G,8400,ANH@NSH 10/22/2019 08:00PM ET,NSH,16.28
G,Connor Hellebuyck (13612027),Connor Hellebuyck,13612027,G,8300,LA@WPG 10/22/2019 08:00PM ET,WPG,17.86
G,Henrik Lundqvist (13612028),Henrik Lundqvist,13612028,G,8200,ARI@NYR 10/22/2019 07:00PM ET,NYR,14.38
G,Juuse Saros (13612046),Juuse Saros,13612046,G,8200,ANH@NSH 10/22/2019 08:00PM ET,NSH,2.57
C,Connor McDavid (13610712),Connor McDavid,13610712,C/UTIL,8200,EDM@MIN 10/22/2019 08:00PM ET,EDM,17.16
G,Laurent Brossoit (13612047),Laurent Brossoit,13612047,G,8100,LA@WPG 10/22/2019 08:00PM ET,WPG,5.33
G,David Rittich (13612029),David Rittich,13612029,G,8100,WAS@CGY 10/22/2019 09:00PM ET,CGY,14.36
RW,David Pastrnak (13611022),David Pastrnak,13611022,W/UTIL,8000,TOR@BOS 10/22/2019 07:00PM ET,BOS,21.49
G,Alexandar Georgiev (13612048),Alexandar Georgiev,13612048,G,8000,ARI@NYR 10/22/2019 07:00PM ET,NYR,16.65
G,Marc-Andre Fleury (13612030),Marc-Andre Fleury,13612030,G,8000,VGK@CHI 10/22/2019 08:30PM ET,VGK,18.73
G,Tuukka Rask (13612031),Tuukka Rask,13612031,G,7900,TOR@BOS 10/22/2019 07:00PM ET,BOS,21.4
G,Jaroslav Halak (13612053),Jaroslav Halak,13612053,G,7900,TOR@BOS 10/22/2019 07:00PM ET,BOS,18.72
G,Jimmy Howard (13612033),Jimmy Howard,13612033,G,7900,VAN@DET 10/22/2019 07:30PM ET,DET,12.98
G,Jonathan Bernier (13612050),Jonathan Bernier,13612050,G,7900,VAN@DET 10/22/2019 07:30PM ET,DET,13.2
LW,Leon Draisaitl (13611024),Leon Draisaitl,13611024,W/UTIL,7900,EDM@MIN 10/22/2019 08:00PM ET,EDM,18.87
G,Mike Smith (13612032),Mike Smith,13612032,G,7900,EDM@MIN 10/22/2019 08:00PM ET,EDM,16.42
G,Cam Talbot (13612049),Cam Talbot,13612049,G,7900,WAS@CGY 10/22/2019 09:00PM ET,CGY,9.93
G,Carter Hutton (13612034),Carter Hutton,13612034,G,7800,SJ@BUF 10/22/2019 07:00PM ET,BUF,23.04
G,Malcolm Subban (13612051),Malcolm Subban,13612051,G,7800,VGK@CHI 10/22/2019 08:30PM ET,VGK,1.4
G,Oscar Dansk (13612052),Oscar Dansk,13612052,G,7800,VGK@CHI 10/22/2019 08:30PM ET,VGK,0.7
LW,Alex Ovechkin (13611026),Alex Ovechkin,13611026,W/UTIL,7800,WAS@CGY 10/22/2019 09:00PM ET,WAS,16.47
C,Sidney Crosby (13610714),Sidney Crosby,13610714,C/UTIL,7700,PIT@FLA 10/22/2019 07:00PM ET,PIT,13.16
G,Matt Murray (13612035),Matt Murray,13612035,G,7700,PIT@FLA 10/22/2019 07:00PM ET,PIT,15.63
G,Mikko Koskinen (13612054),Mikko Koskinen,13612054,G,7700,EDM@MIN 10/22/2019 08:00PM ET,EDM,21.1
G,Martin Jones (13612037),Martin Jones,13612037,G,7600,SJ@BUF 10/22/2019 07:00PM ET,SJ,11.13
G,Linus Ullmark (13612055),Linus Ullmark,13612055,G,7600,SJ@BUF 10/22/2019 07:00PM ET,BUF,17.42
G,Braden Holtby (13612036),Braden Holtby,13612036,G,7600,WAS@CGY 10/22/2019 09:00PM ET,WAS,8.67
C,Auston Matthews (13610716),Auston Matthews,13610716,C/UTIL,7500,TOR@BOS 10/22/2019 07:00PM ET,TOR,16.73
G,Sergei Bobrovsky (13612039),Sergei Bobrovsky,13612039,G,7500,PIT@FLA 10/22/2019 07:00PM ET,FLA,7.83
G,Tristan Jarry (13612057),Tristan Jarry,13612057,G,7500,PIT@FLA 10/22/2019 07:00PM ET,PIT,14.55
G,Corey Crawford (13612038),Corey Crawford,13612038,G,7500,VGK@CHI 10/22/2019 08:30PM ET,CHI,9.38
G,Robin Lehner (13612056),Robin Lehner,13612056,G,7500,VGK@CHI 10/22/2019 08:30PM ET,CHI,20.2
G,Frederik Andersen (13612040),Frederik Andersen,13612040,G,7400,TOR@BOS 10/22/2019 07:00PM ET,TOR,13.39
G,Aaron Dell (13612059),Aaron Dell,13612059,G,7400,SJ@BUF 10/22/2019 07:00PM ET,SJ,6.9
C,Mika Zibanejad (13610718),Mika Zibanejad,13610718,C/UTIL,7400,ARI@NYR 10/22/2019 07:00PM ET,NYR,21.5
G,Devan Dubnyk (13612041),Devan Dubnyk,13612041,G,7400,EDM@MIN 10/22/2019 08:00PM ET,MIN,6.25
RW,Patrick Kane (13611028),Patrick Kane,13611028,W/UTIL,7400,VGK@CHI 10/22/2019 08:30PM ET,CHI,14.42
G,Ilya Samsonov (13612058),Ilya Samsonov,13612058,G,7400,WAS@CGY 10/22/2019 09:00PM ET,WAS,15.35
G,Sam Montembeault (13612060),Sam Montembeault,13612060,G,7300,PIT@FLA 10/22/2019 07:00PM ET,FLA,13.17
G,Jacob Markstrom (13612042),Jacob Markstrom,13612042,G,7300,VAN@DET 10/22/2019 07:30PM ET,VAN,18.24
G,Michael Hutchinson (13612061),Michael Hutchinson,13612061,G,7200,TOR@BOS 10/22/2019 07:00PM ET,TOR,7.5
C,Jack Eichel (13610720),Jack Eichel,13610720,C/UTIL,7200,SJ@BUF 10/22/2019 07:00PM ET,BUF,15.22
LW,Evander Kane (13611030),Evander Kane,13611030,W/UTIL,7200,SJ@BUF 10/22/2019 07:00PM ET,SJ,18.32
G,Darcy Kuemper (13612043),Darcy Kuemper,13612043,G,7200,ARI@NYR 10/22/2019 07:00PM ET,ARI,20.2
G,Antti Raanta (13612064),Antti Raanta,13612064,G,7200,ARI@NYR 10/22/2019 07:00PM ET,ARI,17.3
G,Alex Stalock (13612062),Alex Stalock,13612062,G,7200,EDM@MIN 10/22/2019 08:00PM ET,MIN,12.67
LW,Brad Marchand (13611032),Brad Marchand,13611032,W/UTIL,7100,TOR@BOS 10/22/2019 07:00PM ET,BOS,14.42
G,Thatcher Demko (13612063),Thatcher Demko,13612063,G,7100,VAN@DET 10/22/2019 07:30PM ET,VAN,17.53
C,Mark Scheifele (13610722),Mark Scheifele,13610722,C/UTIL,7100,LA@WPG 10/22/2019 08:00PM ET,WPG,12.12
D,John Carlson (13611572),John Carlson,13611572,D/UTIL,7100,WAS@CGY 10/22/2019 09:00PM ET,WAS,17.88
C,Patrice Bergeron (13610724),Patrice Bergeron,13610724,C/UTIL,7000,TOR@BOS 10/22/2019 07:00PM ET,BOS,11.56
G,John Gibson (13612044),John Gibson,13612044,G,7000,ANH@NSH 10/22/2019 08:00PM ET,ANH,17.46
LW,Patrik Laine (13611034),Patrik Laine,13611034,W/UTIL,7000,LA@WPG 10/22/2019 08:00PM ET,WPG,12.76
D,Brent Burns (13611574),Brent Burns,13611574,D/UTIL,6900,SJ@BUF 10/22/2019 07:00PM ET,SJ,13.04
LW,Filip Forsberg (13611038),Filip Forsberg,13611038,W/UTIL,6900,ANH@NSH 10/22/2019 08:00PM ET,NSH,17.33
RW,Mark Stone (13611036),Mark Stone,13611036,W/UTIL,6900,VGK@CHI 10/22/2019 08:30PM ET,VGK,14.4
LW,Jake Guentzel (13611040),Jake Guentzel,13611040,W/UTIL,6800,PIT@FLA 10/22/2019 07:00PM ET,PIT,12.49
G,Ryan Miller (13612065),Ryan Miller,13612065,G,6800,ANH@NSH 10/22/2019 08:00PM ET,ANH,17.55
G,Jonathan Quick (13612045),Jonathan Quick,13612045,G,6800,LA@WPG 10/22/2019 08:00PM ET,LA,0.8
G,Jack Campbell (13612066),Jack Campbell,13612066,G,6800,LA@WPG 10/22/2019 08:00PM ET,LA,10.55
C,Sean Monahan (13610726),Sean Monahan,13610726,C/UTIL,6800,WAS@CGY 10/22/2019 09:00PM ET,CGY,9.34
LW,Johnny Gaudreau (13611042),Johnny Gaudreau,13611042,W/UTIL,6800,WAS@CGY 10/22/2019 09:00PM ET,CGY,10
RW,Mitchell Marner (13611044),Mitchell Marner,13611044,W/UTIL,6700,TOR@BOS 10/22/2019 07:00PM ET,TOR,14.03
C,Evgeni Malkin (13610728),Evgeni Malkin,13610728,C/UTIL,6700,PIT@FLA 10/22/2019 07:00PM ET,PIT,7.25
RW,James Neal (13611046),James Neal,13611046,W/UTIL,6600,EDM@MIN 10/22/2019 08:00PM ET,EDM,15.18
C,John Tavares (13610730),John Tavares,13610730,C/UTIL,6500,TOR@BOS 10/22/2019 07:00PM ET,TOR,8.31
G,Dan Vladar (13612070),Dan Vladar,13612070,G,6500,TOR@BOS 10/22/2019 07:00PM ET,BOS,0
G,Maxime Lagace (13612071),Maxime Lagace,13612071,G,6500,TOR@BOS 10/22/2019 07:00PM ET,BOS,0
G,Kasimir Kaskisuo (13612081),Kasimir Kaskisuo,13612081,G,6500,TOR@BOS 10/22/2019 07:00PM ET,TOR,0
G,Jonas Johansson (13612087),Jonas Johansson,13612087,G,6500,SJ@BUF 10/22/2019 07:00PM ET,BUF,0
G,Andrew Hammond (13612088),Andrew Hammond,13612088,G,6500,SJ@BUF 10/22/2019 07:00PM ET,BUF,0
D,Kris Letang (13611576),Kris Letang,13611576,D/UTIL,6500,PIT@FLA 10/22/2019 07:00PM ET,PIT,14.93
G,Chris Driedger (13612082),Chris Driedger,13612082,G,6500,PIT@FLA 10/22/2019 07:00PM ET,FLA,0
G,Casey DeSmith (13612083),Casey DeSmith,13612083,G,6500,PIT@FLA 10/22/2019 07:00PM ET,PIT,0
G,Eric Comrie (13612067),Eric Comrie,13612067,G,6500,ARI@NYR 10/22/2019 07:00PM ET,ARI,0
G,Adin Hill (13612075),Adin Hill,13612075,G,6500,ARI@NYR 10/22/2019 07:00PM ET,ARI,0
G,Igor Shesterkin (13612085),Igor Shesterkin,13612085,G,6500,ARI@NYR 10/22/2019 07:00PM ET,NYR,0
G,Zane McIntyre (13612072),Zane McIntyre,13612072,G,6500,VAN@DET 10/22/2019 07:30PM ET,VAN,0
G,Michael DiPietro (13612073),Michael DiPietro,13612073,G,6500,VAN@DET 10/22/2019 07:30PM ET,VAN,0
G,Calvin Pickard (13612086),Calvin Pickard,13612086,G,6500,VAN@DET 10/22/2019 07:30PM ET,DET,0
G,Kevin Boyle (13612076),Kevin Boyle,13612076,G,6500,ANH@NSH 10/22/2019 08:00PM ET,ANH,0
G,Troy Grosenick (13612084),Troy Grosenick,13612084,G,6500,ANH@NSH 10/22/2019 08:00PM ET,NSH,0
