Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
LW,Alex Ovechkin (13689568),Alex Ovechkin,13689568,W/UTIL,8000,CGY@WAS 11/03/2019 07:00PM ET,WAS,18.73
D,John Carlson (13689678),John Carlson,13689678,D/UTIL,7000,CGY@WAS 11/03/2019 07:00PM ET,WAS,17.3
C,Sean Monahan (13689508),Sean Monahan,13689508,C/UTIL,6300,CGY@WAS 11/03/2019 07:00PM ET,CGY,9.77
D,Mark Giordano (13689680),Mark Giordano,13689680,D/UTIL,6000,CGY@WAS 11/03/2019 07:00PM ET,CGY,11.57
C,Adam Henrique (13689510),Adam Henrique,13689510,C/UTIL,5700,CHI@ANH 11/03/2019 08:00PM ET,ANH,9.15
RW,T.J. Oshie (13689580),T.J. Oshie,13689580,W/UTIL,5500,CGY@WAS 11/03/2019 07:00PM ET,WAS,10.44
LW,Rickard Rakell (13689588),Rickard Rakell,13689588,W/UTIL,5100,CHI@ANH 11/03/2019 08:00PM ET,ANH,8.95
C,Evgeny Kuznetsov (13689514),Evgeny Kuznetsov,13689514,C/UTIL,5000,CGY@WAS 11/03/2019 07:00PM ET,WAS,9.53
D,Michal Kempny (13689682),Michal Kempny,13689682,D/UTIL,4900,CGY@WAS 11/03/2019 07:00PM ET,WAS,11.83
LW,Alex DeBrincat (13689586),Alex DeBrincat,13689586,W/UTIL,4900,CHI@ANH 11/03/2019 08:00PM ET,CHI,9.57
C,Jonathan Toews (13689516),Jonathan Toews,13689516,C/UTIL,4700,CHI@ANH 11/03/2019 08:00PM ET,CHI,5.84
D,Cam Fowler (13689684),Cam Fowler,13689684,D/UTIL,4700,CHI@ANH 11/03/2019 08:00PM ET,ANH,7.15
RW,Ondrej Kase (13689590),Ondrej Kase,13689590,W/UTIL,4500,CHI@ANH 11/03/2019 08:00PM ET,ANH,6.68
D,Duncan Keith (13689686),Duncan Keith,13689686,D/UTIL,4500,CHI@ANH 11/03/2019 08:00PM ET,CHI,7.78
LW,Brandon Saad (13689592),Brandon Saad,13689592,W/UTIL,4300,CHI@ANH 11/03/2019 08:00PM ET,CHI,8.13
D,Hampus Lindholm (13689688),Hampus Lindholm,13689688,D/UTIL,4300,CHI@ANH 11/03/2019 08:00PM ET,ANH,8.24
C,Lars Eller (13689518),Lars Eller,13689518,C/UTIL,4200,CGY@WAS 11/03/2019 07:00PM ET,WAS,8.08
C,Mikael Backlund (13689520),Mikael Backlund,13689520,C/UTIL,4000,CGY@WAS 11/03/2019 07:00PM ET,CGY,5.48
RW,Dylan Strome (13689594),Dylan Strome,13689594,W/UTIL,4000,CHI@ANH 11/03/2019 08:00PM ET,CHI,7.71
D,Brent Seabrook (13689690),Brent Seabrook,13689690,D/UTIL,4000,CHI@ANH 11/03/2019 08:00PM ET,CHI,6.9
D,T.J. Brodie (13689692),T.J. Brodie,13689692,D/UTIL,3900,CGY@WAS 11/03/2019 07:00PM ET,CGY,6.01
LW,Nick Ritchie (13689596),Nick Ritchie,13689596,W/UTIL,3900,CHI@ANH 11/03/2019 08:00PM ET,ANH,6.31
D,Radko Gudas (13689694),Radko Gudas,13689694,D/UTIL,3800,CGY@WAS 11/03/2019 07:00PM ET,WAS,7.39
D,Travis Hamonic (13689696),Travis Hamonic,13689696,D/UTIL,3700,CGY@WAS 11/03/2019 07:00PM ET,CGY,6.63
LW,Dominik Kubalik (13689600),Dominik Kubalik,13689600,W/UTIL,3700,CHI@ANH 11/03/2019 08:00PM ET,CHI,8
D,Calvin de Haan (13689698),Calvin de Haan,13689698,D/UTIL,3600,CHI@ANH 11/03/2019 08:00PM ET,CHI,6.47
C,David Kampf (13689522),David Kampf,13689522,C/UTIL,3500,CHI@ANH 11/03/2019 08:00PM ET,CHI,6.62
RW,Max Comtois (13689602),Max Comtois,13689602,W/UTIL,3500,CHI@ANH 11/03/2019 08:00PM ET,ANH,4.68
D,Adam Boqvist (13689700),Adam Boqvist,13689700,D/UTIL,3500,CHI@ANH 11/03/2019 08:00PM ET,CHI,2.8
RW,Michael Frolik (13689604),Michael Frolik,13689604,W/UTIL,3400,CGY@WAS 11/03/2019 07:00PM ET,CGY,2.79
D,Erik Gustafsson (13689702),Erik Gustafsson,13689702,D/UTIL,3400,CHI@ANH 11/03/2019 08:00PM ET,CHI,4.67
RW,Sam Bennett (13689606),Sam Bennett,13689606,W/UTIL,3300,CGY@WAS 11/03/2019 07:00PM ET,CGY,5.2
C,Kirby Dach (13689524),Kirby Dach,13689524,C/UTIL,3200,CHI@ANH 11/03/2019 08:00PM ET,CHI,4.76
RW,Andrew Shaw (13689608),Andrew Shaw,13689608,W/UTIL,3200,CHI@ANH 11/03/2019 08:00PM ET,CHI,4.91
D,Korbinian Holzer (13689706),Korbinian Holzer,13689706,D/UTIL,3200,CHI@ANH 11/03/2019 08:00PM ET,ANH,6.41
LW,Andrew Mangiapane (13689610),Andrew Mangiapane,13689610,W/UTIL,3100,CGY@WAS 11/03/2019 07:00PM ET,CGY,4.36
D,Noah Hanifin (13689708),Noah Hanifin,13689708,D/UTIL,3100,CGY@WAS 11/03/2019 07:00PM ET,CGY,6.71
C,Sam Steel (13689526),Sam Steel,13689526,C/UTIL,3000,CHI@ANH 11/03/2019 08:00PM ET,ANH,3.2
RW,Troy Terry (13689612),Troy Terry,13689612,W/UTIL,3000,CHI@ANH 11/03/2019 08:00PM ET,ANH,4.07
LW,Drake Caggiula (13689614),Drake Caggiula,13689614,W/UTIL,2900,CHI@ANH 11/03/2019 08:00PM ET,CHI,4.68
D,Josh Mahura (13689712),Josh Mahura,13689712,D/UTIL,2900,CHI@ANH 11/03/2019 08:00PM ET,ANH,12.45
C,Derek Ryan (13689528),Derek Ryan,13689528,C/UTIL,2800,CGY@WAS 11/03/2019 07:00PM ET,CGY,5.73
LW,Carl Hagelin (13689616),Carl Hagelin,13689616,W/UTIL,2800,CGY@WAS 11/03/2019 07:00PM ET,WAS,4.47
D,Rasmus Andersson (13689714),Rasmus Andersson,13689714,D/UTIL,2800,CGY@WAS 11/03/2019 07:00PM ET,CGY,5.5
D,Connor Murphy (13689740),Connor Murphy,13689740,D/UTIL,2800,CHI@ANH 11/03/2019 08:00PM ET,CHI,4.27
RW,Garnet Hathaway (13689618),Garnet Hathaway,13689618,W/UTIL,2700,CGY@WAS 11/03/2019 07:00PM ET,WAS,5.18
LW,Brendan Leipsic (13689620),Brendan Leipsic,13689620,W/UTIL,2700,CGY@WAS 11/03/2019 07:00PM ET,WAS,4.02
C,Derek Grant (13689530),Derek Grant,13689530,C/UTIL,2700,CHI@ANH 11/03/2019 08:00PM ET,ANH,5.21
D,Olli Maatta (13689716),Olli Maatta,13689716,D/UTIL,2700,CHI@ANH 11/03/2019 08:00PM ET,CHI,5.27
D,Josh Manson (13689718),Josh Manson,13689718,D/UTIL,2700,CHI@ANH 11/03/2019 08:00PM ET,ANH,5.46
C,Chandler Stephenson (13689532),Chandler Stephenson,13689532,C/UTIL,2600,CGY@WAS 11/03/2019 07:00PM ET,WAS,4.04
RW,Travis Boyd (13689624),Travis Boyd,13689624,W/UTIL,2600,CGY@WAS 11/03/2019 07:00PM ET,WAS,5.93
D,Jonas Siegenthaler (13689720),Jonas Siegenthaler,13689720,D/UTIL,2600,CGY@WAS 11/03/2019 07:00PM ET,WAS,4.72
D,Nick Jensen (13689722),Nick Jensen,13689722,D/UTIL,2600,CGY@WAS 11/03/2019 07:00PM ET,WAS,4.19
RW,Carter Rowney (13689622),Carter Rowney,13689622,W/UTIL,2600,CHI@ANH 11/03/2019 08:00PM ET,ANH,4.35
C,Mark Jankowski (13689536),Mark Jankowski,13689536,C/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,1.72
C,Liam O'Brien (13689538),Liam O'Brien,13689538,C/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,0
C,Nic Dowd (13689542),Nic Dowd,13689542,C/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,3.84
C,Byron Froese (13689544),Byron Froese,13689544,C/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
C,Matthew Phillips (13689560),Matthew Phillips,13689560,C/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
C,Michael Sgarbossa (13689562),Michael Sgarbossa,13689562,C/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,0
C,Connor McMichael (13689564),Connor McMichael,13689564,C/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,0
C,Shane Gersich (13689566),Shane Gersich,13689566,C/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,0
LW,Milan Lucic (13689628),Milan Lucic,13689628,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,2.95
RW,Alan Quine (13689630),Alan Quine,13689630,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,4.36
RW,Tobias Rieder (13689638),Tobias Rieder,13689638,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,3.26
RW,Richard Panik (13689640),Richard Panik,13689640,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,1.64
RW,Austin Czarnik (13689642),Austin Czarnik,13689642,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,4.76
LW,Justin Kirkland (13689646),Justin Kirkland,13689646,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
LW,Jakob Pelletier (13689648),Jakob Pelletier,13689648,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
LW,Dillon Dube (13689650),Dillon Dube,13689650,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
RW,Kody Clark (13689652),Kody Clark,13689652,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,0
LW,Ryan Lomberg (13689670),Ryan Lomberg,13689670,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
RW,Spencer Foo (13689674),Spencer Foo,13689674,W/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
D,Oliver Kylington (13689726),Oliver Kylington,13689726,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,2.35
D,Michael Stone (13689730),Michael Stone,13689730,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,7.08
D,Tyler Lewington (13689734),Tyler Lewington,13689734,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,1.9
D,Juuso Valimaki (13689738),Juuso Valimaki,13689738,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
D,Christian Djoos (13689742),Christian Djoos,13689742,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,0
D,Connor Hobbs (13689752),Connor Hobbs,13689752,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,0
D,Colby Williams (13689754),Colby Williams,13689754,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,0
D,Alexander Alexeyev (13689756),Alexander Alexeyev,13689756,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,WAS,0
D,Brandon Davidson (13689760),Brandon Davidson,13689760,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
D,Rinat Valiev (13689762),Rinat Valiev,13689762,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
D,Alexander Yelesin (13689764),Alexander Yelesin,13689764,D/UTIL,2500,CGY@WAS 11/03/2019 07:00PM ET,CGY,0
C,Ryan Carpenter (13689534),Ryan Carpenter,13689534,C/UTIL,2500,CHI@ANH 11/03/2019 08:00PM ET,CHI,4.15
C,Ryan Kesler (13689540),Ryan Kesler,13689540,C/UTIL,2500,CHI@ANH 11/03/2019 08:00PM ET,ANH,0
C,Sam Carrick (13689546),Sam Carrick,13689546,C/UTIL,2500,CHI@ANH 11/03/2019 08:00PM ET,ANH,0
C,Justin Kloos (13689548),Justin Kloos,13689548,C/UTIL,2500,CHI@ANH 11/03/2019 08:00PM ET,ANH,0
C,Isac Lundestrom (13689550),Isac Lundestrom,13689550,C/UTIL,2500,CHI@ANH 11/03/2019 08:00PM ET,ANH,1.93
C,Chase De Leo (13689552),Chase De Leo,13689552,C/UTIL,2500,CHI@ANH 11/03/2019 08:00PM ET,ANH,0
C,Antoine Morand (13689554),Antoine Morand,13689554,C/UTIL,2500,CHI@ANH 11/03/2019 08:00PM ET,ANH,0
C,Jacob Nilsson (13689556),Jacob Nilsson,13689556,C/UTIL,2500,CHI@ANH 11/03/2019 08:00PM ET,CHI,0
