Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,,,DK,FanDuel,BetUS,,,,Win/Loss
P,Denis Shapovalov (13601678),Denis Shapovalov,13601678,P,10400,Shapovalov@Sugita 10/19/2019 10:20AM ET,Shapovalov,47.82,-570,0,-670,-440,-600,,,,1
P,Stan Wawrinka (13601679),Stan Wawrinka,13601679,P,9200,Wawrinka@Sinner 10/19/2019 08:00AM ET,Wawrinka,56.84,-208,0,-210,-215,-200,,,,1
P,Karolina Muchova (13601680),Karolina Muchova,13601680,P,9000,Muchova@Pavlyuchenkova 10/19/2019 07:15AM ET,Muchova,58.21,-195,0,-200,-186,-200,,,,0
P,Belinda Bencic (13601681),Belinda Bencic,13601681,P,8900,Mladenovic@Bencic 10/19/2019 06:00AM ET,Bencic,52.71,-184,0,-190,-186,-175,,,,1
P,Pablo Carreno-Busta (13601682),Pablo Carreno-Busta,13601682,P,8500,Carreno-Busta@Krajinovic 10/19/2019 09:00AM ET,Carreno-Busta,52.91,-153,0,-167,-146,-145,,,,0
P,Adrian Mannarino (13601683),Adrian Mannarino,13601683,P,8400,Seppi@Mannarino 10/19/2019 10:00AM ET,Mannarino,48.37,-145,0,-150,-146,-140,,,,1
P,Andrey Rublev (13601684),Andrey Rublev,13601684,P,8200,Cilic@Rublev 10/19/2019 11:20AM ET,Rublev,51.76,-156,0,-167,-146,-155,,,,1
P,Anna Blinkova (13601685),Anna Blinkova,13601685,P,7900,Blinkova@Ostapenko 10/19/2019 08:00AM ET,Blinkova,44.06,-119,0,-127,-116,-115,,,,0
P,Jelena Ostapenko (13601686),Jelena Ostapenko,13601686,P,7600,Blinkova@Ostapenko 10/19/2019 08:00AM ET,Ostapenko,36.71,68,0,104,100,1,,,,1
P,Andreas Seppi (13601687),Andreas Seppi,13601687,P,7400,Seppi@Mannarino 10/19/2019 10:00AM ET,Seppi,41.52,121,0,120,124,120,,,,0
P,Marin Cilic (13601688),Marin Cilic,13601688,P,7300,Cilic@Rublev 10/19/2019 11:20AM ET,Cilic,48.61,132,0,135,126,135,,,,0
P,Filip Krajinovic (13601689),Filip Krajinovic,13601689,P,7200,Carreno-Busta@Krajinovic 10/19/2019 09:00AM ET,Krajinovic,54.67,128,0,135,124,125,,,,1
P,Kristina Mladenovic (13601690),Kristina Mladenovic,13601690,P,6800,Mladenovic@Bencic 10/19/2019 06:00AM ET,Mladenovic,45.14,154,0,150,158,155,,,,0
P,Anastasia Pavlyuchenkova (13601691),Anastasia Pavlyuchenkova,13601691,P,6700,Muchova@Pavlyuchenkova 10/19/2019 07:15AM ET,Pavlyuchenkova,45.53,162,0,160,156,170,,,,1
P,Jannik Sinner (13601692),Jannik Sinner,13601692,P,6500,Wawrinka@Sinner 10/19/2019 08:00AM ET,Sinner,39.02,172,0,165,180,170,,,,0
P,Yuichi Sugita (13601693),Yuichi Sugita,13601693,P,5000,Shapovalov@Sugita 10/19/2019 10:20AM ET,Sugita,44.5,427,0,480,350,450,,,,0
